table	line	name	set	spawnable	disabled	item_code	item_name	category	tier	type	type2	current_lvl	proposed_lvl	delta	current_lvl_req	base_levelreq	normal_code	exceptional_code	elite_code
unique	735	Ladrina's Enchantment		1		ywn	yew wand	weapon	normal	wand	1wep	25	12	-13	30	0	ywn	9yw	7yw
unique	737	Skeleton's Claw		1		bwn	bone wand	weapon	normal	wand	1wep	20	18	-2	33	0	bwn	9bw	7bw
unique	748	Voice of Reason		1		7wn	polished wand	weapon	elite	wand	1wep	60	55	-5	68	41	wnd	9wn	7wn
unique	750	Chorus of the Cursed		1		7yw	ghost wand	weapon	elite	wand	1wep	66	65	-1	73	48	ywn	9yw	7yw
unique	754	Freedom's Flight		1		6lb	Shadow Bow	weapon	elite	bow		85	63	-22	89	47	lbw	8lb	6lb
unique	756	Centaur's Arc		1		hbw	hunter's bow	weapon	normal	bow		12	5	-7	22	0	hbw	8hb	6hb
unique	757	Carrion Wing		1		6sb	Spider Bow	weapon	elite	bow		85	55	-30	85	41	sbw	8sb	6sb
unique	758	Elven Bow of Duadon		1		lbw	long bow	weapon	normal	bow		12	8	-4	21	0	lbw	8lb	6lb
unique	760	Silver Oak Bow		1		cbw	composite bow	weapon	normal	bow		20	12	-8	28	0	cbw	8cb	6cb
unique	762	Shayira's Flight		1		sbb	short battle bow	weapon	normal	bow		22	18	-4	29	0	sbb	8s8	6s7
unique	764	Kirre Strike		1		lbb	long battle bow	weapon	normal	bow		25	23	-2	32	0	lbb	8l8	6l7
unique	769	Final Flight		1		6s7	diamond bow	weapon	elite	bow		85	72	-13	86	54	sbb	8s8	6s7
unique	772	Sadira		1		6hb	blade bow	weapon	elite	bow		85	60	-25	90	45	hbw	8hb	6hb
unique	776	Larissa's Aim		1		6l7	crusader bow	weapon	elite	bow		85	77	-8	85	57	lbb	8l8	6l7
unique	778	Hailstrike		1		8s8	short siege bow	weapon	exceptional	bow		45	43	-2	47	25	sbb	8s8	6s7
unique	784	Ghost Mount		1		8lw	gothic bow	weapon	exceptional	bow		55	52	-3	59	25	lwb	8lw	6lw
unique	786	Arachnid's Bite		1		6sb	spider bow	weapon	elite	bow		57	55	-2	65	41	sbw	8sb	6sb
unique	788	Foxfire Leaf		1		6hb	blade bow	weapon	elite	bow		85	60	-25	89	45	hbw	8hb	6hb
unique	789	Razor Strike		1		6hb	Blade Bow	weapon	elite	bow		70	60	-10	80	45	hbw	8hb	6hb
unique	790	Golgomere		1		6lb	shadow bow	weapon	elite	bow		66	63	-3	72	47	lbw	8lb	6lb
unique	797	Patron of Perversity		1		6sw	ward bow	weapon	elite	bow		85	80	-5	85	60	swb	8sw	6sw
unique	802	Rethral Bolt		1		lxb	light crossbow	weapon	normal	xbow		17	6	-11	25	0	lxb	8lx	6lx
unique	804	Piercing Bolt		1		mxb	crossbow	weapon	normal	xbow		17	15	-2	25	0	mxb	8mx	6mx
unique	806	Harpo Bogglinn		1		hxb	heavy crossbow	weapon	normal	xbow		25	24	-1	32	0	hxb	8hx	6hx
unique	810	Kyuss' Crossbow		1		8lx	arbalest	weapon	exceptional	xbow		40	34	-6	48	22	lxb	8lx	6lx
unique	816	Ashira's Stunbeam		1		8rx	chu-ko-nu	weapon	exceptional	xbow		55	54	-1	61	25	rxb	8rx	6rx
unique	818	Stoneblaster		1		6lx	pellet bow	weapon	elite	xbow		59	57	-2	67	42	lxb	8lx	6lx
unique	820	Wightslayer		1		6mx	gorgon crossbow	weapon	elite	xbow		68	67	-1	74	50	mxb	8mx	6mx
unique	823	Thor's Bolt		1		6rx	demon crossbow	weapon	elite	xbow		85	84	-1	85	63	rxb	8rx	6rx
unique	827	Hippogriff Wing		1		jav	javelin	weapon	normal	jave	1wep	12	1	-11	21	0	jav	9ja	7ja
unique	830	Amazon's Kiss		1		pil	pilum	weapon	normal	jave	1wep	12	10	-2	23	0	pil	9pi	7pi
unique	831	Skyglow		1		pil	pilum	weapon	normal	jave	1wep	12	10	-2	15	0	pil	9pi	7pi
unique	833	Chaos Flight		1		ssp	short spear	weapon	normal	jave	1wep	25	15	-10	27	0	ssp	9s9	7s7
unique	836	Cadin'Sor		1		glv	glaive	weapon	normal	jave	1wep	25	23	-2	33	0	glv	9gl	7gl
unique	842	Aiel Javelins		1		9ja	war javelin	weapon	exceptional	jave	1wep	40	30	-10	54	18	jav	9ja	7ja
unique	845	Gnomebane		1		9pi	great pilum	weapon	exceptional	jave	1wep	40	37	-3	47	25	pil	9pi	7pi
unique	851	Flight of Confusion		1		9gl	spiculum	weapon	exceptional	jave	1wep	55	46	-9	65	25	glv	9gl	7gl
unique	857	Jaguar's Claw		1		7ja	hyperion javelin	weapon	elite	jave	1wep	62	54	-8	70	40	jav	9ja	7ja
unique	862	Invisible Stalker		1		7gl	ghost glaive	weapon	elite	jave	1wep	85	79	-6	85	59	glv	9gl	7gl
unique	866	Oakplume		1		bal	balanced axe	weapon	normal	taxe	1wep	25	16	-9	30	0	bal	9b8	7b8
unique	868	Spleen Feaster		1		tax	throwing axe	weapon	normal	taxe	1wep	12	7	-5	16	0	tax	9ta	7ta
unique	869	Banshee's Cry		1		9ta	francisca	weapon	exceptional	taxe	1wep	35	34	-1	50	22	tax	9ta	7ta
unique	871	Axes of Jahadra		1		9b8	hurlbat	weapon	exceptional	taxe	1wep	43	41	-2	56	25	bal	9b8	7b8
unique	874	Winged Serpent		1		7ta	flying axe	weapon	elite	taxe	1wep	72	56	-16	77	42	tax	9ta	7ta
unique	875	Golden Wyndlass		1		7b8	winged axe	weapon	elite	taxe	1wep	85	80	-5	85	60	bal	9b8	7b8
unique	879	Butcher's Paring Knives		1		7bk	winged knife	weapon	elite	tkni	1wep	85	77	-8	80	57	bkf	9bk	7bk
unique	882	Swarming Blades		1		7tk	flying knife	weapon	elite	tkni	1wep	80	64	-16	80	48	tkf	9tk	7tk
unique	887	Fallen Glory		1		7tk	flying knife	weapon	elite	tkni	1wep	85	64	-21	80	48	tkf	9tk	7tk
unique	888	Shard of the North Star		1		7tk	flying knife	weapon	elite	tkni	1wep	70	64	-6	75	48	tkf	9tk	7tk
unique	894	Gloomform		1		hla	hard leather	armor	normal	tors		12	5	-7	15	0	hla	xla	ula
unique	896	Scarab of Protection		1		stu	studded leather	armor	normal	tors		12	8	-4	17	0	stu	xtu	utu
unique	898	The Shadowed One		1		rng	ring mail	armor	normal	tors		12	11	-1	19	0	rng	xng	ung
unique	905	Shattering Blow		1		brs	breast plate	armor	normal	tors		25	18	-7	40	0	brs	xrs	urs
unique	908	Armor of Warmth		1		plt	plate mail	armor	normal	tors		25	24	-1	28	0	plt	xlt	ult
unique	909	Celestial Revelation		1		plt	plate mail	armor	normal	tors		25	24	-1	35	0	plt	xlt	ult
unique	924	Torn Flesh of Souls		1		xla	demonhide armor	armor	exceptional	tors		40	37	-3	43	25	hla	xla	ula
unique	961	Tarrasque Hide		1		uhn	Boneweave	armor	elite	tors		85	62	-23	86	47	chn	xhn	uhn
unique	963	Gray God's Mantle		1		urs	Great Hauberk	armor	elite	tors		80	75	-5	80	56	brs	xrs	urs
unique	968	Lachdanan's Heart		1		uth	lacquered plate	armor	elite	tors		85	82	-3	85	62	gth	xth	uth
unique	970	Shadowtrick		1		uul	shadow plate	armor	elite	tors		84	83	-1	84	64	ful	xul	uul
unique	972	Legacy of the Eternals		1		utp	Archon Plate	armor	elite	tors		85	84	-1	85	63	ltp	xtp	utp
unique	975	Lie Spreader		1		skp	skull cap	armor	normal	helm		12	5	-7	16	0	skp	xkp	ukp
unique	977	Barbazu's Smile		1		hlm	helm	armor	normal	helm		12	11	-1	20	0	hlm	xlm	ulm
unique	978	Freedom's Facade		1		hlm	helm	armor	normal	helm		12	11	-1	16	0	hlm	xlm	ulm
unique	981	Satyr's Speech		1		bhm	bone helm	armor	normal	helm		25	22	-3	27	0	bhm	xh9	uh9
unique	983	Fool's Crest		1		ghm	great helm	armor	normal	helm		25	23	-2	30	0	ghm	xhm	uhm
unique	984	Morning's Tears		1		ghm	great helm	armor	normal	helm		25	23	-2	28	0	ghm	xhm	uhm
unique	985	The Gambler's Fallacy		1		uh9	bone visage	armor	elite	helm		85	84	-1	90	63	bhm	xh9	uh9
unique	987	Blindman's Bluff		1		msk	mask	armor	normal	helm		25	19	-6	28	0	msk	xsk	usk
unique	988	Judge's Helmet		1		ulm	armet	armor	elite	helm		75	68	-7	75	51	hlm	xlm	ulm
unique	997	Ragnarok		1		uhm	Spired Helm	armor	elite	helm		85	79	-6	85	59	ghm	xhm	uhm
unique	1006	Overlord's Helm		1		uh9	bone visage	armor	elite	helm		85	84	-1	81	63	bhm	xh9	uh9
unique	1008	Conch of Dismay		1		uhl	giant conch	armor	elite	helm		80	54	-26	80	40	fhl	xhl	uhl
unique	1009	Judas Kiss		1		uhl	Giant Conch	armor	elite	helm		57	54	-3	66	40	fhl	xhl	uhl
unique	1012	Kiss of the Vampire		1		ukp	hydraskull	armor	elite	helm		77	63	-14	81	47	skp	xkp	ukp
unique	1013	Fair Weather		1		ci0	circlet	armor	normal	circ		25	24	-1	30	16	ci0	ci2	ci3
unique	1019	Gillian's Tiara		1		ci2	tiara	armor	exceptional	circ		80	70	-10	82	52	ci1	ci2	ci3
unique	1027	Crest of the Horned Society		1		lrg	large shield	armor	normal	shie		12	11	-1	19	0	lrg	xrg	urg
unique	1028	Lepertouch		1		lrg	large shield	armor	normal	shie		12	11	-1	16	0	lrg	xrg	urg
unique	1029	Doom Hedge		1		bsh	bone shield	armor	normal	shie		25	19	-6	25	0	bsh	xsh	ush
unique	1030	Cacophony		1		bsh	bone shield	armor	normal	shie		25	19	-6	24	0	bsh	xsh	ush
unique	1031	Fanged Shield		1		spk	spiked shield	armor	normal	shie		17	11	-6	22	0	spk	xpk	upk
unique	1032	Debt Finisher		1		spk	spiked shield	armor	normal	shie		12	11	-1	18	0	spk	xpk	upk
unique	1036	Knight's Dawn		1		tow	tower shield	armor	normal	shie		43	22	-21	45	0	tow	xow	uow
unique	1055	Chill of Winter		1		uuc	heater	armor	elite	shie		75	58	-17	80	43	buc	xuc	uuc
unique	1056	Sun Tormenter		1		uuc	Heater	armor	elite	shie		75	58	-17	80	43	buc	xuc	uuc
unique	1059	Safewarden		1		urg	Hyperion	armor	elite	shie		75	64	-11	75	54	lrg	xrg	urg
unique	1062	The Saboteur's Bandolier		1		umc	mithril coil	armor	elite	belt		81	75	-6	81	56	mbl	zmb	umc
unique	1063	Braced for Battle		1		uts	ward	armor	elite	shie		85	84	-1	86	63	gts	xts	uts
unique	1068	Healing Touch		1		vgl	heavy gloves	armor	normal	glov		12	7	-5	18	0	vgl	xvg	uvg
unique	1069	Fiendfeast		1		vgl	heavy gloves	armor	normal	glov		12	7	-5	14	0	vgl	xvg	uvg
unique	1071	Green God's Bracers		1		mgl	bracers	armor	normal	glov		17	12	-5	25	0	mgl	xmg	umg
unique	1072	Prismatic Gauntlets		1		tgl	light gauntlets	armor	normal	glov		25	20	-5	30	0	tgl	xtg	utg
unique	1081	Rapturous Blessings		1		xmg	heavy bracers	armor	exceptional	glov		60	43	-17	70	25	mgl	xmg	umg
unique	1089	Lachdanan's Bracers		1		umg	vambraces	armor	elite	glov		85	69	-16	85	51	mgl	xmg	umg
unique	1090	Grip of the Faithful		1		utg	crusader gauntlets	armor	elite	glov		80	76	-4	84	57	tgl	xtg	utg
unique	1091	Hellhunger		1		utg	Crusader Gauntlets	armor	elite	glov		85	76	-9	83	57	tgl	xtg	utg
unique	1095	Gillian's Boots		1		vbt	heavy boots	armor	normal	boot		12	7	-5	17	0	vbt	xvb	uvb
unique	1097	Pepin's Grace		1		mbt	chain boots	armor	normal	boot		17	12	-5	23	0	mbt	xmb	umb
unique	1102	Grimleaper		1		hbt	plate boots	armor	normal	boot		28	27	-1	46	0	hbt	xhb	uhb
unique	1105	Asheara's Slippers		1		xvb	sharkskin boots	armor	exceptional	boot		43	39	-4	45	25	vbt	xvb	uvb
unique	1110	Zero Effect		1		utb	mirrored boots	armor	elite	boot		85	81	-4	81	60	tbt	xtb	utb
unique	1113	Dance of the Cobra		1		ulb	wyrmhide boots	armor	elite	boot		64	60	-4	70	45	lbt	xlb	ulb
unique	1114	Stallion Hooves		1		ulb	Wyrmhide Boots	armor	elite	boot		80	60	-20	80	45	lbt	xlb	ulb
unique	1115	Thoqqua's Slipper		1		uvb	scarabshell boots	armor	elite	boot		75	66	-9	75	49	vbt	xvb	uvb
unique	1118	Lustwander		1		utb	mirrored boots	armor	elite	boot		85	81	-4	86	60	tbt	xtb	utb
unique	1122	Ratman's Rope		1		vbl	light belt	armor	normal	belt		12	7	-5	15	0	vbl	zvb	uvc
unique	1126	Crocodile Wrap		1		tbl	heavy belt	armor	normal	belt		25	20	-5	30	0	tbl	ztb	utc
unique	1127	Pirate's Faith		1		tbl	heavy belt	armor	normal	belt		25	20	-5	28	0	tbl	ztb	utc
unique	1129	Leash of Cerberus		1		hbl	girdle	armor	normal	belt		50	27	-23	60	0	hbl	zhb	uhc
unique	1142	Kashya's Ward		1		umc	mithril coil	armor	elite	belt		85	75	-10	85	56	mbl	zmb	umc
unique	1144	Ecstacy of Ishtar		1		utc	Troll Belt	armor	elite	belt		86	82	-4	80	62	tbl	ztb	utc
unique	1152	Heartpiercer		1		amc	Grand Matron Bow	weapon	elite	abow		90	78	-12	90	58	am2	am7	amc
unique	1154	Abyssal Torment		1		amb	Matriarchal Bow	weapon	elite	abow		90	53	-37	90	39	am1	am6	amb
unique	1158	Laurana's Elven Bow		1		amb	Matriarchal Bow	weapon	elite	abow		60	53	-7	73	39	am1	am6	amb
unique	1159	Wintershock		1		amc	Grand Matron Bow	weapon	elite	abow		84	78	-6	87	58	am2	am7	amc
unique	1160	Quicksilver		1		amc	Grand Matron Bow	weapon	elite	abow		85	78	-7	81	58	am2	am7	amc
unique	1164	Lady in Waiting		1		ama	ceremonial javelin	weapon	exceptional	ajav	1wep	40	35	-5	60	26	am5	ama	amf
unique	1166	Pegasus Wing		1		amf	matriarchal javelin	weapon	elite	ajav	1wep	85	65	-20	80	48	am5	ama	amf
unique	1174	Valkyrie's Calling		1		amd	matriarchal spear	weapon	elite	aspe		64	61	-3	73	45	am3	am8	amd
unique	1175	Amanda's Point		1		ame	matriarchal pike	weapon	elite	aspe		85	81	-4	80	60	am4	am9	ame
unique	1181	Revoker		1		ob3	smoked sphere	weapon	normal	orb	1wep	17	12	-5	25	8	ob3	ob8	obd
unique	1186	Eternity Cable		1		ob5	Jared's Stone	weapon	normal	orb	1wep	25	24	-1	30	18	ob5	oba	obf
unique	1196	Star of Bethlehem		1		obb	heavenly stone	weapon	elite	orb	1wep	80	59	-21	80	44	ob1	ob6	obb
unique	1197	Haven of Light		1		obb	heavenly stone	weapon	elite	orb	1wep	85	59	-26	81	44	ob1	ob6	obb
unique	1212	Undead Beholder		1		ne5	demon head	armor	normal	head		25	24	-1	30	18	ne5	nea	nef
unique	1225	Devil's Advocate		1		neg	hellspawn skull	armor	elite	head		70	67	-3	75	50	ne2	ne7	neg
unique	1227	Rathmas Desire		1		ned	overseer skull	armor	elite	head		83	66	-17	87	49	ne3	ne8	ned
unique	1228	Jondars Horde		1		ned	Overseer Skull	armor	elite	head		70	66	-4	75	49	ne3	ne8	ned
unique	1233	Swiftfoot Slash		1		pa2	rondache	armor	normal	ashd		12	8	-4	17	6	pa2	pa7	pac
unique	1240	Devourer of Worlds		1		pa5	Crown Shield	armor	normal	ashd		25	24	-1	32	18	pa5	paa	paf
unique	1251	Cleric's Rebuke		1		pab	Sacred Targe	armor	elite	ashd		64	63	-1	72	47	pa1	pa6	pab
unique	1261	Darkhunger		1		ba2	Fanged Helm	armor	normal	phlm		12	8	-4	18	6	ba2	ba7	bac
unique	1262	Kygragond		1		ba3	horned helm	armor	normal	phlm		17	16	-1	23	12	ba3	ba8	bad
unique	1264	Invader's Glee		1		ba4	assault helm	armor	normal	phlm		25	20	-5	27	15	ba4	ba9	bae
unique	1266	Warsummoner		1		ba5	avenger guard	armor	normal	phlm		25	24	-1	31	18	ba5	baa	baf
unique	1276	Vanguard		1		baa	slayer guard	armor	exceptional	phlm		60	54	-6	70	40	ba5	baa	baf
unique	1281	Insight of the Ancients		1		bae	conqueror helm	armor	elite	phlm		86	80	-6	90	60	ba4	ba9	bae
unique	1286	Swift Descent		1		dr2	hawk helm	armor	normal	pelt		12	8	-4	16	6	dr2	dr7	drc
unique	1288	Yamanda's Token		1		dr3	antlers	armor	normal	pelt		17	16	-1	21	12	dr3	dr8	drd
unique	1292	Lion's Pride		1		dr5	spirit mask	armor	normal	pelt		25	24	-1	30	18	dr5	dra	drf
unique	1302	Leader of the Pack		1		dra	totemic mask	armor	exceptional	pelt		60	55	-5	65	41	dr5	dra	drf
unique	1303	Call of the Wild		1		drb	blood spirit	armor	elite	pelt		85	62	-23	81	46	dr1	dr6	drb
unique	1304	Eagle Eyes		1		drc	sun spirit	armor	elite	pelt		80	69	-11	70	51	dr2	dr7	drc
unique	1317	Cold of Winter		1		7ar	Suwayyah	weapon	elite	h2h2	1wep	85	59	-26	83	44	ktr	9ar	7ar
unique	1327	Bladespan		1		btl	Blade Talons	weapon	normal	h2h	1wep	25	21	-4	33	0	btl	9tw	7tw
unique	1328	Dark Demesne		1		skr	scissors katar	weapon	normal	h2h	1wep	30	24	-6	45	0	skr	9qr	7qr
unique	1329	Martial Law		1		skr	scissors katar	weapon	normal	h2h	1wep	25	24	-1	30	0	skr	9qr	7qr
unique	1330	Troll's Touch		1		skr	Scissors Katar	weapon	normal	h2h	1wep	25	24	-1	25	0	skr	9qr	7qr
unique	1334	Sabertooth		1		9wb	wrist spike	weapon	exceptional	h2h	1wep	46	32	-14	56	24	wrb	9wb	7wb
unique	1348	Path of the Nightwalker		1		9qr	scissors quhab	weapon	exceptional	h2h2	1wep	55	54	-1	70	40	skr	9qr	7qr
unique	1353	Biteblade		1		7lw	feral claws	weapon	elite	h2h2	1wep	85	78	-7	81	58	clw	9lw	7lw
unique	1354	Nightwrath		1		7xf	war fist	weapon	elite	h2h2	1wep	75	68	-7	82	51	axf	9xf	7xf
unique	1356	Flaming Fist		1		7cs	battle cestus	weapon	elite	h2h2	1wep	83	73	-10	84	54	ces	9cs	7cs
unique	1357	Storm Talons		1		7wb	wrist sword	weapon	elite	h2h2	1wep	85	62	-23	85	46	wrb	9wb	7wb
unique	1358	Skaadi's Claws		1		7tw	runic talons	weapon	elite	h2h2	1wep	85	81	-4	88	60	btl	9tw	7tw
unique	1442	Harp of the Infernos		1		6cb	great bow	weapon	elite	bow		70	68	-2	80	51	cbw	8cb	6cb
unique	1450	The Arreat Codex		1		wa3	Codex	armor	normal	grim		17	12	-5	25	12	wa3	wa8	wad
unique	1459	The Bloodletters Codex		1		wa8	Dark Codex	armor	exceptional	grim		45	33	-12	55	33	wa3	wa8	wad
unique	1460	The True Names of the Pit		1		wa9	Possessed Compendium	armor	exceptional	grim		40	36	-4	55	36	wa4	wa9	wae
unique	1461	The Bloodsigil Testament		1		wa9	Possessed Compendium	armor	exceptional	grim		50	36	-14	60	36	wa4	wa9	wae
unique	1463	Grimoire of the Obsidian Curse		1		waa	Possessed Grimoire	armor	exceptional	grim		45	40	-5	61	40	wa5	waa	waf
unique	1464	The Black Oath Ledger		1		wab	Forgotten Volume	armor	elite	grim		60	59	-1	70	44	wa1	wa6	wab
unique	1465	Scripture of the IronBound		1		wab	Forgotten Volume	armor	elite	grim		70	59	-11	78	44	wa1	wa6	wab
unique	1467	Codex of the Crimson Pyre		1		wad	Occult Codex	armor	elite	grim		75	66	-9	83	50	wa3	wa8	wad
unique	1468	The Rendfathers Codex		1		wad	Occult Codex	armor	elite	grim		75	66	-9	83	50	wa3	wa8	wad
unique	1469	The Seventh Pact		1		wae	Blasphemous Compendium	armor	elite	grim		85	81	-4	90	60	wa4	wa9	wae
unique	1471	Harrogaths Last Stand		1		7fb	colossus sword	weapon	elite	swor	slam	85	80	-5	92	60	flb	9fb	7fb
unique	1473	El Druin		1		7gs	balrog blade	weapon	elite	swor	slam	80	71	-9	85	53	gis	9gs	7gs
unique	1484	Blinded by Faith		1		utg	crusader gauntlets	armor	elite	glov		85	76	-9	89	57	tgl	xtg	utg
