candidate_id	candidate	side	item_type	group	band	level	maxlevel	levelreq	frequency	source_apex_line	source_apex_name	source_apex_level	source_apex_maxlevel	source_apex_levelreq	source_apex_frequency
greater-class-skill	Greater class skill	prefix	cloa	125	late	81		64	2	195	Valkyrie's	86		75	2
greater-class-skill	Greater class skill	prefix	cloa	125	early	50	65	64	1	201	Priest's	86		75	2
greater-class-skill	Greater class skill	prefix	cloa	125	mid	66	80	64	1	201	Priest's	86		75	2
greater-class-skill	Greater class skill	prefix	cloa	125	late	81		64	2	201	Priest's	86		75	2
greater-class-skill	Greater class skill	prefix	cloa	125	early	50	65	64	1	209	Necromancer's	86		75	2
greater-class-skill	Greater class skill	prefix	cloa	125	mid	66	80	64	1	209	Necromancer's	86		75	2
greater-class-skill	Greater class skill	prefix	cloa	125	late	81		64	2	209	Necromancer's	86		75	2
greater-class-skill	Greater class skill	prefix	cloa	125	early	50	65	64	1	215	Arch-Angel's	86		75	2
greater-class-skill	Greater class skill	prefix	cloa	125	mid	66	80	64	1	215	Arch-Angel's	86		75	2
greater-class-skill	Greater class skill	prefix	cloa	125	late	81		64	2	215	Arch-Angel's	86		75	2
greater-class-skill	Greater class skill	prefix	cloa	125	early	50	65	64	1	221	Berserker's	86		75	2
greater-class-skill	Greater class skill	prefix	cloa	125	mid	66	80	64	1	221	Berserker's	86		75	2
greater-class-skill	Greater class skill	prefix	cloa	125	late	81		64	2	221	Berserker's	86		75	2
greater-class-skill	Greater class skill	prefix	cloa	125	early	50	65	64	1	229	Hierophant's	86		75	2
greater-class-skill	Greater class skill	prefix	cloa	125	mid	66	80	64	1	229	Hierophant's	86		75	2
greater-class-skill	Greater class skill	prefix	cloa	125	late	81		64	2	229	Hierophant's	86		75	2
greater-class-skill	Greater class skill	prefix	cloa	125	early	50	65	64	1	235	Witch-hunter's	86		75	2
greater-class-skill	Greater class skill	prefix	cloa	125	mid	66	80	64	1	235	Witch-hunter's	86		75	2
greater-class-skill	Greater class skill	prefix	cloa	125	late	81		64	2	235	Witch-hunter's	86		75	2
greater-sage-xp	Greater Sage	prefix	cloa	204	early	50	65	39	2	452	Sage's	51		46	6
greater-sage-xp	Greater Sage	prefix	cloa	204	mid	66	80	39	4	452	Sage's	51		46	6
greater-sage-xp	Greater Sage	prefix	cloa	204	late	81		39	6	452	Sage's	51		46	6
greater-adamantine-wrought	Greater Adamantine-Wrought	prefix	cloa	206	early	50	65	55	1	476	Adamantine-Wrought	87		65	4
greater-adamantine-wrought	Greater Adamantine-Wrought	prefix	cloa	206	mid	66	80	55	3	476	Adamantine-Wrought	87		65	4
greater-adamantine-wrought	Greater Adamantine-Wrought	prefix	cloa	206	late	81		55	4	476	Adamantine-Wrought	87		65	4
greater-aureole	Greater Aureole	prefix	cloa	207	early	50	65	41	1	491	Aureole	62		48	2
greater-aureole	Greater Aureole	prefix	cloa	207	mid	66	80	41	1	491	Aureole	62		48	2
greater-aureole	Greater Aureole	prefix	cloa	207	late	81		41	2	491	Aureole	62		48	2
greater-grandmasters	Greater Grandmaster's	prefix	club	111	early	50	65	75	1	75	Grandmaster's	84		88	4
greater-grandmasters	Greater Grandmaster's	prefix	club	111	mid	66	80	75	3	75	Grandmaster's	84		88	4
greater-grandmasters	Greater Grandmaster's	prefix	club	111	late	81		75	4	75	Grandmaster's	84		88	4
greater-grandmasters	Greater Grandmaster's	prefix	club	111	early	50	65	75	1	76	Grandmaster's	86		88	2
greater-grandmasters	Greater Grandmaster's	prefix	club	111	mid	66	80	75	1	76	Grandmaster's	86		88	2
greater-grandmasters	Greater Grandmaster's	prefix	club	111	late	81		75	2	76	Grandmaster's	86		88	2
greater-grandmasters	Greater Grandmaster's	prefix	club	111	early	50	65	75	1	77	Grandmaster's	86		88	2
greater-grandmasters	Greater Grandmaster's	prefix	club	111	mid	66	80	75	1	77	Grandmaster's	86		88	2
greater-grandmasters	Greater Grandmaster's	prefix	club	111	late	81		75	2	77	Grandmaster's	86		88	2
greater-grandmasters	Greater Grandmaster's	prefix	club	111	early	50	65	75	1	78	Grandmaster's	86		88	2
greater-grandmasters	Greater Grandmaster's	prefix	club	111	mid	66	80	75	1	78	Grandmaster's	86		88	2
greater-grandmasters	Greater Grandmaster's	prefix	club	111	late	81		75	2	78	Grandmaster's	86		88	2
greater-grandmasters	Greater Grandmaster's	prefix	club	111	early	50	65	68	1	98	Wraithly1	86		80	4
greater-grandmasters	Greater Grandmaster's	prefix	club	111	mid	66	80	68	3	98	Wraithly1	86		80	4
greater-grandmasters	Greater Grandmaster's	prefix	club	111	late	81		68	4	98	Wraithly1	86		80	4
greater-gritty	Greater Gritty	prefix	club	105	early	50	65	55	5	153	Gritty	75		65	14
greater-gritty	Greater Gritty	prefix	club	105	mid	66	80	55	9	153	Gritty	75		65	14
greater-gritty	Greater Gritty	prefix	club	105	late	81		55	14	153	Gritty	75		65	14
greater-platinum	Greater Platinum	prefix	club	110	early	50	65	34	3	120	Weird	44		40	8
greater-platinum	Greater Platinum	prefix	club	110	mid	66	80	34	5	120	Weird	44		40	8
greater-platinum	Greater Platinum	prefix	club	110	late	81		34	8	120	Weird	44		40	8
greater-serpents	Greater Serpent's	prefix	club	115	early	50	65	23	1	398	Serpent's	37		27	4
greater-serpents	Greater Serpent's	prefix	club	115	mid	66	80	23	3	398	Serpent's	37		27	4
greater-serpents	Greater Serpent's	prefix	club	115	late	81		23	4	398	Serpent's	37		27	4
greater-single-resist-charm	Greater Ruby/Sapphire/Amber/Emerald	prefix	club	117	early	50	65	35	1	353	Cobalt	55		41	4
greater-single-resist-charm	Greater Ruby/Sapphire/Amber/Emerald	prefix	club	117	mid	66	80	35	3	353	Cobalt	55		41	4
greater-single-resist-charm	Greater Ruby/Sapphire/Amber/Emerald	prefix	club	117	late	81		35	4	353	Cobalt	55		41	4
greater-single-resist-charm	Greater Ruby/Sapphire/Amber/Emerald	prefix	club	118	early	50	65	35	1	360	Garnet	55		41	2
greater-single-resist-charm	Greater Ruby/Sapphire/Amber/Emerald	prefix	club	118	mid	66	80	35	1	360	Garnet	55		41	2
greater-single-resist-charm	Greater Ruby/Sapphire/Amber/Emerald	prefix	club	118	late	81		35	2	360	Garnet	55		41	2
greater-single-resist-charm	Greater Ruby/Sapphire/Amber/Emerald	prefix	club	119	early	50	65	35	1	368	Coral	55		41	2
greater-single-resist-charm	Greater Ruby/Sapphire/Amber/Emerald	prefix	club	119	mid	66	80	35	1	368	Coral	55		41	2
greater-single-resist-charm	Greater Ruby/Sapphire/Amber/Emerald	prefix	club	119	late	81		35	2	368	Coral	55		41	2
greater-single-resist-charm	Greater Ruby/Sapphire/Amber/Emerald	prefix	club	120	early	50	65	35	1	376	Jade	55		41	2
greater-single-resist-charm	Greater Ruby/Sapphire/Amber/Emerald	prefix	club	120	mid	66	80	35	1	376	Jade	55		41	2
greater-single-resist-charm	Greater Ruby/Sapphire/Amber/Emerald	prefix	club	120	late	81		35	2	376	Jade	55		41	2
greater-aureolin	Greater Aureolin	prefix	club	121	early	50	65	10	3	410	Victorious	17		12	8
greater-aureolin	Greater Aureolin	prefix	club	121	mid	66	80	10	5	410	Victorious	17		12	8
greater-aureolin	Greater Aureolin	prefix	club	121	late	81		10	8	410	Victorious	17		12	8
greater-celestial	Greater Celestial	prefix	club	123	early	50	65	35	1	104	Celestial	55		41	2
greater-celestial	Greater Celestial	prefix	club	123	mid	66	80	35	1	104	Celestial	55		41	2
greater-celestial	Greater Celestial	prefix	club	123	late	81		35	2	104	Celestial	55		41	2
greater-class-skill	Greater class skill	prefix	club	125	early	50	65	36	1	224	Berserker's	50		42	2
greater-class-skill	Greater class skill	prefix	club	125	mid	66	80	36	1	224	Berserker's	50		42	2
greater-class-skill	Greater class skill	prefix	club	125	late	81		36	2	224	Berserker's	50		42	2
greater-class-skill	Greater class skill	prefix	club	125	early	50	65	36	1	232	Hierophant's	50		42	4
greater-class-skill	Greater class skill	prefix	club	125	mid	66	80	36	3	232	Hierophant's	50		42	4
greater-class-skill	Greater class skill	prefix	club	125	late	81		36	4	232	Hierophant's	50		42	4
greater-skilltab	Greater Skilltab	prefix	club	125	early	50	65	38	1	277	Master's	60		45	2
greater-skilltab	Greater Skilltab	prefix	club	125	mid	66	80	38	1	277	Master's	60		45	2
greater-skilltab	Greater Skilltab	prefix	club	125	late	81		38	2	277	Master's	60		45	2
greater-skilltab	Greater Skilltab	prefix	club	125	early	50	65	38	1	280	Furious	60		45	2
greater-skilltab	Greater Skilltab	prefix	club	125	mid	66	80	38	1	280	Furious	60		45	2
greater-skilltab	Greater Skilltab	prefix	club	125	late	81		38	2	280	Furious	60		45	2
greater-skilltab	Greater Skilltab	prefix	club	125	early	50	65	38	1	283	Echoing	60		45	2
greater-skilltab	Greater Skilltab	prefix	club	125	mid	66	80	38	1	283	Echoing	60		45	2
greater-skilltab	Greater Skilltab	prefix	club	125	late	81		38	2	283	Echoing	60		45	2
greater-skilltab	Greater Skilltab	prefix	club	125	early	50	65	38	1	286	Keeper's	60		45	2
greater-skilltab	Greater Skilltab	prefix	club	125	mid	66	80	38	1	286	Keeper's	60		45	2
greater-skilltab	Greater Skilltab	prefix	club	125	late	81		38	2	286	Keeper's	60		45	2
greater-skilltab	Greater Skilltab	prefix	club	125	early	50	65	38	1	289	Communal	60		45	2
greater-skilltab	Greater Skilltab	prefix	club	125	mid	66	80	38	1	289	Communal	60		45	2
greater-skilltab	Greater Skilltab	prefix	club	125	late	81		38	2	289	Communal	60		45	2
greater-skilltab	Greater Skilltab	prefix	club	125	early	50	65	38	1	292	Gaea's	60		45	2
greater-skilltab	Greater Skilltab	prefix	club	125	mid	66	80	38	1	292	Gaea's	60		45	2
greater-skilltab	Greater Skilltab	prefix	club	125	late	81		38	2	292	Gaea's	60		45	2
greater-avatar	Greater Avatar	prefix	club	137	early	50	65	51	1	333	Hibernal	70		60	2
greater-avatar	Greater Avatar	prefix	club	137	mid	66	80	51	1	333	Hibernal	70		60	2
greater-avatar	Greater Avatar	prefix	club	137	late	81		51	2	333	Hibernal	70		60	2
greater-weapon-elemental-prefix	Greater Scorching/Shocking/Pestilent	prefix	club	138	early	50	65	57	1	338	Scorching	77		67	2
greater-weapon-elemental-prefix	Greater Scorching/Shocking/Pestilent	prefix	club	138	mid	66	80	57	1	338	Scorching	77		67	2
greater-weapon-elemental-prefix	Greater Scorching/Shocking/Pestilent	prefix	club	138	late	81		57	2	338	Scorching	77		67	2
greater-weapon-elemental-prefix	Greater Scorching/Shocking/Pestilent	prefix	club	139	early	50	65	56	1	343	Shocking	76		66	2
greater-weapon-elemental-prefix	Greater Scorching/Shocking/Pestilent	prefix	club	139	mid	66	80	56	1	343	Shocking	76		66	2
greater-weapon-elemental-prefix	Greater Scorching/Shocking/Pestilent	prefix	club	139	late	81		56	2	343	Shocking	76		66	2
greater-weapon-elemental-prefix	Greater Scorching/Shocking/Pestilent	prefix	club	140	early	50	65	31	1	348	Pestilent	50		37	2
greater-weapon-elemental-prefix	Greater Scorching/Shocking/Pestilent	prefix	club	140	mid	66	80	31	1	348	Pestilent	50		37	2
greater-weapon-elemental-prefix	Greater Scorching/Shocking/Pestilent	prefix	club	140	late	81		31	2	348	Pestilent	50		37	2
greater-divine	Greater Divine	prefix	club	142	early	50	65	31	1	110	Divine	45		37	2
greater-divine	Greater Divine	prefix	club	142	mid	66	80	31	1	110	Divine	45		37	2
greater-divine	Greater Divine	prefix	club	142	late	81		31	2	110	Divine	45		37	2
greater-veracious	Greater Veracious	prefix	club	200	early	50	65	64	1	134	Veracious1	85		75	2
greater-veracious	Greater Veracious	prefix	club	200	mid	66	80	64	1	134	Veracious1	85		75	2
greater-veracious	Greater Veracious	prefix	club	200	late	81		64	2	134	Veracious1	85		75	2
greater-elemental-prefix	Greater Elemental	prefix	club	203	early	50	65	65	1	449	Elemental1	80		77	2
greater-elemental-prefix	Greater Elemental	prefix	club	203	mid	66	80	65	1	449	Elemental1	80		77	2
greater-elemental-prefix	Greater Elemental	prefix	club	203	late	81		65	2	449	Elemental1	80		77	2
greater-sage-xp	Greater Sage	prefix	club	204	early	50	65	39	2	452	Sage's	51		46	6
greater-sage-xp	Greater Sage	prefix	club	204	mid	66	80	39	4	452	Sage's	51		46	6
greater-sage-xp	Greater Sage	prefix	club	204	late	81		39	6	452	Sage's	51		46	6
greater-adamantine-wrought	Greater Adamantine-Wrought	prefix	club	206	early	50	65	55	1	468	Adamantine-Wrought	87		65	4
greater-adamantine-wrought	Greater Adamantine-Wrought	prefix	club	206	mid	66	80	55	3	468	Adamantine-Wrought	87		65	4
greater-adamantine-wrought	Greater Adamantine-Wrought	prefix	club	206	late	81		55	4	468	Adamantine-Wrought	87		65	4
greater-grandmasters	Greater Grandmaster's	prefix	comb	111	early	50	65	75	1	75	Grandmaster's	84		88	4
greater-grandmasters	Greater Grandmaster's	prefix	comb	111	mid	66	80	75	3	75	Grandmaster's	84		88	4
greater-grandmasters	Greater Grandmaster's	prefix	comb	111	late	81		75	4	75	Grandmaster's	84		88	4
greater-grandmasters	Greater Grandmaster's	prefix	comb	111	early	50	65	75	1	76	Grandmaster's	86		88	2
greater-grandmasters	Greater Grandmaster's	prefix	comb	111	mid	66	80	75	1	76	Grandmaster's	86		88	2
greater-grandmasters	Greater Grandmaster's	prefix	comb	111	late	81		75	2	76	Grandmaster's	86		88	2
greater-grandmasters	Greater Grandmaster's	prefix	comb	111	early	50	65	75	1	77	Grandmaster's	86		88	2
greater-grandmasters	Greater Grandmaster's	prefix	comb	111	mid	66	80	75	1	77	Grandmaster's	86		88	2
greater-grandmasters	Greater Grandmaster's	prefix	comb	111	late	81		75	2	77	Grandmaster's	86		88	2
greater-grandmasters	Greater Grandmaster's	prefix	comb	111	early	50	65	75	1	78	Grandmaster's	86		88	2
greater-grandmasters	Greater Grandmaster's	prefix	comb	111	mid	66	80	75	1	78	Grandmaster's	86		88	2
greater-grandmasters	Greater Grandmaster's	prefix	comb	111	late	81		75	2	78	Grandmaster's	86		88	2
greater-grandmasters	Greater Grandmaster's	prefix	comb	111	early	50	65	68	1	98	Wraithly1	86		80	4
greater-grandmasters	Greater Grandmaster's	prefix	comb	111	mid	66	80	68	3	98	Wraithly1	86		80	4
greater-grandmasters	Greater Grandmaster's	prefix	comb	111	late	81		68	4	98	Wraithly1	86		80	4
greater-gritty	Greater Gritty	prefix	comb	105	early	50	65	55	5	153	Gritty	75		65	14
greater-gritty	Greater Gritty	prefix	comb	105	mid	66	80	55	9	153	Gritty	75		65	14
greater-gritty	Greater Gritty	prefix	comb	105	late	81		55	14	153	Gritty	75		65	14
greater-platinum	Greater Platinum	prefix	comb	110	early	50	65	34	3	120	Weird	44		40	8
greater-platinum	Greater Platinum	prefix	comb	110	mid	66	80	34	5	120	Weird	44		40	8
greater-platinum	Greater Platinum	prefix	comb	110	late	81		34	8	120	Weird	44		40	8
greater-serpents	Greater Serpent's	prefix	comb	115	early	50	65	23	1	398	Serpent's	37		27	4
greater-serpents	Greater Serpent's	prefix	comb	115	mid	66	80	23	3	398	Serpent's	37		27	4
greater-serpents	Greater Serpent's	prefix	comb	115	late	81		23	4	398	Serpent's	37		27	4
greater-single-resist-charm	Greater Ruby/Sapphire/Amber/Emerald	prefix	comb	117	early	50	65	35	1	353	Cobalt	55		41	4
greater-single-resist-charm	Greater Ruby/Sapphire/Amber/Emerald	prefix	comb	117	mid	66	80	35	3	353	Cobalt	55		41	4
greater-single-resist-charm	Greater Ruby/Sapphire/Amber/Emerald	prefix	comb	117	late	81		35	4	353	Cobalt	55		41	4
greater-single-resist-charm	Greater Ruby/Sapphire/Amber/Emerald	prefix	comb	118	early	50	65	35	1	360	Garnet	55		41	2
greater-single-resist-charm	Greater Ruby/Sapphire/Amber/Emerald	prefix	comb	118	mid	66	80	35	1	360	Garnet	55		41	2
greater-single-resist-charm	Greater Ruby/Sapphire/Amber/Emerald	prefix	comb	118	late	81		35	2	360	Garnet	55		41	2
greater-single-resist-charm	Greater Ruby/Sapphire/Amber/Emerald	prefix	comb	119	early	50	65	35	1	368	Coral	55		41	2
greater-single-resist-charm	Greater Ruby/Sapphire/Amber/Emerald	prefix	comb	119	mid	66	80	35	1	368	Coral	55		41	2
greater-single-resist-charm	Greater Ruby/Sapphire/Amber/Emerald	prefix	comb	119	late	81		35	2	368	Coral	55		41	2
greater-single-resist-charm	Greater Ruby/Sapphire/Amber/Emerald	prefix	comb	120	early	50	65	35	1	376	Jade	55		41	2
greater-single-resist-charm	Greater Ruby/Sapphire/Amber/Emerald	prefix	comb	120	mid	66	80	35	1	376	Jade	55		41	2
greater-single-resist-charm	Greater Ruby/Sapphire/Amber/Emerald	prefix	comb	120	late	81		35	2	376	Jade	55		41	2
greater-aureolin	Greater Aureolin	prefix	comb	121	early	50	65	10	3	410	Victorious	17		12	8
greater-aureolin	Greater Aureolin	prefix	comb	121	mid	66	80	10	5	410	Victorious	17		12	8
greater-aureolin	Greater Aureolin	prefix	comb	121	late	81		10	8	410	Victorious	17		12	8
greater-celestial	Greater Celestial	prefix	comb	123	early	50	65	35	1	104	Celestial	55		41	2
greater-celestial	Greater Celestial	prefix	comb	123	mid	66	80	35	1	104	Celestial	55		41	2
greater-celestial	Greater Celestial	prefix	comb	123	late	81		35	2	104	Celestial	55		41	2
greater-skilltab	Greater Skilltab	prefix	comb	125	early	50	65	38	1	277	Master's	60		45	2
greater-skilltab	Greater Skilltab	prefix	comb	125	mid	66	80	38	1	277	Master's	60		45	2
greater-skilltab	Greater Skilltab	prefix	comb	125	late	81		38	2	277	Master's	60		45	2
greater-skilltab	Greater Skilltab	prefix	comb	125	early	50	65	38	1	280	Furious	60		45	2
greater-skilltab	Greater Skilltab	prefix	comb	125	mid	66	80	38	1	280	Furious	60		45	2
greater-skilltab	Greater Skilltab	prefix	comb	125	late	81		38	2	280	Furious	60		45	2
greater-skilltab	Greater Skilltab	prefix	comb	125	early	50	65	38	1	283	Echoing	60		45	2
greater-skilltab	Greater Skilltab	prefix	comb	125	mid	66	80	38	1	283	Echoing	60		45	2
greater-skilltab	Greater Skilltab	prefix	comb	125	late	81		38	2	283	Echoing	60		45	2
greater-avatar	Greater Avatar	prefix	comb	137	early	50	65	51	1	333	Hibernal	70		60	2
greater-avatar	Greater Avatar	prefix	comb	137	mid	66	80	51	1	333	Hibernal	70		60	2
greater-avatar	Greater Avatar	prefix	comb	137	late	81		51	2	333	Hibernal	70		60	2
greater-weapon-elemental-prefix	Greater Scorching/Shocking/Pestilent	prefix	comb	138	early	50	65	57	1	338	Scorching	77		67	2
greater-weapon-elemental-prefix	Greater Scorching/Shocking/Pestilent	prefix	comb	138	mid	66	80	57	1	338	Scorching	77		67	2
greater-weapon-elemental-prefix	Greater Scorching/Shocking/Pestilent	prefix	comb	138	late	81		57	2	338	Scorching	77		67	2
greater-weapon-elemental-prefix	Greater Scorching/Shocking/Pestilent	prefix	comb	139	early	50	65	56	1	343	Shocking	76		66	2
greater-weapon-elemental-prefix	Greater Scorching/Shocking/Pestilent	prefix	comb	139	mid	66	80	56	1	343	Shocking	76		66	2
greater-weapon-elemental-prefix	Greater Scorching/Shocking/Pestilent	prefix	comb	139	late	81		56	2	343	Shocking	76		66	2
greater-weapon-elemental-prefix	Greater Scorching/Shocking/Pestilent	prefix	comb	140	early	50	65	31	1	348	Pestilent	50		37	2
greater-weapon-elemental-prefix	Greater Scorching/Shocking/Pestilent	prefix	comb	140	mid	66	80	31	1	348	Pestilent	50		37	2
greater-weapon-elemental-prefix	Greater Scorching/Shocking/Pestilent	prefix	comb	140	late	81		31	2	348	Pestilent	50		37	2
greater-divine	Greater Divine	prefix	comb	142	early	50	65	31	1	110	Divine	45		37	2
greater-divine	Greater Divine	prefix	comb	142	mid	66	80	31	1	110	Divine	45		37	2
greater-divine	Greater Divine	prefix	comb	142	late	81		31	2	110	Divine	45		37	2
greater-veracious	Greater Veracious	prefix	comb	200	early	50	65	64	1	134	Veracious1	85		75	2
greater-veracious	Greater Veracious	prefix	comb	200	mid	66	80	64	1	134	Veracious1	85		75	2
greater-veracious	Greater Veracious	prefix	comb	200	late	81		64	2	134	Veracious1	85		75	2
greater-elemental-prefix	Greater Elemental	prefix	comb	203	early	50	65	65	1	449	Elemental1	80		77	2
greater-elemental-prefix	Greater Elemental	prefix	comb	203	mid	66	80	65	1	449	Elemental1	80		77	2
greater-elemental-prefix	Greater Elemental	prefix	comb	203	late	81		65	2	449	Elemental1	80		77	2
greater-sage-xp	Greater Sage	prefix	comb	204	early	50	65	39	2	452	Sage's	51		46	6
greater-sage-xp	Greater Sage	prefix	comb	204	mid	66	80	39	4	452	Sage's	51		46	6
greater-sage-xp	Greater Sage	prefix	comb	204	late	81		39	6	452	Sage's	51		46	6
greater-adamantine-wrought	Greater Adamantine-Wrought	prefix	comb	206	early	50	65	55	1	468	Adamantine-Wrought	87		65	4
greater-adamantine-wrought	Greater Adamantine-Wrought	prefix	comb	206	mid	66	80	55	3	468	Adamantine-Wrought	87		65	4
greater-adamantine-wrought	Greater Adamantine-Wrought	prefix	comb	206	late	81		55	4	468	Adamantine-Wrought	87		65	4
greater-godly	Greater Godly	prefix	glov	101	early	50	65	64	37	176	Godly	86		75	110
greater-godly	Greater Godly	prefix	glov	101	mid	66	80	64	73	176	Godly	86		75	110
greater-godly	Greater Godly	prefix	glov	101	late	81		64	110	176	Godly	86		75	110
greater-godly	Greater Godly	prefix	glov	101	early	50	65	64	1	182	Wraithly1	86		75	4
greater-godly	Greater Godly	prefix	glov	101	mid	66	80	64	3	182	Wraithly1	86		75	4
greater-godly	Greater Godly	prefix	glov	101	late	81		64	4	182	Wraithly1	86		75	4
greater-platinum	Greater Platinum	prefix	glov	110	early	50	65	14	4	116	Gold	19		16	12
greater-platinum	Greater Platinum	prefix	glov	110	mid	66	80	14	8	116	Gold	19		16	12
greater-platinum	Greater Platinum	prefix	glov	110	late	81		14	12	116	Gold	19		16	12
greater-serpents	Greater Serpent's	prefix	glov	115	early	50	65	33	1	401	Dragon's	52		39	4
greater-serpents	Greater Serpent's	prefix	glov	115	mid	66	80	33	3	401	Dragon's	52		39	4
greater-serpents	Greater Serpent's	prefix	glov	115	late	81		33	4	401	Dragon's	52		39	4
greater-single-resist-charm	Greater Ruby/Sapphire/Amber/Emerald	prefix	glov	117	early	50	65	11	2	352	Cobalt	18		13	6
greater-single-resist-charm	Greater Ruby/Sapphire/Amber/Emerald	prefix	glov	117	mid	66	80	11	4	352	Cobalt	18		13	6
greater-single-resist-charm	Greater Ruby/Sapphire/Amber/Emerald	prefix	glov	117	late	81		11	6	352	Cobalt	18		13	6
greater-single-resist-charm	Greater Ruby/Sapphire/Amber/Emerald	prefix	glov	118	early	50	65	11	2	359	Garnet	18		13	6
greater-single-resist-charm	Greater Ruby/Sapphire/Amber/Emerald	prefix	glov	118	mid	66	80	11	4	359	Garnet	18		13	6
greater-single-resist-charm	Greater Ruby/Sapphire/Amber/Emerald	prefix	glov	118	late	81		11	6	359	Garnet	18		13	6
greater-single-resist-charm	Greater Ruby/Sapphire/Amber/Emerald	prefix	glov	119	early	50	65	11	2	367	Coral	18		13	6
greater-single-resist-charm	Greater Ruby/Sapphire/Amber/Emerald	prefix	glov	119	mid	66	80	11	4	367	Coral	18		13	6
greater-single-resist-charm	Greater Ruby/Sapphire/Amber/Emerald	prefix	glov	119	late	81		11	6	367	Coral	18		13	6
greater-single-resist-charm	Greater Ruby/Sapphire/Amber/Emerald	prefix	glov	120	early	50	65	11	2	375	Jade	18		13	6
greater-single-resist-charm	Greater Ruby/Sapphire/Amber/Emerald	prefix	glov	120	mid	66	80	11	4	375	Jade	18		13	6
greater-single-resist-charm	Greater Ruby/Sapphire/Amber/Emerald	prefix	glov	120	late	81		11	6	375	Jade	18		13	6
greater-skilltab	Greater Skilltab	prefix	glov	125	early	50	65	38	1	241	Archer's	60		45	2
greater-skilltab	Greater Skilltab	prefix	glov	125	mid	66	80	38	1	241	Archer's	60		45	2
greater-skilltab	Greater Skilltab	prefix	glov	125	late	81		38	2	241	Archer's	60		45	2
greater-skilltab	Greater Skilltab	prefix	glov	125	early	50	65	38	1	244	Athlete's	60		45	2
greater-skilltab	Greater Skilltab	prefix	glov	125	mid	66	80	38	1	244	Athlete's	60		45	2
greater-skilltab	Greater Skilltab	prefix	glov	125	late	81		38	2	244	Athlete's	60		45	2
greater-skilltab	Greater Skilltab	prefix	glov	125	early	50	65	38	1	247	Lancer's	60		45	2
greater-skilltab	Greater Skilltab	prefix	glov	125	mid	66	80	38	1	247	Lancer's	60		45	2
greater-skilltab	Greater Skilltab	prefix	glov	125	late	81		38	2	247	Lancer's	60		45	2
greater-skilltab	Greater Skilltab	prefix	glov	125	early	50	65	38	1	301	Kenshi's	60		45	2
greater-skilltab	Greater Skilltab	prefix	glov	125	mid	66	80	38	1	301	Kenshi's	60		45	2
greater-skilltab	Greater Skilltab	prefix	glov	125	late	81		38	2	301	Kenshi's	60		45	2
greater-veracious	Greater Veracious	prefix	glov	200	early	50	65	64	1	134	Veracious1	85		75	2
greater-veracious	Greater Veracious	prefix	glov	200	mid	66	80	64	1	134	Veracious1	85		75	2
greater-veracious	Greater Veracious	prefix	glov	200	late	81		64	2	134	Veracious1	85		75	2
greater-crushing-fatal	Greater Crushing/Fatal	prefix	glov	202	early	50	65	54	1	442	Crushing1	70		63	4
greater-crushing-fatal	Greater Crushing/Fatal	prefix	glov	202	mid	66	80	54	3	442	Crushing1	70		63	4
greater-crushing-fatal	Greater Crushing/Fatal	prefix	glov	202	late	81		54	4	442	Crushing1	70		63	4
greater-crushing-fatal	Greater Crushing/Fatal	prefix	glov	202	early	50	65	54	1	445	Fatal	70		63	4
greater-crushing-fatal	Greater Crushing/Fatal	prefix	glov	202	mid	66	80	54	3	445	Fatal	70		63	4
greater-crushing-fatal	Greater Crushing/Fatal	prefix	glov	202	late	81		54	4	445	Fatal	70		63	4
greater-sage-xp	Greater Sage	prefix	glov	204	early	50	65	39	2	452	Sage's	51		46	6
greater-sage-xp	Greater Sage	prefix	glov	204	mid	66	80	39	4	452	Sage's	51		46	6
greater-sage-xp	Greater Sage	prefix	glov	204	late	81		39	6	452	Sage's	51		46	6
greater-adamantine-wrought	Greater Adamantine-Wrought	prefix	glov	206	early	50	65	55	1	476	Adamantine-Wrought	87		65	4
greater-adamantine-wrought	Greater Adamantine-Wrought	prefix	glov	206	mid	66	80	55	3	476	Adamantine-Wrought	87		65	4
greater-adamantine-wrought	Greater Adamantine-Wrought	prefix	glov	206	late	81		55	4	476	Adamantine-Wrought	87		65	4
greater-godly	Greater Godly	prefix	grim	101	early	50	65	64	37	176	Godly	86		75	110
greater-godly	Greater Godly	prefix	grim	101	mid	66	80	64	73	176	Godly	86		75	110
greater-godly	Greater Godly	prefix	grim	101	late	81		64	110	176	Godly	86		75	110
greater-godly	Greater Godly	prefix	grim	101	early	50	65	64	1	182	Wraithly1	86		75	4
greater-godly	Greater Godly	prefix	grim	101	mid	66	80	64	3	182	Wraithly1	86		75	4
greater-godly	Greater Godly	prefix	grim	101	late	81		64	4	182	Wraithly1	86		75	4
greater-godly	Greater Godly	prefix	grim	101	early	50	65	71	1	189	Invulnerable1	86		83	4
greater-godly	Greater Godly	prefix	grim	101	mid	66	80	71	3	189	Invulnerable1	86		83	4
greater-godly	Greater Godly	prefix	grim	101	late	81		71	4	189	Invulnerable1	86		83	4
greater-antimagic-prefix	Greater Antimagic	prefix	grim	102	early	50	65	68	3	433	Antimagic	86		80	8
greater-antimagic-prefix	Greater Antimagic	prefix	grim	102	mid	66	80	68	5	433	Antimagic	86		80	8
greater-antimagic-prefix	Greater Antimagic	prefix	grim	102	late	81		68	8	433	Antimagic	86		80	8
