side	line	greater_affix	description	band	group	level	maxlevel	levelreq	frequency	itypes	etypes	greater_exact_mods	greater_property_stats	apex_affix	apex_line	apex_description	apex_level	apex_maxlevel	apex_levelreq	apex_frequency	apex_exact_mods	apex_mapping_note
prefix	1399	Greater Shimmering	Greater All Resistances +# [late; marker=property]	late	116	81		69	3	lcha		greater_m_res-all 18-18	greater_m_res-all: func1=1/stat1=greater_fireresist/val1= | func2=3/stat2=greater_lightresist/val2= | func3=3/stat3=greater_coldresist/val3= | func4=3/stat4=greater_poisonresist/val4= | func5=1/stat5=item_greaterAffixMarker/val5= | tooltip=All Resistances +#	Shimmering	1180	All Resistances +#	81		69	30	res-all 10-12	exact base-name match
prefix	1400	Greater Scintillating	Greater All Resistances +# [early; marker=property]	early	116	50	65	50	1	ring		greater_m_res-all 25-25	greater_m_res-all: func1=1/stat1=greater_fireresist/val1= | func2=3/stat2=greater_lightresist/val2= | func3=3/stat3=greater_coldresist/val3= | func4=3/stat4=greater_poisonresist/val4= | func5=1/stat5=item_greaterAffixMarker/val5= | tooltip=All Resistances +#	Scintillating	494	All Resistances +#	67		50	40	res-all 13-17	exact base-name match
prefix	1401	Greater Scintillating	Greater All Resistances +# [mid; marker=property]	mid	116	66	80	50	3	ring		greater_m_res-all 25-25	greater_m_res-all: func1=1/stat1=greater_fireresist/val1= | func2=3/stat2=greater_lightresist/val2= | func3=3/stat3=greater_coldresist/val3= | func4=3/stat4=greater_poisonresist/val4= | func5=1/stat5=item_greaterAffixMarker/val5= | tooltip=All Resistances +#	Scintillating	494	All Resistances +#	67		50	40	res-all 13-17	exact base-name match
prefix	1402	Greater Scintillating	Greater All Resistances +# [late; marker=property]	late	116	81		50	4	ring		greater_m_res-all 25-25	greater_m_res-all: func1=1/stat1=greater_fireresist/val1= | func2=3/stat2=greater_lightresist/val2= | func3=3/stat3=greater_coldresist/val3= | func4=3/stat4=greater_poisonresist/val4= | func5=1/stat5=item_greaterAffixMarker/val5= | tooltip=All Resistances +#	Scintillating	494	All Resistances +#	67		50	40	res-all 13-17	exact base-name match
prefix	1403	Greater Cobalt	Greater Cold Resist +#% [early; marker=property]	early	117	50	65	35	1	weap	orb	greater_m_res-cold 40-40	greater_m_res-cold: func1=1/stat1=greater_coldresist/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=Cold Resist +#%	Cobalt	439	Cold Resist +#%	55		35	40	res-cold 21-30	exact base-name match
prefix	1404	Greater Cobalt	Greater Cold Resist +#% [mid; marker=property]	mid	117	66	80	35	3	weap	orb	greater_m_res-cold 40-40	greater_m_res-cold: func1=1/stat1=greater_coldresist/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=Cold Resist +#%	Cobalt	439	Cold Resist +#%	55		35	40	res-cold 21-30	exact base-name match
prefix	1405	Greater Cobalt	Greater Cold Resist +#% [late; marker=property]	late	117	81		35	4	weap	orb	greater_m_res-cold 40-40	greater_m_res-cold: func1=1/stat1=greater_coldresist/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=Cold Resist +#%	Cobalt	439	Cold Resist +#%	55		35	40	res-cold 21-30	exact base-name match
prefix	1406	Greater Garnet	Greater Fire Resist +#% [early; marker=property]	early	118	50	65	35	1	weap	orb	greater_m_res-fire 40-40	greater_m_res-fire: func1=1/stat1=greater_fireresist/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=Fire Resist +#%	Garnet	450	Fire Resist +#%	55		35	20	res-fire 21-30	exact base-name match
prefix	1407	Greater Garnet	Greater Fire Resist +#% [mid; marker=property]	mid	118	66	80	35	1	weap	orb	greater_m_res-fire 40-40	greater_m_res-fire: func1=1/stat1=greater_fireresist/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=Fire Resist +#%	Garnet	450	Fire Resist +#%	55		35	20	res-fire 21-30	exact base-name match
prefix	1408	Greater Garnet	Greater Fire Resist +#% [late; marker=property]	late	118	81		35	2	weap	orb	greater_m_res-fire 40-40	greater_m_res-fire: func1=1/stat1=greater_fireresist/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=Fire Resist +#%	Garnet	450	Fire Resist +#%	55		35	20	res-fire 21-30	exact base-name match
prefix	1409	Greater Coral	Greater Lightning Resist +#% [early; marker=property]	early	119	50	65	35	1	weap	orb	greater_m_res-ltng 40-40	greater_m_res-ltng: func1=1/stat1=greater_lightresist/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=Lightning Resist +#%	Coral	461	Lightning Resist +#%	55		35	20	res-ltng 21-30	exact base-name match
prefix	1410	Greater Coral	Greater Lightning Resist +#% [mid; marker=property]	mid	119	66	80	35	1	weap	orb	greater_m_res-ltng 40-40	greater_m_res-ltng: func1=1/stat1=greater_lightresist/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=Lightning Resist +#%	Coral	461	Lightning Resist +#%	55		35	20	res-ltng 21-30	exact base-name match
prefix	1411	Greater Coral	Greater Lightning Resist +#% [late; marker=property]	late	119	81		35	2	weap	orb	greater_m_res-ltng 40-40	greater_m_res-ltng: func1=1/stat1=greater_lightresist/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=Lightning Resist +#%	Coral	461	Lightning Resist +#%	55		35	20	res-ltng 21-30	exact base-name match
prefix	1412	Greater Jade	Greater Poison Resist +#% [early; marker=property]	early	120	50	65	35	1	weap	orb	greater_m_res-pois 40-40	greater_m_res-pois: func1=1/stat1=greater_poisonresist/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=Poison Resist +#%	Jade	473	Poison Resist +#%	55		35	20	res-pois 21-30	exact base-name match
prefix	1413	Greater Jade	Greater Poison Resist +#% [mid; marker=property]	mid	120	66	80	35	1	weap	orb	greater_m_res-pois 40-40	greater_m_res-pois: func1=1/stat1=greater_poisonresist/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=Poison Resist +#%	Jade	473	Poison Resist +#%	55		35	20	res-pois 21-30	exact base-name match
prefix	1414	Greater Jade	Greater Poison Resist +#% [late; marker=property]	late	120	81		35	2	weap	orb	greater_m_res-pois 40-40	greater_m_res-pois: func1=1/stat1=greater_poisonresist/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=Poison Resist +#%	Jade	473	Poison Resist +#%	55		35	20	res-pois 21-30	exact base-name match
prefix	1415	Greater Sapphire	Greater Cold Resist +#% [early; marker=property]	early	117	50	65	15	2	rod,boot,amul,orb,circ		greater_m_res-cold 40-40	greater_m_res-cold: func1=1/stat1=greater_coldresist/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=Cold Resist +#%	Sapphire	441	Cold Resist +#%	25		15	60	res-cold 31-40	exact base-name match
prefix	1416	Greater Sapphire	Greater Cold Resist +#% [mid; marker=property]	mid	117	66	80	15	4	rod,boot,amul,orb,circ		greater_m_res-cold 40-40	greater_m_res-cold: func1=1/stat1=greater_coldresist/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=Cold Resist +#%	Sapphire	441	Cold Resist +#%	25		15	60	res-cold 31-40	exact base-name match
prefix	1417	Greater Sapphire	Greater Cold Resist +#% [late; marker=property]	late	117	81		15	6	rod,boot,amul,orb,circ		greater_m_res-cold 40-40	greater_m_res-cold: func1=1/stat1=greater_coldresist/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=Cold Resist +#%	Sapphire	441	Cold Resist +#%	25		15	60	res-cold 31-40	exact base-name match
prefix	1418	Greater Ruby	Greater Fire Resist +#% [early; marker=property]	early	118	50	65	15	2	rod,boot,amul,orb,circ		greater_m_res-fire 40-40	greater_m_res-fire: func1=1/stat1=greater_fireresist/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=Fire Resist +#%	Ruby	452	Fire Resist +#%	25		15	60	res-fire 31-40	exact base-name match
prefix	1419	Greater Ruby	Greater Fire Resist +#% [mid; marker=property]	mid	118	66	80	15	4	rod,boot,amul,orb,circ		greater_m_res-fire 40-40	greater_m_res-fire: func1=1/stat1=greater_fireresist/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=Fire Resist +#%	Ruby	452	Fire Resist +#%	25		15	60	res-fire 31-40	exact base-name match
prefix	1420	Greater Ruby	Greater Fire Resist +#% [late; marker=property]	late	118	81		15	6	rod,boot,amul,orb,circ		greater_m_res-fire 40-40	greater_m_res-fire: func1=1/stat1=greater_fireresist/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=Fire Resist +#%	Ruby	452	Fire Resist +#%	25		15	60	res-fire 31-40	exact base-name match
prefix	1421	Greater Amber	Greater Lightning Resist +#% [early; marker=property]	early	119	50	65	15	2	rod,boot,amul,orb,circ		greater_m_res-ltng 40-40	greater_m_res-ltng: func1=1/stat1=greater_lightresist/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=Lightning Resist +#%	Amber	463	Lightning Resist +#%	25		15	60	res-ltng 31-40	exact base-name match
prefix	1422	Greater Amber	Greater Lightning Resist +#% [mid; marker=property]	mid	119	66	80	15	4	rod,boot,amul,orb,circ		greater_m_res-ltng 40-40	greater_m_res-ltng: func1=1/stat1=greater_lightresist/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=Lightning Resist +#%	Amber	463	Lightning Resist +#%	25		15	60	res-ltng 31-40	exact base-name match
prefix	1423	Greater Amber	Greater Lightning Resist +#% [late; marker=property]	late	119	81		15	6	rod,boot,amul,orb,circ		greater_m_res-ltng 40-40	greater_m_res-ltng: func1=1/stat1=greater_lightresist/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=Lightning Resist +#%	Amber	463	Lightning Resist +#%	25		15	60	res-ltng 31-40	exact base-name match
prefix	1424	Greater Emerald	Greater Poison Resist +#% [early; marker=property]	early	120	50	65	15	2	rod,boot,amul,orb,circ		greater_m_res-pois 40-40	greater_m_res-pois: func1=1/stat1=greater_poisonresist/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=Poison Resist +#%	Emerald	475	Poison Resist +#%	25		15	60	res-pois 31-40	exact base-name match
prefix	1425	Greater Emerald	Greater Poison Resist +#% [mid; marker=property]	mid	120	66	80	15	4	rod,boot,amul,orb,circ		greater_m_res-pois 40-40	greater_m_res-pois: func1=1/stat1=greater_poisonresist/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=Poison Resist +#%	Emerald	475	Poison Resist +#%	25		15	60	res-pois 31-40	exact base-name match
prefix	1426	Greater Emerald	Greater Poison Resist +#% [late; marker=property]	late	120	81		15	6	rod,boot,amul,orb,circ		greater_m_res-pois 40-40	greater_m_res-pois: func1=1/stat1=greater_poisonresist/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=Poison Resist +#%	Emerald	475	Poison Resist +#%	25		15	60	res-pois 31-40	exact base-name match
prefix	1427	Greater Cobalt	Greater Cold Resist +#% [early; marker=property]	early	117	50	65	11	2	armo,ring,amul,orb,circ		greater_m_res-cold 40-40	greater_m_res-cold: func1=1/stat1=greater_coldresist/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=Cold Resist +#%	Cobalt	437	Cold Resist +#%	18		11	60	res-cold 21-30	exact base-name match
prefix	1428	Greater Cobalt	Greater Cold Resist +#% [mid; marker=property]	mid	117	66	80	11	4	armo,ring,amul,orb,circ		greater_m_res-cold 40-40	greater_m_res-cold: func1=1/stat1=greater_coldresist/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=Cold Resist +#%	Cobalt	437	Cold Resist +#%	18		11	60	res-cold 21-30	exact base-name match
prefix	1429	Greater Cobalt	Greater Cold Resist +#% [late; marker=property]	late	117	81		11	6	armo,ring,amul,orb,circ		greater_m_res-cold 40-40	greater_m_res-cold: func1=1/stat1=greater_coldresist/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=Cold Resist +#%	Cobalt	437	Cold Resist +#%	18		11	60	res-cold 21-30	exact base-name match
prefix	1430	Greater Garnet	Greater Fire Resist +#% [early; marker=property]	early	118	50	65	11	2	armo,ring,amul,orb,circ		greater_m_res-fire 40-40	greater_m_res-fire: func1=1/stat1=greater_fireresist/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=Fire Resist +#%	Garnet	448	Fire Resist +#%	18		11	60	res-fire 21-30	exact base-name match
prefix	1431	Greater Garnet	Greater Fire Resist +#% [mid; marker=property]	mid	118	66	80	11	4	armo,ring,amul,orb,circ		greater_m_res-fire 40-40	greater_m_res-fire: func1=1/stat1=greater_fireresist/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=Fire Resist +#%	Garnet	448	Fire Resist +#%	18		11	60	res-fire 21-30	exact base-name match
prefix	1432	Greater Garnet	Greater Fire Resist +#% [late; marker=property]	late	118	81		11	6	armo,ring,amul,orb,circ		greater_m_res-fire 40-40	greater_m_res-fire: func1=1/stat1=greater_fireresist/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=Fire Resist +#%	Garnet	448	Fire Resist +#%	18		11	60	res-fire 21-30	exact base-name match
prefix	1433	Greater Coral	Greater Lightning Resist +#% [early; marker=property]	early	119	50	65	11	2	armo,ring,amul,orb,circ		greater_m_res-ltng 40-40	greater_m_res-ltng: func1=1/stat1=greater_lightresist/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=Lightning Resist +#%	Coral	459	Lightning Resist +#%	18		11	60	res-ltng 21-30	exact base-name match
prefix	1434	Greater Coral	Greater Lightning Resist +#% [mid; marker=property]	mid	119	66	80	11	4	armo,ring,amul,orb,circ		greater_m_res-ltng 40-40	greater_m_res-ltng: func1=1/stat1=greater_lightresist/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=Lightning Resist +#%	Coral	459	Lightning Resist +#%	18		11	60	res-ltng 21-30	exact base-name match
prefix	1435	Greater Coral	Greater Lightning Resist +#% [late; marker=property]	late	119	81		11	6	armo,ring,amul,orb,circ		greater_m_res-ltng 40-40	greater_m_res-ltng: func1=1/stat1=greater_lightresist/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=Lightning Resist +#%	Coral	459	Lightning Resist +#%	18		11	60	res-ltng 21-30	exact base-name match
prefix	1436	Greater Jade	Greater Poison Resist +#% [early; marker=property]	early	120	50	65	11	2	armo,ring,amul,orb,circ		greater_m_res-pois 40-40	greater_m_res-pois: func1=1/stat1=greater_poisonresist/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=Poison Resist +#%	Jade	471	Poison Resist +#%	18		11	60	res-pois 21-30	exact base-name match
prefix	1437	Greater Jade	Greater Poison Resist +#% [mid; marker=property]	mid	120	66	80	11	4	armo,ring,amul,orb,circ		greater_m_res-pois 40-40	greater_m_res-pois: func1=1/stat1=greater_poisonresist/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=Poison Resist +#%	Jade	471	Poison Resist +#%	18		11	60	res-pois 21-30	exact base-name match
prefix	1438	Greater Jade	Greater Poison Resist +#% [late; marker=property]	late	120	81		11	6	armo,ring,amul,orb,circ		greater_m_res-pois 40-40	greater_m_res-pois: func1=1/stat1=greater_poisonresist/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=Poison Resist +#%	Jade	471	Poison Resist +#%	18		11	60	res-pois 21-30	exact base-name match
prefix	1439	Greater Sapphire	Greater Cold Resist +#% [early; marker=property]	early	117	50	65	12	3	jewl		greater_m_res-cold 40-40	greater_m_res-cold: func1=1/stat1=greater_coldresist/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=Cold Resist +#%	Sapphire	444	Cold Resist +#%	19		12	80	res-cold 16-30	exact base-name match
prefix	1440	Greater Sapphire	Greater Cold Resist +#% [mid; marker=property]	mid	117	66	80	12	5	jewl		greater_m_res-cold 40-40	greater_m_res-cold: func1=1/stat1=greater_coldresist/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=Cold Resist +#%	Sapphire	444	Cold Resist +#%	19		12	80	res-cold 16-30	exact base-name match
prefix	1441	Greater Sapphire	Greater Cold Resist +#% [late; marker=property]	late	117	81		12	8	jewl		greater_m_res-cold 40-40	greater_m_res-cold: func1=1/stat1=greater_coldresist/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=Cold Resist +#%	Sapphire	444	Cold Resist +#%	19		12	80	res-cold 16-30	exact base-name match
prefix	1442	Greater Ambergris	Greater Lightning Resist +#% [early; marker=property]	early	117	50	65	12	3	jewl		greater_m_res-ltng 40-40	greater_m_res-ltng: func1=1/stat1=greater_lightresist/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=Lightning Resist +#%	Ambergris	466	Lightning Resist +#%	19		12	80	res-ltng 16-30	exact base-name match
prefix	1443	Greater Ambergris	Greater Lightning Resist +#% [mid; marker=property]	mid	117	66	80	12	5	jewl		greater_m_res-ltng 40-40	greater_m_res-ltng: func1=1/stat1=greater_lightresist/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=Lightning Resist +#%	Ambergris	466	Lightning Resist +#%	19		12	80	res-ltng 16-30	exact base-name match
prefix	1444	Greater Ambergris	Greater Lightning Resist +#% [late; marker=property]	late	117	81		12	8	jewl		greater_m_res-ltng 40-40	greater_m_res-ltng: func1=1/stat1=greater_lightresist/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=Lightning Resist +#%	Ambergris	466	Lightning Resist +#%	19		12	80	res-ltng 16-30	exact base-name match
prefix	1445	Greater Jade	Greater Poison Resist +#% [early; marker=property]	early	117	50	65	12	3	jewl		greater_m_res-pois 40-40	greater_m_res-pois: func1=1/stat1=greater_poisonresist/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=Poison Resist +#%	Jade	478	Poison Resist +#%	19		12	80	res-pois 16-30	exact base-name match
prefix	1446	Greater Jade	Greater Poison Resist +#% [mid; marker=property]	mid	117	66	80	12	5	jewl		greater_m_res-pois 40-40	greater_m_res-pois: func1=1/stat1=greater_poisonresist/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=Poison Resist +#%	Jade	478	Poison Resist +#%	19		12	80	res-pois 16-30	exact base-name match
prefix	1447	Greater Jade	Greater Poison Resist +#% [late; marker=property]	late	117	81		12	8	jewl		greater_m_res-pois 40-40	greater_m_res-pois: func1=1/stat1=greater_poisonresist/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=Poison Resist +#%	Jade	478	Poison Resist +#%	19		12	80	res-pois 16-30	exact base-name match
prefix	1448	Greater Sapphire	Greater Cold Resist +#% [early; marker=property]	early	117	50	65	47	2	lcha		greater_m_res-cold 40-40	greater_m_res-cold: func1=1/stat1=greater_coldresist/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=Cold Resist +#%	Sapphire	1146	Cold Resist +#%	60		47	60	res-cold 26-30	exact base-name match
prefix	1449	Greater Sapphire	Greater Cold Resist +#% [mid; marker=property]	mid	117	66	80	47	4	lcha		greater_m_res-cold 40-40	greater_m_res-cold: func1=1/stat1=greater_coldresist/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=Cold Resist +#%	Sapphire	1146	Cold Resist +#%	60		47	60	res-cold 26-30	exact base-name match
prefix	1450	Greater Sapphire	Greater Cold Resist +#% [late; marker=property]	late	117	81		47	6	lcha		greater_m_res-cold 40-40	greater_m_res-cold: func1=1/stat1=greater_coldresist/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=Cold Resist +#%	Sapphire	1146	Cold Resist +#%	60		47	60	res-cold 26-30	exact base-name match
prefix	1451	Greater Ruby	Greater Fire Resist +#% [early; marker=property]	early	118	50	65	47	2	lcha		greater_m_res-fire 40-40	greater_m_res-fire: func1=1/stat1=greater_fireresist/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=Fire Resist +#%	Ruby	1151	Fire Resist +#%	60		47	60	res-fire 26-30	exact base-name match
prefix	1452	Greater Ruby	Greater Fire Resist +#% [mid; marker=property]	mid	118	66	80	47	4	lcha		greater_m_res-fire 40-40	greater_m_res-fire: func1=1/stat1=greater_fireresist/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=Fire Resist +#%	Ruby	1151	Fire Resist +#%	60		47	60	res-fire 26-30	exact base-name match
prefix	1453	Greater Ruby	Greater Fire Resist +#% [late; marker=property]	late	118	81		47	6	lcha		greater_m_res-fire 40-40	greater_m_res-fire: func1=1/stat1=greater_fireresist/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=Fire Resist +#%	Ruby	1151	Fire Resist +#%	60		47	60	res-fire 26-30	exact base-name match
prefix	1454	Greater Amber	Greater Lightning Resist +#% [early; marker=property]	early	119	50	65	47	2	lcha		greater_m_res-ltng 40-40	greater_m_res-ltng: func1=1/stat1=greater_lightresist/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=Lightning Resist +#%	Amber	1156	Lightning Resist +#%	60		47	60	res-ltng 26-30	exact base-name match
prefix	1455	Greater Amber	Greater Lightning Resist +#% [mid; marker=property]	mid	119	66	80	47	4	lcha		greater_m_res-ltng 40-40	greater_m_res-ltng: func1=1/stat1=greater_lightresist/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=Lightning Resist +#%	Amber	1156	Lightning Resist +#%	60		47	60	res-ltng 26-30	exact base-name match
prefix	1456	Greater Amber	Greater Lightning Resist +#% [late; marker=property]	late	119	81		47	6	lcha		greater_m_res-ltng 40-40	greater_m_res-ltng: func1=1/stat1=greater_lightresist/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=Lightning Resist +#%	Amber	1156	Lightning Resist +#%	60		47	60	res-ltng 26-30	exact base-name match
prefix	1457	Greater Emerald	Greater Poison Resist +#% [early; marker=property]	early	120	50	65	47	2	lcha		greater_m_res-pois 40-40	greater_m_res-pois: func1=1/stat1=greater_poisonresist/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=Poison Resist +#%	Emerald	1161	Poison Resist +#%	60		47	60	res-pois 26-30	exact base-name match
prefix	1458	Greater Emerald	Greater Poison Resist +#% [mid; marker=property]	mid	120	66	80	47	4	lcha		greater_m_res-pois 40-40	greater_m_res-pois: func1=1/stat1=greater_poisonresist/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=Poison Resist +#%	Emerald	1161	Poison Resist +#%	60		47	60	res-pois 26-30	exact base-name match
prefix	1459	Greater Emerald	Greater Poison Resist +#% [late; marker=property]	late	120	81		47	6	lcha		greater_m_res-pois 40-40	greater_m_res-pois: func1=1/stat1=greater_poisonresist/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=Poison Resist +#%	Emerald	1161	Poison Resist +#%	60		47	60	res-pois 26-30	exact base-name match
prefix	1460	Greater Victorious	Greater +# to Mana after each Kill [early; marker=property]	early	121	50	65	10	3	weap		greater_m_mana-kill 5-5	greater_m_mana-kill: func1=1/stat1=greater_item_manaafterkill/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=+# to Mana after each Kill	Victorious	520	+# to Mana after each Kill	17		10	80	mana-kill 2-5	exact base-name match
prefix	1461	Greater Victorious	Greater +# to Mana after each Kill [mid; marker=property]	mid	121	66	80	10	5	weap		greater_m_mana-kill 5-5	greater_m_mana-kill: func1=1/stat1=greater_item_manaafterkill/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=+# to Mana after each Kill	Victorious	520	+# to Mana after each Kill	17		10	80	mana-kill 2-5	exact base-name match
prefix	1462	Greater Victorious	Greater +# to Mana after each Kill [late; marker=property]	late	121	81		10	8	weap		greater_m_mana-kill 5-5	greater_m_mana-kill: func1=1/stat1=greater_item_manaafterkill/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=+# to Mana after each Kill	Victorious	520	+# to Mana after each Kill	17		10	80	mana-kill 2-5	exact base-name match
prefix	1463	Greater Aureolin	Greater +# to Mana after each Kill [early; marker=property]	early	121	50	65	14	3	jewl		greater_m_mana-kill 5-5	greater_m_mana-kill: func1=1/stat1=greater_item_manaafterkill/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=+# to Mana after each Kill	Aureolin	522	+# to Mana after each Kill	22		14	80	mana-kill 1-3	exact base-name match
prefix	1464	Greater Aureolin	Greater +# to Mana after each Kill [mid; marker=property]	mid	121	66	80	14	5	jewl		greater_m_mana-kill 5-5	greater_m_mana-kill: func1=1/stat1=greater_item_manaafterkill/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=+# to Mana after each Kill	Aureolin	522	+# to Mana after each Kill	22		14	80	mana-kill 1-3	exact base-name match
prefix	1465	Greater Aureolin	Greater +# to Mana after each Kill [late; marker=property]	late	121	81		14	8	jewl		greater_m_mana-kill 5-5	greater_m_mana-kill: func1=1/stat1=greater_item_manaafterkill/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=+# to Mana after each Kill	Aureolin	522	+# to Mana after each Kill	22		14	80	mana-kill 1-3	exact base-name match
prefix	1466	Greater Celestial	Greater +# to Attack Rating against Demons & +#% Damage to Demons [early; marker=property]	early	123	50	65	35	1	weap	wand,orb	greater_m_att-demon 550-550; greater_dmg-demon 425-425	greater_m_att-demon: func1=1/stat1=greater_item_demon_tohit/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=+# to Attack Rating against Demons; greater_dmg-demon: func1=1/stat1=greater_item_demondamage_percent/val1= | tooltip=+#% Damage to Demons	Celestial	112	+# to Attack Rating against Demons & +#% Damage to Demons	55		35	20	att-demon 301-400; dmg-demon 201-300	exact base-name match
prefix	1467	Greater Celestial	Greater +# to Attack Rating against Demons & +#% Damage to Demons [mid; marker=property]	mid	123	66	80	35	1	weap	wand,orb	greater_m_att-demon 550-550; greater_dmg-demon 425-425	greater_m_att-demon: func1=1/stat1=greater_item_demon_tohit/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=+# to Attack Rating against Demons; greater_dmg-demon: func1=1/stat1=greater_item_demondamage_percent/val1= | tooltip=+#% Damage to Demons	Celestial	112	+# to Attack Rating against Demons & +#% Damage to Demons	55		35	20	att-demon 301-400; dmg-demon 201-300	exact base-name match
prefix	1468	Greater Celestial	Greater +# to Attack Rating against Demons & +#% Damage to Demons [late; marker=property]	late	123	81		35	2	weap	wand,orb	greater_m_att-demon 550-550; greater_dmg-demon 425-425	greater_m_att-demon: func1=1/stat1=greater_item_demon_tohit/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=+# to Attack Rating against Demons; greater_dmg-demon: func1=1/stat1=greater_item_demondamage_percent/val1= | tooltip=+#% Damage to Demons	Celestial	112	+# to Attack Rating against Demons & +#% Damage to Demons	55		35	20	att-demon 301-400; dmg-demon 201-300	exact base-name match
prefix	1469	Greater Diamond	Greater +# to Attack Rating against Demons & +#% Damage to Demons [early; marker=property]	early	123	50	65	16	1	jewl		greater_m_att-demon 550-550; greater_dmg-demon 425-425	greater_m_att-demon: func1=1/stat1=greater_item_demon_tohit/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=+# to Attack Rating against Demons; greater_dmg-demon: func1=1/stat1=greater_item_demondamage_percent/val1= | tooltip=+#% Damage to Demons	Diamond	114	+# to Attack Rating against Demons & +#% Damage to Demons	26		16	20	att-demon 25-50; dmg-demon 25-40	exact base-name match
