table	line	name	set	spawnable	disabled	item_code	item_name	category	tier	type	type2	current_lvl	proposed_lvl	delta	current_lvl_req	base_levelreq	normal_code	exceptional_code	elite_code
set	320	Dark Rituals	Darque Necromancy	1		xtp	Mage Plate	armor	exceptional	tors		40	60	20	50	25	ltp	xtp	utp
set	85	Griswold's Heart	Griswold's Legacy	1		xar	Ornate Plate	armor	exceptional	tors		44	64	20	45	25	aar	xar	uar
set	379	Incarnadine Elven Plate	Warlock's Exploration	1		xtp	Mage Plate	armor	exceptional	tors		40	60	20	55	25	ltp	xtp	utp
set	355	Alyssa's Essence	Alyssa's Archery	1		xpl	Russet Armor	armor	exceptional	tors		30	49	19	47	25	spl	xpl	upl
set	350	Astral Body	Haunted Asylum	1		xhn	Mesh Armor	armor	exceptional	tors		30	45	15	44	25	chn	xhn	uhn
set	225	Hell's Embrace	Forsaken Divinity	1		xtp	Mage Plate	armor	exceptional	tors		45	60	15	45	25	ltp	xtp	utp
set	112	Hwanin's Refuge	Hwanin's Majesty	1		xcl	Tigulated Mail	armor	exceptional	tors		28	43	15	30	25	scl	xcl	ucl
set	218	Shadow Ninja	JBouley's Scion	1		xtu	Trellised Armor	armor	exceptional	tors		25	40	15	35	25	stu	xtu	utu
set	298	Kingpin's Ire	Treasure Hunter	1		xpl	Russet Armor	armor	exceptional	tors		35	49	14	42	25	spl	xpl	upl
set	204	Cry of the Wolf	Red Havoc's Challenge	1		xcl	Tigulated Mail	armor	exceptional	tors		30	43	13	35	25	scl	xcl	ucl
set	345	Judicial Decree	Gweibret's Rule	1		xcl	Tigulated Mail	armor	exceptional	tors		30	43	13	40	25	scl	xcl	ucl
set	236	Red Dragon Scale Mail	Jerik's Dragon Armor	1		xcl	Tigulated Mail	armor	exceptional	tors		30	43	13	37	25	scl	xcl	ucl
set	342	Heroes Stand	Soldier's Cairn	1		xng	Linked Mail	armor	exceptional	tors		30	42	12	35	25	rng	xng	ung
set	234	Salander's Mail	Salander's Tirade	1		xng	Linked Mail	armor	exceptional	tors		30	42	12	35	25	rng	xng	ung
set	336	Warder's Vest	Dragon Reborn	1		xtu	Trellised Armor	armor	exceptional	tors		30	40	10	41	25	stu	xtu	utu
set	209	Woodland Protector	Mishy's Avatar	1		xhn	Mesh Armor	armor	exceptional	tors		35	45	10	35	25	chn	xhn	uhn
set	139	Horazon's Dominion	Horazon's Splendor	1		xpl	Russet Armor	armor	exceptional	tors		40	49	9	55	25	spl	xpl	upl
set	195	Afterlife	Hades' Underworld	1		xla	Demonhide Armor	armor	exceptional	tors		30	37	7	34	25	hla	xla	ula
set	333	Call of Gylandra	Cedric's Jinx	1		xla	Demonhide Armor	armor	exceptional	tors		30	37	7	36	25	hla	xla	ula
set	232	Robes of Vashna	Legacy of Vashna	1		xea	Serpent Skin	armor	exceptional	tors		30	36	6	33	24	lea	xea	uea
set	330	Winter's Embrace	Bogrot's Magic	1		xea	Serpentskin	armor	exceptional	tors		30	36	6	34	24	lea	xea	uea
set	304	Sage's Leather	Yohann's Savant	1		xla	Demonhide Armor	armor	exceptional	tors		32	37	5	33	25	hla	xla	ula
set	215	Power of Fire	Joel's Sanctuary	1		xui	Ghost Armor	armor	exceptional	tors		32	34	2	33	22	qui	xui	uui
set	105	Haemosu's Adamant	Heaven's Brethren	1		xrs	Cuirass	armor	exceptional	tors		55	47	-8	44	25	brs	xrs	urs
set	326	Momentum Theft	Sines Psionics	1		xui	Ghost Armor	armor	exceptional	tors		50	34	-16	50	22	qui	xui	uui
set	169	Greyhawk's Deflector	Greyhawk's Mantle	1		pa3	Heraldic Shield	armor	normal	ashd		17	16	-1	15	12	pa3	pa8	pad
set	41	Sigon's Wrap	Sigon's Complete Steel	1		hbl	Plated Belt	armor	normal	belt		1	27	26	6	0	hbl	zhb	uhc
set	45	Infernal Sign	Infernal Tools	1		tbl	Heavy Belt	armor	normal	belt		1	20	19	5	0	tbl	ztb	utc
set	7	Hsarus' Iron Stay	Hsarus' Defense	1		mbl	Belt	armor	normal	belt		1	12	11	3	0	mbl	zmb	umc
set	14	Iratha's Cord	Iratha's Finery	1		tbl	Heavy Belt	armor	normal	belt		10	20	10	15	0	tbl	ztb	utc
set	186	Luther's Cord	Forgotten Treasures	1		tbl	Heavy Belt	armor	normal	belt		10	20	10	10	0	tbl	ztb	utc
set	404	Belt of Temerity	Knight's Gallantry	1		hbl	Plated Belt	armor	normal	belt		20	27	7	30	0	hbl	zhb	uhc
set	58	Arctic Binding	Arctic Gear	1		vbl	Light Belt	armor	normal	belt		1	7	6	2	0	vbl	zvb	uvc
set	174	Wolf Pelt	Silent Runnings	1		tbl	Heavy Belt	armor	normal	belt		14	20	6	14	0	tbl	ztb	utc
set	177	Jeweled Belt	Snowmane's Jewelry	1		hbl	Plated Belt	armor	normal	belt		22	27	5	22	0	hbl	zhb	uhc
set	50	Death's Guard	Death's Disguise	1		lbl	Sash	armor	normal	belt		1	3	2	6	0	lbl	zlb	ulc
set	154	Grimlock's Belt	Grimlock's Grave	1		mbl	Belt	armor	normal	belt		11	12	1	9	0	mbl	zmb	umc
set	162	Sheena's Band	Sheena's Grace	1		vbl	Light Belt	armor	normal	belt		8	7	-1	10	0	vbl	zvb	uvc
set	113	Hwanin's Blessing	Hwanin's Majesty	1		mbl	Belt	armor	normal	belt		28	12	-16	35	0	mbl	zmb	umc
set	453	Panda's Sash	Panda's Polar Adventure	1		lbl	Sash	armor	normal	belt		25	3	-22	35	0	lbl	zlb	ulc
set	134	Warlord's Authority	Warlord's Glory			hbl	Plated Belt	armor	normal	belt		100	27	-73	1	0	hbl	zhb	uhc
set	40	Sigon's Sabot	Sigon's Complete Steel	1		hbt	Greaves	armor	normal	boot		1	27	26	6	0	hbt	xhb	uhb
set	388	Holy Boots of Amaunator	Amaunator's Peace	1		hbt	Greaves	armor	normal	boot		15	27	12	22	0	hbt	xhb	uhb
set	5	Hsarus' Iron Heel	Hsarus' Defense	1		mbt	Chain Boots	armor	normal	boot		1	12	11	3	0	mbt	xmb	umb
set	20	Vidala's Fetlock	Vidala's Rig	1		tbt	Light Plated Boots	armor	normal	boot		10	20	10	14	0	tbt	xtb	utb
set	182	Summer Flame	Four Seasons	1		hbt	Greaves	armor	normal	boot		20	27	7	21	0	hbt	xhb	uhb
set	443	The Raven's Feet	The Raven's Nest	1		mbt	Chain Boots	armor	normal	boot		5	12	7	10	0	mbt	xmb	umb
set	188	Xavier's Greaves	Forgotten Treasures	1		tbt	Light Plate Greaves	armor	normal	boot		15	20	5	15	0	tbt	xtb	utb
set	312	Hell's Torment Greaves	The Warlord of Blood	1		hbt	Greaves	armor	normal	boot		28	27	-1	31	0	hbt	xhb	uhb
set	341	Aviendha's Gift	Dragon Reborn	1		vbt	Heavy Boots	armor	normal	boot		10	7	-3	21	0	vbt	xvb	uvb
set	158	Corgina's Slippers	Corgina's Element	1		lbt	Boots	armor	normal	boot		9	3	-6	9	0	lbt	xlb	ulb
set	34	Tancred's Hobnails	Tancred's Battlegear	1		lbt	Boots	armor	normal	boot		12	3	-9	20	0	lbt	xlb	ulb
set	122	Cow King's Hooves	Cow King's Leathers	1		vbt	Heavy Boots	armor	normal	boot		20	7	-13	13	0	vbt	xvb	uvb
set	127	Sander's Riprap	Sander's Folly	1		vbt	Heavy Boots	armor	normal	boot		20	7	-13	20	0	vbt	xvb	uvb
set	133	Warlord's Crushers	Warlord's Glory			hbt	Greaves	armor	normal	boot		100	27	-73	1	0	hbt	xhb	uhb
set	303	Wiseman's Cap	Yohann's Savant	1		ci1	Coronet	armor	normal	circ		25	52	27	39	39	ci1	ci2	ci3
set	210	Silent Whisper	Mishy's Avatar	1		ci1	Coronet	armor	normal	circ		35	52	17	40	39	ci1	ci2	ci3
set	176	Jeweled Circlet	Snowmane's Jewelry	1		ci0	Circlet	armor	normal	circ		22	24	2	22	16	ci0	ci2	ci3
set	125	Naj's Circlet	Naj's Ancient Vestige	1		ci0	Circlet	armor	normal	circ		43	24	-19	28	16	ci0	ci2	ci3
set	37	Sigon's Gage	Sigon's Complete Steel	1		hgl	Gauntlets	armor	normal	glov		1	27	26	6	0	hgl	xhg	uhg
set	59	Arctic Mitts	Arctic Gear	1		tgl	Light Gauntlets	armor	normal	glov		1	20	19	2	0	tgl	xtg	utg
set	10	Cleglaw's Pincers	Cleglaw's Brace	1		mgl	Chain Gloves	armor	normal	glov		1	12	11	4	0	mgl	xmg	umg
set	12	Iratha's Cuff	Iratha's Finery	1		tgl	Light Gauntlets	armor	normal	glov		10	20	10	15	0	tgl	xtg	utg
set	166	Shattering Fist	Talonrage's Fury	1		hgl	Gauntlets	armor	normal	glov		20	27	7	21	0	hgl	xhg	uhg
set	49	Death's Hand	Death's Disguise	1		lgl	Leather Gloves	armor	normal	glov		1	3	2	6	0	lgl	xlg	ulg
set	144	Jakira's Braces	Midnight Calling	1		mgl	Chain Gloves	armor	normal	glov		10	12	2	10	0	mgl	xmg	umg
set	311	Tortured Soul Gauntlets	The Warlord of Blood	1		hgl	Gauntlets	armor	normal	glov		28	27	-1	29	0	hgl	xhg	uhg
set	442	The Raven's Talons	The Raven's Nest	1		lgl	Leather Gloves	armor	normal	glov		5	3	-2	10	0	lgl	xlg	ulg
set	187	Janis' Gloves	Forgotten Treasures	1		vgl	Heavy Gloves	armor	normal	glov		10	7	-3	10	0	vgl	xvg	uvg
set	172	Ferrit's Paw	Silent Runnings	1		vgl	Heavy Gloves	armor	normal	glov		12	7	-5	14	0	vgl	xvg	uvg
set	451	Panda's Mitts	Panda's Polar Adventure	1		lgl	Leather Gloves	armor	normal	glov		12	3	-9	12	0	lgl	xlg	ulg
set	128	Sander's Taboo	Sander's Folly	1		vgl	Heavy Gloves	armor	normal	glov		20	7	-13	28	0	vgl	xvg	uvg
set	130	Warlord's Conquest	Warlord's Glory			hgl	Gauntlets	armor	normal	glov		100	27	-73	1	0	hgl	xhg	uhg
set	151	Grimlock's Skull	Grimlock's Grave	1		ne2	Zombie Head	armor	normal	head		11	8	-3	16	6	ne2	ne7	neg
set	38	Sigon's Visor	Sigon's Complete Steel	1		ghm	Great Helm	armor	normal	helm		1	23	22	6	0	ghm	xhm	uhm
set	13	Iratha's Coil	Iratha's Finery	1		crn	Crown	armor	normal	helm		10	29	19	15	0	crn	xrn	urn
set	29	Cathan's Visage	Cathan's Traps	1		msk	Mask	armor	normal	helm		1	19	18	11	0	msk	xsk	usk
set	25	Milabrega's Diadem	Milabrega's Regalia	1		crn	Crown	armor	normal	helm		12	29	17	17	0	crn	xrn	urn
set	18	Isenhart's Horns	Isenhart's Armory	1		fhl	Full Helm	armor	normal	helm		1	15	14	8	0	fhl	xhl	uhl
set	46	Berserker's Headgear	Berserker's Arsenal	1		hlm	Helm	armor	normal	helm		1	11	10	3	0	hlm	xlm	ulm
set	36	Tancred's Skull	Tancred's Battlegear	1		bhm	Bone Helm	armor	normal	helm		12	22	10	20	0	bhm	xh9	uh9
set	175	Beast Collar	Silent Runnings	1		bhm	Bone Helm	armor	normal	helm		15	22	7	15	0	bhm	xh9	uh9
set	185	Katriana's Mask	Forgotten Treasures	1		msk	Mask	armor	normal	helm		15	19	4	15	0	msk	xsk	usk
set	181	Spring Dawning	Four Seasons	1		ghm	Great Helm	armor	normal	helm		20	23	3	22	0	ghm	xhm	uhm
set	170	Greyhawk's Viser	Greyhawk's Mantle	1		fhl	Full Helm	armor	normal	helm		17	15	-2	13	0	fhl	xhl	uhl
set	145	Jakira's Hood	Midnight Calling	1		skp	Skull Cap	armor	normal	helm		10	5	-5	5	0	skp	xkp	ukp
set	62	Arcanna's Head	Arcanna's Tricks	1		skp	Skull Cap	armor	normal	helm		12	5	-7	15	0	skp	xkp	ukp
set	126	Sander's Paragon	Sander's Folly	1		cap	Cap	armor	normal	helm		20	1	-19	25	0	cap	xap	uap
set	131	Warlord's Lust	Warlord's Glory			ghm	Great Helm	armor	normal	helm		100	23	-77	1	0	ghm	xhm	uhm
set	150	Animal Kinship	Nature's Grove	1		dr3	Antlers	armor	normal	pelt		12	16	4	15	12	dr3	dr8	drd
set	163	Berserker's Howl	Talonrage's Fury	1		ba4	Assault Helmet	armor	normal	phlm		18	20	2	18	15	ba4	ba9	bae
set	73	Immortal King's Will	Immortal King	1		ba5	Avenger Guard	armor	normal	phlm		37	24	-13	47	18	ba5	baa	baf
set	16	Isenhart's Parry	Isenhart's Armory	1		gts	Gothic Shield	armor	normal	shie		1	30	29	8	0	gts	xts	uts
set	42	Sigon's Guard	Sigon's Complete Steel	1		tow	Tower Shield	armor	normal	shie		1	22	21	6	0	tow	xow	uow
set	2	Civerb's Ward	Civerb's Vestments	1		lrg	Large Shield	armor	normal	shie		1	11	10	9	0	lrg	xrg	urg
set	360	Wall of Modius	Forbidden Lore	1		bsh	Bone Shield	armor	normal	shie		12	19	7	16	0	bsh	xsh	ush
set	171	Dragon's Flank	Silent Runnings	1		bsh	Bone Shield	armor	normal	shie		14	19	5	18	0	bsh	xsh	ush
set	9	Cleglaw's Claw	Cleglaw's Brace	1		sml	Small Shield	armor	normal	shie		1	5	4	4	0	sml	xml	uml
set	23	Milabrega's Orb	Milabrega's Regalia	1		kit	Kite Shield	armor	normal	shie		12	15	3	17	0	kit	xit	uit
set	189	Quincy's Shield	Forgotten Treasures	1		spk	Spike Shield	armor	normal	shie		10	11	1	10	0	spk	xpk	upk
set	157	Corgina's Ward	Corgina's Element	1		lrg	Large Shield	armor	normal	shie		12	11	-1	14	0	lrg	xrg	urg
set	39	Sigon's Shelter	Sigon's Complete Steel	1		gth	Gothic Plate	armor	normal	tors		1	32	31	6	0	gth	xth	uth
set	26	Milabrega's Robe	Milabrega's Regalia	1		aar	Ancient Armor	armor	normal	tors		12	40	28	17	0	aar	xar	uar
set	33	Tancred's Spine	Tancred's Battlegear	1		ful	Full Plate Mail	armor	normal	tors		12	37	25	20	0	ful	xul	uul
set	63	Arcanna's Flesh	Arcanna's Tricks	1		ltp	Light Plate	armor	normal	tors		12	35	23	15	0	ltp	xtp	utp
set	180	Winter's Heart	Four Seasons	1		aar	Ancient Armor	armor	normal	tors		20	40	20	25	0	aar	xar	uar
set	47	Berserker's Hauberk	Berserker's Arsenal	1		spl	Splint Mail	armor	normal	tors		1	20	19	3	0	spl	xpl	upl
set	17	Isenhart's Case	Isenhart's Armory	1		brs	Breast Plate	armor	normal	tors		1	18	17	8	0	brs	xrs	urs
set	156	Corgina's Plate	Corgina's Element	1		ltp	Light Plate	armor	normal	tors		20	35	15	21	0	ltp	xtp	utp
set	173	Turtle's Shell	Silent Runnings	1		ful	Full Plate Mail	armor	normal	tors		22	37	15	23	0	ful	xul	uul
set	28	Cathan's Mesh	Cathan's Traps	1		chn	Chain Mail	armor	normal	tors		1	15	14	11	0	chn	xhn	uhn
set	53	Angelic Mantle	Angelic Raiment	1		rng	Ring Mail	armor	normal	tors		1	11	10	12	0	rng	xng	ung
set	164	Chaos Heart	Talonrage's Fury	1		fld	Field Plate	armor	normal	tors		20	28	8	22	0	fld	xld	uld
set	167	Greyhawk's Wing	Greyhawk's Mantle	1		plt	Plate Mail	armor	normal	tors		17	24	7	19	0	plt	xlt	ult
set	184	Fernandez' Plate	Forgotten Treasures	1		brs	Breast Plate	armor	normal	tors		15	18	3	15	0	brs	xrs	urs
set	136	Bane's Wraithskin	Bane's Garments	1		hla	Hard Leather Armor	armor	normal	tors		7	5	-2	8	0	hla	xla	ula
set	146	Jakira's Leather Jerkin	Midnight Calling	1		stu	Studded Leather Armor	armor	normal	tors		10	8	-2	9	0	stu	xtu	utu
set	161	Sheena's Elven Mail	Sheena's Grace	1		scl	Scale Mail	armor	normal	tors		16	13	-3	14	0	scl	xcl	ucl
set	149	Calming Embrace	Nature's Grove	1		hla	Hard Leather Armor	armor	normal	tors		12	5	-7	7	0	hla	xla	ula
set	21	Vidala's Ambush	Vidala's Rig	1		lea	Leather Armor	armor	normal	tors		10	3	-7	14	0	lea	xea	uea
set	153	Grimlock's Shroud	Grimlock's Grave	1		qui	Quilted Armor	armor	normal	tors		11	1	-10	11	0	qui	xui	uui
set	121	Cow King's Hide	Cow King's Leathers	1		stu	Studded Leather	armor	normal	tors		20	8	-12	18	0	stu	xtu	utu
set	132	Warlord's Mantle	Warlord's Glory			ful	Full Plate Mail	armor	normal	tors		100	37	-63	1	0	ful	xul	uul
set	97	M'avina's Caster	M'avina's Battle Hymn	1		amc	Grand Matron Bow	weapon	elite	abow		21	78	57	70	58	am2	am7	amc
set	269	Chiad's Lances	Aiel Shieldmaiden	1		amf	Matriarchal Javelins	weapon	elite	ajav	1wep	60	65	5	80	48	am5	ama	amf
set	274	Myhrginoc's Headhunter	Myhrginoc's Warbreeder	1		7ga	Champion Axe	weapon	elite	axe	slam	60	82	22	80	61	gax	9ga	7ga
set	308	Darkest Wishes	Zhoulomcrist's Dread	1		72a	Ettin Axe	weapon	elite	axe	1wep	50	70	20	60	52	2ax	92a	72a
set	391	Hallowed Redeemer	Tika's Request	1		7ba	Silver-Edged Axe	weapon	elite	axe	slam	60	65	5	72	48	bax	9ba	7ba
set	291	Blood Raven's Redemption	Blood Raven's Despair	1		6lb	Shadow Bow	weapon	elite	bow		60	63	3	74	47	lbw	8lb	6lb
set	401	Baton of Intrepidity	Knight's Gallantry	1		7cl	Truncheon	weapon	elite	club	1wep	60	52	-8	68	39	clb	9cl	7cl
set	66	Natalya's Mark	Natalya's Odium	1		7qr	Scissors Suwayyah	weapon	elite	h2h2	1wep	60	85	25	79	64	skr	9qr	7qr
set	259	Cryptic Claws	Phrozen Heart's Mysticism	1		7tw	Runic Talons	weapon	elite	h2h2	1wep	60	81	21	77	60	btl	9tw	7tw
set	78	Immortal King's Stone Crusher	Immortal King	1		7m7	Ogre Maul	weapon	elite	hamm	slam	37	69	32	76	51	mau	9m9	7m7
set	334	Return to Hydrakal	Cedric's Jinx	1		7wh	Legendary Mallet	weapon	elite	hamm	1wep	60	82	22	75	61	whm	9wh	7wh
set	367	Holy Fury	Wrath of Vengeance	1		7s7	Balrog Spear	weapon	elite	jave	1wep	60	71	11	64	53	ssp	9s9	7s7
set	359	Vampirebone Dagger	Forbidden Lore	1		7dg	Bone Knife	weapon	elite	knif	1wep	60	58	-2	63	43	dgr	9dg	7dg
set	285	Temple Guardian	Kraj's Memorial	1		7fl	Scourge	weapon	elite	mace	1wep	60	76	16	77	57	fla	9fl	7fl
set	257	Darkmage's Meteor Shower	Darkmage's Astral Projection	1		7mt	Devil Star	weapon	elite	mace	1wep	60	70	10	69	52	mst	9mt	7mt
set	103	Dangoon's Teaching	Heaven's Brethren	1		7ma	Reinforced Mace	weapon	elite	mace	1wep	55	63	8	68	47	mac	9ma	7ma
set	253	Spin's Perplexing Puzzle	The Mysterious Spin	1		obc	Eldritch Orb	weapon	elite	orb	1wep	40	67	27	50	50	ob2	ob7	obc
set	421	Feeding Frenzy	Terror of the Deep	1		7wc	Great Thresher	weapon	elite	pole	slam	60	85	25	77	66	wsc	9wc	7wc
set	278	Sin and Greed	Nefarious Ways	1		7s8	Thresher	weapon	elite	pole	slam	60	71	11	80	53	scy	9s8	7s8
set	86	Griswold's Redemption	Griswold's Legacy	1		7ws	Caduceus	weapon	elite	scep	1wep	44	85	41	53	66	wsp	9ws	7ws
set	248	Angel's Touch	Brother Laz' Calling	1		7qs	Seraph Rod	weapon	elite	scep	1wep	60	76	16	71	57	gsc	9qs	7qs
set	295	Char's Hand of Blessed Light	Narrow Path Between Light and Darkness	1		7sc	Mighty Scepter	weapon	elite	scep	1wep	60	62	2	67	46	scp	9sc	7sc
set	372	Bound by Honor	Servitude or Rebellion	1		7tr	Stygian Pike	weapon	elite	spea		60	66	6	70	49	tri	9tr	7tr
set	123	Naj's Puzzler	Naj's Ancient Vestige	1		6cs	Elder Staff	weapon	elite	staf	slam	43	74	31	78	55	cst	8cs	6cs
set	115	Sazabi's Cobalt Redeemer	Sazabi's Grand Tribute	1		7ls	Cryptic Sword	weapon	elite	swor	1wep	34	82	48	73	61	lsd	9ls	7ls
set	327	Mindrazor	Sines Psionics	1		7wd	Mythical Sword	weapon	elite	swor	1wep	66	85	19	70	66	wsd	9wd	7wd
set	240	Onyx's Solar Flair	Onyx's Primal Rage	1		7b7	Champion Sword	weapon	elite	swor	slam	60	77	17	69	57	bsw	9b9	7b7
set	287	Soulreaver	The Darkest Weaves	1		7cr	Phase Blade	weapon	elite	swor	1wep	60	73	13	77	54	crs	9cr	7cr
set	410	Summerswerd	Kai Lord's Valiance	1		7cr	Phase Blade	weapon	elite	swor	1wep	60	73	13	83	54	crs	9cr	7cr
set	241	Onyx's Super Nova	Onyx's Primal Rage	1		7gs	Balrog Blade	weapon	elite	swor	slam	60	71	11	75	53	gis	9gs	7gs
set	118	Bul-Kathos' Sacred Charge	Bul-Kathos' Children	1		7gd	Colossus Blade	weapon	elite	swor	slam	80	85	5	85	63	gsd	9gd	7gd
set	346	Regime of Regulation	Gweibret's Rule	1		7sm	Ataghan	weapon	elite	swor	1wep	60	61	1	69	45	scm	9sm	7sm
set	363	Hannibal's Final Flight	Hannibal's Demise	1		7bk	Winged Knife	weapon	elite	tkni	1wep	60	77	17	62	57	bkf	9bk	7bk
set	440	Maadi's Torch	Maadi's Paradox	1		7gw	Unearthed Wand	weapon	elite	wand	1wep	64	86	22	64	64	gwn	9gw	7gw
set	396	Prince Karnd's Abomination	Corthala Family Heirlooms	1		6rx	Demon Crossbow	weapon	elite	xbow		60	84	24	79	63	rxb	8rx	6rx
set	213	Trent's Caster	Mishy's Avatar	1		am7	Ceremonial Bow	weapon	exceptional	abow		35	47	12	40	35	am2	am7	amc
set	385	Holy Cleaver of Amaunator	Amaunator's Peace	1		9ax	Cleaver	weapon	exceptional	axe	1wep	30	34	4	47	22	axe	9ax	7ax
set	356	Alyssa's Leafblighter	Alyssa's Archery	1		8l8	Long Siege Bow	weapon	exceptional	bow		30	46	16	44	25	lbb	8l8	6l7
set	206	Torment of Innocence	Red Havoc's Challenge	1		9m9	War Club	weapon	exceptional	hamm	slam	30	45	15	39	25	mau	9m9	7m7
set	433	Heaven's Lances	Lords of Hell	1		9ts	Harpoon	weapon	exceptional	jave	1wep	30	51	21	51	25	tsp	9ts	7ts
set	445	The Raven's Beak	The Raven's Nest	1		9bl	Stilleto	weapon	exceptional	knif	1wep	35	46	11	45	25	bld	9bl	7bl
set	230	Dagger of Vashna	Legacy of Vashna	1		9dg	Piognard	weapon	exceptional	knif	1wep	30	31	1	30	19	dgr	9dg	7dg
set	71	Aldur's Rhythm	Aldur's Watchtower	1		9mt	Jagged Star	weapon	exceptional	mace	1wep	29	39	10	42	25	mst	9mt	7mt
set	331	Baptism by Fire	Bogrot's Magic	1		9ma	Flanged Mace	weapon	exceptional	mace	1wep	30	35	5	31	23	mac	9ma	7ma
set	81	Tal Rasha's Lidless Eye	Tal Rasha's Wrappings	1		oba	Swirling Crystal	weapon	exceptional	orb	1wep	26	50	24	65	37	ob5	oba	obf
set	214	Eye of the Trent	Joel's Sanctuary	1		ob8	Cloudy Sphere	weapon	exceptional	orb	1wep	32	41	9	33	30	ob3	ob8	obd
set	114	Hwanin's Justice	Hwanin's Majesty	1		9vo	Bill	weapon	exceptional	pole	slam	28	37	9	28	25	vou	9vo	7vo
set	233	Lancer's Reach	Salander's Tirade	1		9pa	Partizan	weapon	exceptional	pole	slam	30	35	5	37	23	pax	9pa	7pa
set	419	Imperial Scepter	Path of Bravery	1		9ws	Devine Scepter	weapon	exceptional	scep	1wep	30	45	15	50	25	wsp	9ws	7ws
set	193	Wrath of Brother Laz	Insight of Brother Laz	1		9sc	Rune Scepter	weapon	exceptional	scep	1wep	30	31	1	29	19	scp	9sc	7sc
set	306	Arcane Battlestaff	Yohann's Savant	1		8bs	Gothic Staff	weapon	exceptional	staf	slam	20	42	22	23	25	bst	8bs	6bs
set	202	Savant Fury	Darque's Cabal	1		9gd	Executionor Sword	weapon	exceptional	swor	slam	35	54	19	42	25	gsd	9gd	7gd
set	425	Principality	Celestial Hierarchy	1		9b9	Gothic Sword	weapon	exceptional	swor	slam	30	48	18	45	25	bsw	9b9	7b7
set	351	Apparition of Malice	Haunted Asylum	1		9ls	Rune Sword	weapon	exceptional	swor	1wep	30	44	14	42	25	lsd	9ls	7ls
set	343	Warrior's Heroism	Soldier's Cairn	1		9cm	Dacian Falx	weapon	exceptional	swor	slam	30	42	12	55	25	clm	9cm	7cm
set	227	Death Knight's Demon Blade	Volf's Undead Legion	1		9bs	Battle Sword	weapon	exceptional	swor	1wep	30	40	10	37	25	bsd	9bs	7bs
set	337	Heron-Branded Blade	Dragon Reborn	1		9cr	Demensional Blade	weapon	exceptional	swor	1wep	30	37	7	44	25	crs	9cr	7cr
set	301	Kingpin's Blade	Treasure Hunter	1		9fc	Tulwar	weapon	exceptional	swor	1wep	35	37	2	35	25	flc	9fc	7fc
set	319	Twilight of Evil	Darque Necromancy	1		9yw	Petrified Wand	weapon	exceptional	wand	1wep	30	38	8	29	25	ywn	9yw	7yw
set	159	Sheena's Heartwood	Sheena's Grace	1		am1	Stag Bow	weapon	normal	abow		15	18	3	15	14	am1	am6	amb
set	48	Berserker's Hatchet	Berserker's Arsenal	1		2ax	Double Axe	weapon	normal	axe	1wep	1	13	12	3	0	2ax	92a	72a
set	32	Tancred's Crowbill	Tancred's Battlegear	1		mpi	Military Pick	weapon	normal	axe	1wep	12	19	7	20	0	mpi	9mp	7mp
set	56	Arctic Horn	Arctic Gear	1		swb	Short War Bow	weapon	normal	bow		1	27	26	2	0	swb	8sw	6sw
set	19	Vidala's Barb	Vidala's Rig	1		lbb	Long Battle Bow	weapon	normal	bow		10	23	13	14	0	lbb	8l8	6l7
set	143	Jakira's Strike	Midnight Calling	1		axf	Hatchet hands	weapon	normal	h2h	1wep	10	12	2	12	0	axf	9xf	7xf
set	447	Hand of the Vindicator	Tools of Vindication	1		whm	War Hammer	weapon	normal	hamm	1wep	12	25	13	20	0	whm	9wh	7wh
set	148	Balance of Power	Nature's Grove	1		mau	Maul	weapon	normal	hamm	slam	12	21	9	18	0	mau	9m9	7m7
set	135	Bane's Oathmaker	Bane's Garments	1		kri	Kriss	weapon	normal	knif	1wep	7	17	10	8	0	kri	9kr	7kr
set	155	Corgina's Orb	Corgina's Element	1		ob2	Sacred Globe	weapon	normal	orb	1wep	15	8	-7	15	0	ob2	ob7	obc
set	4	Civerb's Cudgel	Civerb's Vestments	1		gsc	Grand Scepter	weapon	normal	scep	1wep	1	15	14	9	0	gsc	9qs	7qs
set	24	Milabrega's Rod	Milabrega's Regalia	1		wsp	War Scepter	weapon	normal	scep	1wep	12	21	9	17	0	wsp	9ws	7ws
set	168	Greyhawk's Icebrand	Greyhawk's Mantle	1		scp	Scepter	weapon	normal	scep	1wep	17	3	-14	14	0	scp	9sc	7sc
set	165	Warlord's Pike	Talonrage's Fury	1		pik	Pike	weapon	normal	spea		20	24	4	20	0	pik	9p9	7p7
set	27	Cathan's Rule	Cathan's Traps	1		bst	Battle Staff	weapon	normal	staf	slam	1	17	16	11	0	bst	8bs	6bs
set	61	Arcanna's Deathwand	Arcanna's Tricks	1		wst	War Staff	weapon	normal	staf	slam	12	24	12	15	0	wst	8ws	6ws
set	51	Death's Touch	Death's Disguise	1		wsd	War Sword	weapon	normal	swor	1wep	1	27	26	6	0	wsd	9wd	7wd
set	8	Cleglaw's Tooth	Cleglaw's Brace	1		lsd	Long Sword	weapon	normal	swor	1wep	1	20	19	4	0	lsd	9ls	7ls
set	15	Isenhart's Lightbrand	Isenhart's Armory	1		bsd	Broad Sword	weapon	normal	swor	1wep	1	15	14	8	0	bsd	9bs	7bs
set	52	Angelic Sickle	Angelic Raiment	1		sbr	Sabre	weapon	normal	swor	1wep	1	8	7	12	0	sbr	9sb	7sb
