side	sample_item	alvl	baseline_line	name	group	mods	baseline_freq	current_matching_freq	baseline_pool_weight	current_non_greater_pool_weight	current_full_pool_weight	current_greater_pool_weight	baseline_per_roll	after_non_greater_only_per_roll	after_with_greater_per_roll	non_greater_delta_pct	with_greater_delta_pct
prefix	miss	81	64	King's	111	deadly 10-20; dmg% 167-200	2	20	1200	12200	12236	36	0.0016666666666666668	0.001639344262295082	0.0016345210853220007	-1.6393442622950838	-1.928734880679972
prefix	miss	81	65	King's	111	crush 10-20; dmg% 167-200	2	20	1200	12200	12236	36	0.0016666666666666668	0.001639344262295082	0.0016345210853220007	-1.6393442622950838	-1.928734880679972
prefix	miss	81	66	King's	111	openwounds 68-75; dmg% 167-200	2	20	1200	12200	12236	36	0.0016666666666666668	0.001639344262295082	0.0016345210853220007	-1.6393442622950838	-1.928734880679972
prefix	miss	81	67	Master's	111	att 210-225; dmg% 201-250	4	40	1200	12200	12236	36	0.0033333333333333335	0.003278688524590164	0.0032690421706440013	-1.6393442622950838	-1.928734880679972
prefix	miss	81	68	Master's	111	deadly 12-24; dmg% 201-250	2	20	1200	12200	12236	36	0.0016666666666666668	0.001639344262295082	0.0016345210853220007	-1.6393442622950838	-1.928734880679972
prefix	miss	81	69	Master's	111	crush 12-24; dmg% 201-250	2	20	1200	12200	12236	36	0.0016666666666666668	0.001639344262295082	0.0016345210853220007	-1.6393442622950838	-1.928734880679972
prefix	miss	81	70	Master's	111	openwounds 76-83; dmg% 201-250	2	20	1200	12200	12236	36	0.0016666666666666668	0.001639344262295082	0.0016345210853220007	-1.6393442622950838	-1.928734880679972
prefix	miss	81	71	Highmaster's	111	att 251-275; dmg% 251-300	4	40	1200	12200	12236	36	0.0033333333333333335	0.003278688524590164	0.0032690421706440013	-1.6393442622950838	-1.928734880679972
prefix	miss	81	85	Stalwart	111	ac 33-40; dmg% 71-80	4	40	1200	12200	12236	36	0.0033333333333333335	0.003278688524590164	0.0032690421706440013	-1.6393442622950838	-1.928734880679972
prefix	miss	81	86	Stalwart	111	ac 44-50; dmg% 81-100	4	40	1200	12200	12236	36	0.0033333333333333335	0.003278688524590164	0.0032690421706440013	-1.6393442622950838	-1.928734880679972
prefix	miss	81	87	Stalwart	111	ac 60-70; dmg% 101-125	4	40	1200	12200	12236	36	0.0033333333333333335	0.003278688524590164	0.0032690421706440013	-1.6393442622950838	-1.928734880679972
prefix	miss	81	88	Stalwart	111	ac 70-85; dmg% 126-150	2	20	1200	12200	12236	36	0.0016666666666666668	0.001639344262295082	0.0016345210853220007	-1.6393442622950838	-1.928734880679972
prefix	miss	81	89	Stalwart	111	ac 86-100; dmg% 151-175	2	20	1200	12200	12236	36	0.0016666666666666668	0.001639344262295082	0.0016345210853220007	-1.6393442622950838	-1.928734880679972
prefix	miss	81	90	Stalwart	111	ac 100-125; dmg% 176-200	2	20	1200	12200	12236	36	0.0016666666666666668	0.001639344262295082	0.0016345210853220007	-1.6393442622950838	-1.928734880679972
prefix	miss	81	91	Loremaster's1	111	addxp 2-2; dmg% 76-100	4	40	1200	12200	12236	36	0.0033333333333333335	0.003278688524590164	0.0032690421706440013	-1.6393442622950838	-1.928734880679972
prefix	miss	81	92	Sage's	111	addxp 2-2; dmg% 101-150	4	40	1200	12200	12236	36	0.0033333333333333335	0.003278688524590164	0.0032690421706440013	-1.6393442622950838	-1.928734880679972
prefix	miss	81	93	Sage's	111	addxp 2-2; dmg% 151-225	2	20	1200	12200	12236	36	0.0016666666666666668	0.001639344262295082	0.0016345210853220007	-1.6393442622950838	-1.928734880679972
prefix	miss	81	95	Ghostly	111	dmg% 101-125; ethereal 1-1; rep-dur(10) -	4	40	1200	12200	12236	36	0.0033333333333333335	0.003278688524590164	0.0032690421706440013	-1.6393442622950838	-1.928734880679972
prefix	miss	81	96	Spectral1	111	dmg% 126-150; ethereal 1-1; rep-dur(10) -	4	40	1200	12200	12236	36	0.0033333333333333335	0.003278688524590164	0.0032690421706440013	-1.6393442622950838	-1.928734880679972
prefix	miss	81	97	Phantom1	111	dmg% 151-175; ethereal 1-1; rep-dur(10) -	4	40	1200	12200	12236	36	0.0033333333333333335	0.003278688524590164	0.0032690421706440013	-1.6393442622950838	-1.928734880679972
prefix	miss	81	102	Astral	123	att-demon 151-200; dmg-demon 101-150	2	20	1200	12200	12236	36	0.0016666666666666668	0.001639344262295082	0.0016345210853220007	-1.6393442622950838	-1.928734880679972
prefix	miss	81	103	Elysian	123	att-demon 201-300; dmg-demon 151-200	2	20	1200	12200	12236	36	0.0016666666666666668	0.001639344262295082	0.0016345210853220007	-1.6393442622950838	-1.928734880679972
prefix	miss	81	104	Celestial	123	att-demon 301-400; dmg-demon 201-300	2	20	1200	12200	12236	36	0.0016666666666666668	0.001639344262295082	0.0016345210853220007	-1.6393442622950838	-1.928734880679972
prefix	miss	81	108	Sacred	142	att-undead 175-250; dmg-undead 126-200	4	40	1200	12200	12236	36	0.0033333333333333335	0.003278688524590164	0.0032690421706440013	-1.6393442622950838	-1.928734880679972
prefix	miss	81	109	Hallowed	142	att-undead 251-325; dmg-undead 201-275	2	20	1200	12200	12236	36	0.0016666666666666668	0.001639344262295082	0.0016345210853220007	-1.6393442622950838	-1.928734880679972
prefix	miss	81	110	Divine	142	att-undead 326-450; dmg-undead 276-350	2	20	1200	12200	12236	36	0.0016666666666666668	0.001639344262295082	0.0016345210853220007	-1.6393442622950838	-1.928734880679972
prefix	miss	81	115	Silver	110	att 61-80	14	140	1200	12200	12236	36	0.011666666666666667	0.011475409836065573	0.011441647597254004	-1.639344262295095	-1.928734880679972
prefix	miss	81	116	Gold	110	att 81-100	12	120	1200	12200	12236	36	0.01	0.009836065573770493	0.009807126511932003	-1.6393442622950727	-1.928734880679972
prefix	miss	81	117	Platinum	110	att 101-125	12	120	1200	12200	12236	36	0.01	0.009836065573770493	0.009807126511932003	-1.6393442622950727	-1.928734880679972
prefix	miss	81	118	Meteoric	110	att 126-150	10	100	1200	12200	12236	36	0.008333333333333333	0.00819672131147541	0.008172605426610004	-1.6393442622950727	-1.9287348806799498
prefix	miss	81	119	Strange	110	att 151-300	10	100	1200	12200	12236	36	0.008333333333333333	0.00819672131147541	0.008172605426610004	-1.6393442622950727	-1.9287348806799498
prefix	miss	81	120	Weird	110	att 301-450	8	80	1200	12200	12236	36	0.006666666666666667	0.006557377049180328	0.006538084341288003	-1.6393442622950838	-1.928734880679972
prefix	miss	81	127	Falconeye	111	att/lvl(8) -	2	20	1200	12200	12236	36	0.0016666666666666668	0.001639344262295082	0.0016345210853220007	-1.6393442622950838	-1.928734880679972
prefix	miss	81	128	Hawkeye	111	att/lvl(12) -	14	140	1200	12200	12236	36	0.011666666666666667	0.011475409836065573	0.011441647597254004	-1.639344262295095	-1.928734880679972
prefix	miss	81	129	Eagleeye	111	att/lvl(16) -	2	20	1200	12200	12236	36	0.0016666666666666668	0.001639344262295082	0.0016345210853220007	-1.6393442622950838	-1.928734880679972
prefix	miss	81	132	Fastidious1	200	att% 15-19	4	40	1200	12200	12236	36	0.0033333333333333335	0.003278688524590164	0.0032690421706440013	-1.6393442622950838	-1.928734880679972
prefix	miss	81	133	Meticulous1	200	att% 20-24	4	40	1200	12200	12236	36	0.0033333333333333335	0.003278688524590164	0.0032690421706440013	-1.6393442622950838	-1.928734880679972
prefix	miss	81	135	Visionary	111	att%/lvl(2) -	2	20	1200	12200	12236	36	0.0016666666666666668	0.001639344262295082	0.0016345210853220007	-1.6393442622950838	-1.928734880679972
prefix	miss	81	147	Joker's	105	dmg/lvl(6) -; att/lvl(20) -	2	20	1200	12200	12236	36	0.0016666666666666668	0.001639344262295082	0.0016345210853220007	-1.6393442622950838	-1.928734880679972
prefix	miss	81	148	Trump	105	dmg/lvl(8) -; att/lvl(24) -	14	140	1200	12200	12236	36	0.011666666666666667	0.011475409836065573	0.011441647597254004	-1.639344262295095	-1.928734880679972
prefix	miss	81	151	Yelling	105	dmg/lvl(8) -	2	20	1200	12200	12236	36	0.0016666666666666668	0.001639344262295082	0.0016345210853220007	-1.6393442622950838	-1.928734880679972
prefix	miss	81	152	Shouting	105	dmg/lvl(12) -	2	20	1200	12200	12236	36	0.0016666666666666668	0.001639344262295082	0.0016345210853220007	-1.6393442622950838	-1.928734880679972
prefix	miss	81	153	Gritty	105	dmg/lvl(16) -	14	140	1200	12200	12236	36	0.011666666666666667	0.011475409836065573	0.011441647597254004	-1.639344262295095	-1.928734880679972
prefix	miss	81	197	Maiden's	125	ama 1-1	8	80	1200	12200	12236	36	0.006666666666666667	0.006557377049180328	0.006538084341288003	-1.6393442622950838	-1.928734880679972
prefix	miss	81	198	Valkyrie's	125	ama 2-2	4	40	1200	12200	12236	36	0.0033333333333333335	0.003278688524590164	0.0032690421706440013	-1.6393442622950838	-1.928734880679972
prefix	miss	81	239	Fletcher's	125	skilltab(0) 1-1	2	20	1200	12200	12236	36	0.0016666666666666668	0.001639344262295082	0.0016345210853220007	-1.6393442622950838	-1.928734880679972
prefix	miss	81	240	Bowyer's	125	skilltab(0) 2-2	2	20	1200	12200	12236	36	0.0016666666666666668	0.001639344262295082	0.0016345210853220007	-1.6393442622950838	-1.928734880679972
prefix	miss	81	241	Archer's	125	skilltab(0) 3-3	2	20	1200	12200	12236	36	0.0016666666666666668	0.001639344262295082	0.0016345210853220007	-1.6393442622950838	-1.928734880679972
prefix	miss	81	331	Shivering	137	cold-len 50-50; cold-min 10-15; cold-max 31-45	4	40	1200	12200	12236	36	0.0033333333333333335	0.003278688524590164	0.0032690421706440013	-1.6393442622950838	-1.928734880679972
prefix	miss	81	332	Boreal	137	cold-len 75-75; cold-min 16-23; cold-max 46-90	2	20	1200	12200	12236	36	0.0016666666666666668	0.001639344262295082	0.0016345210853220007	-1.6393442622950838	-1.928734880679972
prefix	miss	81	333	Hibernal	137	cold-len 100-100; cold-min 24-45; cold-max 91-140	2	20	1200	12200	12236	36	0.0016666666666666668	0.001639344262295082	0.0016345210853220007	-1.6393442622950838	-1.928734880679972
prefix	miss	81	335	Smoldering	138	fire-min 26-50; fire-max 61-90	4	40	1200	12200	12236	36	0.0033333333333333335	0.003278688524590164	0.0032690421706440013	-1.6393442622950838	-1.928734880679972
prefix	miss	81	336	Smoking	138	fire-min 51-80; fire-max 91-130	2	20	1200	12200	12236	36	0.0016666666666666668	0.001639344262295082	0.0016345210853220007	-1.6393442622950838	-1.928734880679972
prefix	miss	81	337	Flaming	138	fire-min 81-120; fire-max 131-180	2	20	1200	12200	12236	36	0.0016666666666666668	0.001639344262295082	0.0016345210853220007	-1.6393442622950838	-1.928734880679972
prefix	miss	81	338	Scorching	138	fire-min 121-170; fire-max 181-240	2	20	1200	12200	12236	36	0.0016666666666666668	0.001639344262295082	0.0016345210853220007	-1.6393442622950838	-1.928734880679972
prefix	miss	81	340	Glowing	139	ltng-min 1-1; ltng-max 121-180	4	40	1200	12200	12236	36	0.0033333333333333335	0.003278688524590164	0.0032690421706440013	-1.6393442622950838	-1.928734880679972
prefix	miss	81	341	Buzzing	139	ltng-min 1-1; ltng-max 181-260	2	20	1200	12200	12236	36	0.0016666666666666668	0.001639344262295082	0.0016345210853220007	-1.6393442622950838	-1.928734880679972
prefix	miss	81	342	Arcing	139	ltng-min 1-1; ltng-max 261-360	2	20	1200	12200	12236	36	0.0016666666666666668	0.001639344262295082	0.0016345210853220007	-1.6393442622950838	-1.928734880679972
prefix	miss	81	343	Shocking	139	ltng-min 1-1; ltng-max 361-480	2	20	1200	12200	12236	36	0.0016666666666666668	0.001639344262295082	0.0016345210853220007	-1.6393442622950838	-1.928734880679972
prefix	miss	81	345	Envenomed	140	dmg-pois(75) 41-41	4	40	1200	12200	12236	36	0.0033333333333333335	0.003278688524590164	0.0032690421706440013	-1.6393442622950838	-1.928734880679972
prefix	miss	81	346	Corosive	140	dmg-pois(100) 205-205	2	20	1200	12200	12236	36	0.0016666666666666668	0.001639344262295082	0.0016345210853220007	-1.6393442622950838	-1.928734880679972
prefix	miss	81	347	Toxic	140	dmg-pois(125) 308-308	2	20	1200	12200	12236	36	0.0016666666666666668	0.001639344262295082	0.0016345210853220007	-1.6393442622950838	-1.928734880679972
prefix	miss	81	348	Pestilent	140	dmg-pois(150) 470-470	2	20	1200	12200	12236	36	0.0016666666666666668	0.001639344262295082	0.0016345210853220007	-1.6393442622950838	-1.928734880679972
prefix	miss	81	351	Lapis	117	res-cold 11-20	4	40	1200	12200	12236	36	0.0033333333333333335	0.003278688524590164	0.0032690421706440013	-1.6393442622950838	-1.928734880679972
prefix	miss	81	353	Cobalt	117	res-cold 21-30	4	40	1200	12200	12236	36	0.0033333333333333335	0.003278688524590164	0.0032690421706440013	-1.6393442622950838	-1.928734880679972
prefix	miss	81	358	Russet	118	res-fire 11-20	2	20	1200	12200	12236	36	0.0016666666666666668	0.001639344262295082	0.0016345210853220007	-1.6393442622950838	-1.928734880679972
prefix	miss	81	360	Garnet	118	res-fire 21-30	2	20	1200	12200	12236	36	0.0016666666666666668	0.001639344262295082	0.0016345210853220007	-1.6393442622950838	-1.928734880679972
prefix	miss	81	366	Ocher	119	res-ltng 11-20	2	20	1200	12200	12236	36	0.0016666666666666668	0.001639344262295082	0.0016345210853220007	-1.6393442622950838	-1.928734880679972
prefix	miss	81	368	Coral	119	res-ltng 21-30	2	20	1200	12200	12236	36	0.0016666666666666668	0.001639344262295082	0.0016345210853220007	-1.6393442622950838	-1.928734880679972
prefix	miss	81	374	Viridian	120	res-pois 11-20	2	20	1200	12200	12236	36	0.0016666666666666668	0.001639344262295082	0.0016345210853220007	-1.6393442622950838	-1.928734880679972
prefix	miss	81	376	Jade	120	res-pois 21-30	2	20	1200	12200	12236	36	0.0016666666666666668	0.001639344262295082	0.0016345210853220007	-1.6393442622950838	-1.928734880679972
prefix	miss	81	398	Serpent's	115	mana 11-20	4	40	1200	12200	12236	36	0.0033333333333333335	0.003278688524590164	0.0032690421706440013	-1.6393442622950838	-1.928734880679972
prefix	miss	81	410	Victorious	121	mana-kill 2-5	8	80	1200	12200	12236	36	0.006666666666666667	0.006557377049180328	0.006538084341288003	-1.6393442622950838	-1.928734880679972
prefix	miss	81	420	Mechanist's	122	sock 1-2	6	60	1200	12200	12236	36	0.005	0.004918032786885246	0.0049035632559660015	-1.6393442622950727	-1.928734880679972
prefix	miss	81	421	Artificer's	122	sock(3) -	4	40	1200	12200	12236	36	0.0033333333333333335	0.003278688524590164	0.0032690421706440013	-1.6393442622950838	-1.928734880679972
prefix	miss	81	422	Jeweler's	122	sock(4) -	2	20	1200	12200	12236	36	0.0016666666666666668	0.001639344262295082	0.0016345210853220007	-1.6393442622950838	-1.928734880679972
prefix	miss	81	439	Wailing	113	howl 128-128	8	80	1200	12200	12236	36	0.006666666666666667	0.006557377049180328	0.006538084341288003	-1.6393442622950838	-1.928734880679972
prefix	miss	81	447	Elemental1	203	dmg-elem(75) 21-50	4	40	1200	12200	12236	36	0.0033333333333333335	0.003278688524590164	0.0032690421706440013	-1.6393442622950838	-1.928734880679972
prefix	miss	81	448	Elemental1	203	dmg-elem(100) 51-125	2	20	1200	12200	12236	36	0.0016666666666666668	0.001639344262295082	0.0016345210853220007	-1.6393442622950838	-1.928734880679972
prefix	miss	81	449	Elemental1	203	dmg-elem(125) 64-200	2	20	1200	12200	12236	36	0.0016666666666666668	0.001639344262295082	0.0016345210853220007	-1.6393442622950838	-1.928734880679972
prefix	miss	81	450	Loremaster's1	204	addxp 1-1	10	100	1200	12200	12236	36	0.008333333333333333	0.00819672131147541	0.008172605426610004	-1.6393442622950727	-1.9287348806799498
prefix	miss	81	451	Loremaster's1	204	addxp 2-2	8	80	1200	12200	12236	36	0.006666666666666667	0.006557377049180328	0.006538084341288003	-1.6393442622950838	-1.928734880679972
prefix	miss	81	452	Sage's	204	addxp 3-3	6	60	1200	12200	12236	36	0.005	0.004918032786885246	0.0049035632559660015	-1.6393442622950727	-1.928734880679972
prefix	miss	81	461	Bronze-Wrought	206	dmg% 10-15; dur 5-5	4	40	1200	12200	12236	36	0.0033333333333333335	0.003278688524590164	0.0032690421706440013	-1.6393442622950838	-1.928734880679972
prefix	miss	81	462	Iron-Wrought	206	dmg% 16-25; dur 6-10	4	40	1200	12200	12236	36	0.0033333333333333335	0.003278688524590164	0.0032690421706440013	-1.6393442622950838	-1.928734880679972
prefix	miss	81	463	Steel-Wrought	206	dmg% 26-35; dur 11-15	4	40	1200	12200	12236	36	0.0033333333333333335	0.003278688524590164	0.0032690421706440013	-1.6393442622950838	-1.928734880679972
prefix	miss	81	464	Silver-Wrought	206	dmg% 36-45; dur 16-20	4	40	1200	12200	12236	36	0.0033333333333333335	0.003278688524590164	0.0032690421706440013	-1.6393442622950838	-1.928734880679972
prefix	miss	81	465	Platimum-Wrought	206	dmg% 46-55; dur 21-30	4	40	1200	12200	12236	36	0.0033333333333333335	0.003278688524590164	0.0032690421706440013	-1.6393442622950838	-1.928734880679972
prefix	miss	81	466	Titanium-Wrought	206	dmg% 56-65; dur 31-45	4	40	1200	12200	12236	36	0.0033333333333333335	0.003278688524590164	0.0032690421706440013	-1.6393442622950838	-1.928734880679972
prefix	miss	81	467	Mithril-Wrought	206	dmg% 66-80; dur 46-59	4	40	1200	12200	12236	36	0.0033333333333333335	0.003278688524590164	0.0032690421706440013	-1.6393442622950838	-1.928734880679972
prefix	miss	81	469	Bronze-Wrought	206	ac% 3-5; dur 5-5	4	40	1200	12200	12236	36	0.0033333333333333335	0.003278688524590164	0.0032690421706440013	-1.6393442622950838	-1.928734880679972
prefix	miss	81	527	Charged1	44	charged(12) 300-25	1	10	1200	12200	12236	36	0.0008333333333333334	0.000819672131147541	0.0008172605426610003	-1.6393442622950838	-1.928734880679972
prefix	miss	81	543	Charged1	44	charged(22) 300-23	1	10	1200	12200	12236	36	0.0008333333333333334	0.000819672131147541	0.0008172605426610003	-1.6393442622950838	-1.928734880679972
prefix	miss	81	549	Charged1	44	charged(27) 300-21	1	10	1200	12200	12236	36	0.0008333333333333334	0.000819672131147541	0.0008172605426610003	-1.6393442622950838	-1.928734880679972
prefix	miss	81	553	Charged1	44	charged(31) 300-22	1	10	1200	12200	12236	36	0.0008333333333333334	0.000819672131147541	0.0008172605426610003	-1.6393442622950838	-1.928734880679972
prefix	miss	81	567	Charged1	44	charged(42) 50-17	1	10	1200	12200	12236	36	0.0008333333333333334	0.000819672131147541	0.0008172605426610003	-1.6393442622950838	-1.928734880679972
prefix	miss	81	583	Charged1	44	charged(50) 45-16	1	10	1200	12200	12236	36	0.0008333333333333334	0.000819672131147541	0.0008172605426610003	-1.6393442622950838	-1.928734880679972
prefix	miss	81	585	Charged1	44	charged(51) 100-25	1	10	1200	12200	12236	36	0.0008333333333333334	0.000819672131147541	0.0008172605426610003	-1.6393442622950838	-1.928734880679972
prefix	miss	81	587	Charged1	44	charged(52) 15-25	1	10	1200	12200	12236	36	0.0008333333333333334	0.000819672131147541	0.0008172605426610003	-1.6393442622950838	-1.928734880679972
prefix	miss	81	591	Charged1	44	charged(54) 300-1	1	10	1200	12200	12236	36	0.0008333333333333334	0.000819672131147541	0.0008172605426610003	-1.6393442622950838	-1.928734880679972
prefix	miss	81	595	Charged1	44	charged(56) 300-22	1	10	1200	12200	12236	36	0.0008333333333333334	0.000819672131147541	0.0008172605426610003	-1.6393442622950838	-1.928734880679972
prefix	miss	81	597	Charged1	44	charged(57) 25-15	1	10	1200	12200	12236	36	0.0008333333333333334	0.000819672131147541	0.0008172605426610003	-1.6393442622950838	-1.928734880679972
prefix	miss	81	599	Charged1	44	charged(58) 15-10	1	10	1200	12200	12236	36	0.0008333333333333334	0.000819672131147541	0.0008172605426610003	-1.6393442622950838	-1.928734880679972
prefix	miss	81	601	Charged1	44	charged(59) 200-17	1	10	1200	12200	12236	36	0.0008333333333333334	0.000819672131147541	0.0008172605426610003	-1.6393442622950838	-1.928734880679972
prefix	miss	81	603	Charged1	44	charged(60) 35-15	1	10	1200	12200	12236	36	0.0008333333333333334	0.000819672131147541	0.0008172605426610003	-1.6393442622950838	-1.928734880679972
prefix	miss	81	605	Charged1	44	charged(62) 250-25	1	10	1200	12200	12236	36	0.0008333333333333334	0.000819672131147541	0.0008172605426610003	-1.6393442622950838	-1.928734880679972
prefix	miss	81	607	Charged1	44	charged(64) 300-25	1	10	1200	12200	12236	36	0.0008333333333333334	0.000819672131147541	0.0008172605426610003	-1.6393442622950838	-1.928734880679972
prefix	miss	81	609	Charged1	44	charged(66) 75-15	1	10	1200	12200	12236	36	0.0008333333333333334	0.000819672131147541	0.0008172605426610003	-1.6393442622950838	-1.928734880679972
prefix	miss	81	613	Charged1	44	charged(68) 30-15	1	10	1200	12200	12236	36	0.0008333333333333334	0.000819672131147541	0.0008172605426610003	-1.6393442622950838	-1.928734880679972
prefix	miss	81	615	Charged1	44	charged(70) 25-10	1	10	1200	12200	12236	36	0.0008333333333333334	0.000819672131147541	0.0008172605426610003	-1.6393442622950838	-1.928734880679972
prefix	miss	81	617	Charged1	44	charged(71) 25-12	1	10	1200	12200	12236	36	0.0008333333333333334	0.000819672131147541	0.0008172605426610003	-1.6393442622950838	-1.928734880679972
prefix	miss	81	619	Charged1	44	charged(72) 25-18	1	10	1200	12200	12236	36	0.0008333333333333334	0.000819672131147541	0.0008172605426610003	-1.6393442622950838	-1.928734880679972
prefix	miss	81	623	Charged1	44	charged(74) 150-15	1	10	1200	12200	12236	36	0.0008333333333333334	0.000819672131147541	0.0008172605426610003	-1.6393442622950838	-1.928734880679972
prefix	miss	81	627	Charged1	44	charged(76) 75-10	1	10	1200	12200	12236	36	0.0008333333333333334	0.000819672131147541	0.0008172605426610003	-1.6393442622950838	-1.928734880679972
prefix	miss	81	629	Charged1	44	charged(77) 65-12	1	10	1200	12200	12236	36	0.0008333333333333334	0.000819672131147541	0.0008172605426610003	-1.6393442622950838	-1.928734880679972
prefix	miss	81	631	Charged1	44	charged(78) 35-25	1	10	1200	12200	12236	36	0.0008333333333333334	0.000819672131147541	0.0008172605426610003	-1.6393442622950838	-1.928734880679972
prefix	miss	81	633	Charged1	44	charged(80) 50-20	1	10	1200	12200	12236	36	0.0008333333333333334	0.000819672131147541	0.0008172605426610003	-1.6393442622950838	-1.928734880679972
prefix	miss	81	635	Charged1	44	charged(81) 35-17	1	10	1200	12200	12236	36	0.0008333333333333334	0.000819672131147541	0.0008172605426610003	-1.6393442622950838	-1.928734880679972
prefix	miss	81	637	Charged1	44	charged(82) 35-15	1	10	1200	12200	12236	36	0.0008333333333333334	0.000819672131147541	0.0008172605426610003	-1.6393442622950838	-1.928734880679972
prefix	miss	81	641	Charged1	44	charged(84) 300-20	1	10	1200	12200	12236	36	0.0008333333333333334	0.000819672131147541	0.0008172605426610003	-1.6393442622950838	-1.928734880679972
prefix	miss	81	643	Charged1	44	charged(85) 15-18	1	10	1200	12200	12236	36	0.0008333333333333334	0.000819672131147541	0.0008172605426610003	-1.6393442622950838	-1.928734880679972
prefix	miss	81	647	Charged1	44	charged(87) 35-15	1	10	1200	12200	12236	36	0.0008333333333333334	0.000819672131147541	0.0008172605426610003	-1.6393442622950838	-1.928734880679972
prefix	miss	81	649	Charged1	44	charged(88) 55-14	1	10	1200	12200	12236	36	0.0008333333333333334	0.000819672131147541	0.0008172605426610003	-1.6393442622950838	-1.928734880679972
prefix	miss	81	651	Charged1	44	charged(90) 35-21	1	10	1200	12200	12236	36	0.0008333333333333334	0.000819672131147541	0.0008172605426610003	-1.6393442622950838	-1.928734880679972
prefix	miss	81	653	Charged1	44	charged(91) 35-22	1	10	1200	12200	12236	36	0.0008333333333333334	0.000819672131147541	0.0008172605426610003	-1.6393442622950838	-1.928734880679972
prefix	miss	81	655	Charged1	44	charged(92) 300-19	1	10	1200	12200	12236	36	0.0008333333333333334	0.000819672131147541	0.0008172605426610003	-1.6393442622950838	-1.928734880679972
prefix	miss	81	657	Charged1	44	charged(93) 200-23	1	10	1200	12200	12236	36	0.0008333333333333334	0.000819672131147541	0.0008172605426610003	-1.6393442622950838	-1.928734880679972
prefix	miss	81	659	Charged1	44	charged(94) 10-24	1	10	1200	12200	12236	36	0.0008333333333333334	0.000819672131147541	0.0008172605426610003	-1.6393442622950838	-1.928734880679972
prefix	miss	81	661	Charged1	44	charged(95) 35-10	1	10	1200	12200	12236	36	0.0008333333333333334	0.000819672131147541	0.0008172605426610003	-1.6393442622950838	-1.928734880679972
prefix	miss	90	9	Merciless	111	dmg% 101-125	150	1500	1216	12160	12196	36	0.12335526315789473	0.12335526315789473	0.12299114463758609	0.0	-0.2951787471302092
prefix	miss	90	10	Merciless	111	dmg% 126-150	150	1500	1216	12160	12196	36	0.12335526315789473	0.12335526315789473	0.12299114463758609	0.0	-0.2951787471302092
prefix	miss	90	11	Ferocious	111	dmg% 151-200	114	1140	1216	12160	12196	36	0.09375	0.09375	0.09347326992456544	0.0	-0.2951787471301981
prefix	miss	90	12	Ferocious	111	dmg% 210-233	114	1140	1216	12160	12196	36	0.09375	0.09375	0.09347326992456544	0.0	-0.2951787471301981
prefix	miss	90	13	Cruel	111	dmg% 234-266	114	1140	1216	12160	12196	36	0.09375	0.09375	0.09347326992456544	0.0	-0.2951787471301981
prefix	miss	90	14	Cruel	111	dmg% 267-300	114	1140	1216	12160	12196	36	0.09375	0.09375	0.09347326992456544	0.0	-0.2951787471301981
prefix	miss	90	22	Paradox	111	dmg%/lvl(8) -	2	20	1216	12160	12196	36	0.001644736842105263	0.001644736842105263	0.0016398819285011479	0.0	-0.2951787471302092
prefix	miss	90	23	Paradox	111	dmg%/lvl(12) -	2	20	1216	12160	12196	36	0.001644736842105263	0.001644736842105263	0.0016398819285011479	0.0	-0.2951787471302092
prefix	miss	90	24	Paradox	111	dmg%/lvl(16) -	2	20	1216	12160	12196	36	0.001644736842105263	0.001644736842105263	0.0016398819285011479	0.0	-0.2951787471302092
prefix	miss	90	25	Paradox	111	dmg%/lvl(24) -	2	20	1216	12160	12196	36	0.001644736842105263	0.001644736842105263	0.0016398819285011479	0.0	-0.2951787471302092
prefix	miss	90	26	Paradox	111	dmg%/lvl(32) -	2	20	1216	12160	12196	36	0.001644736842105263	0.001644736842105263	0.0016398819285011479	0.0	-0.2951787471302092
prefix	miss	90	55	Lord's	111	att 151-175; dmg% 101-133	4	40	1216	12160	12196	36	0.003289473684210526	0.003289473684210526	0.0032797638570022957	0.0	-0.2951787471302092
prefix	miss	90	56	Lord's	111	deadly 8-16; dmg% 101-133	2	20	1216	12160	12196	36	0.001644736842105263	0.001644736842105263	0.0016398819285011479	0.0	-0.2951787471302092
prefix	miss	90	57	Lord's	111	crush 8-16; dmg% 101-133	2	20	1216	12160	12196	36	0.001644736842105263	0.001644736842105263	0.0016398819285011479	0.0	-0.2951787471302092
prefix	miss	90	58	Lord's	111	openwounds 45-57; dmg% 101-133	2	20	1216	12160	12196	36	0.001644736842105263	0.001644736842105263	0.0016398819285011479	0.0	-0.2951787471302092
prefix	miss	90	59	Overlord's	111	att 176-200; dmg% 134-166	4	40	1216	12160	12196	36	0.003289473684210526	0.003289473684210526	0.0032797638570022957	0.0	-0.2951787471302092
prefix	miss	90	60	Overlord's	111	deadly 9-18; dmg% 134-166	2	20	1216	12160	12196	36	0.001644736842105263	0.001644736842105263	0.0016398819285011479	0.0	-0.2951787471302092
prefix	miss	90	61	Overlord's	111	crush 9-18; dmg% 134-166	2	20	1216	12160	12196	36	0.001644736842105263	0.001644736842105263	0.0016398819285011479	0.0	-0.2951787471302092
prefix	miss	90	62	Overlord's	111	openwounds 58-67; dmg% 134-166	2	20	1216	12160	12196	36	0.001644736842105263	0.001644736842105263	0.0016398819285011479	0.0	-0.2951787471302092
