side	sample_item	line	group	name	mods	current_freq	proposed_freq	current_pool_weight	after_regular_weight	after_greater_weight	after_total_weight	before_per_slot	after_per_slot_existing_only	after_per_slot_with_greater	existing_only_relative_delta	with_greater_relative_delta
prefix	axe	717	44	Charged1	charged(249) 100-30	1	10	1238	12380	92	12472	0.0008077544426494346	0.0008077544426494346	0.0008017960230917255	0.0	-0.0073765234124438805
prefix	axe	719	44	Charged1	charged(250) 100-28	1	10	1238	12380	92	12472	0.0008077544426494346	0.0008077544426494346	0.0008017960230917255	0.0	-0.0073765234124438805
prefix	axe	725	44	Charged1	charged(258) 25-12	1	10	1238	12380	92	12472	0.0008077544426494346	0.0008077544426494346	0.0008017960230917255	0.0	-0.0073765234124438805
prefix	axe	731	44	Charged1	charged(264) 55-15	1	10	1238	12380	92	12472	0.0008077544426494346	0.0008077544426494346	0.0008017960230917255	0.0	-0.0073765234124438805
prefix	axe	734	44	Charged1	charged(267) 35-12	1	10	1238	12380	92	12472	0.0008077544426494346	0.0008077544426494346	0.0008017960230917255	0.0	-0.0073765234124438805
prefix	axe	736	44	Charged1	charged(268) 15-15	1	10	1238	12380	92	12472	0.0008077544426494346	0.0008077544426494346	0.0008017960230917255	0.0	-0.0073765234124438805
prefix	axe	744	44	Charged1	charged(276) 100-17	1	10	1238	12380	92	12472	0.0008077544426494346	0.0008077544426494346	0.0008017960230917255	0.0	-0.0073765234124438805
prefix	axe	746	44	Charged1	charged(277) 35-20	1	10	1238	12380	92	12472	0.0008077544426494346	0.0008077544426494346	0.0008017960230917255	0.0	-0.0073765234124438805
prefix	axe	748	44	Charged1	charged(278) 55-19	1	10	1238	12380	92	12472	0.0008077544426494346	0.0008077544426494346	0.0008017960230917255	0.0	-0.0073765234124438805
prefix	axe	750	44	Charged1	charged(279) 10-18	1	10	1238	12380	92	12472	0.0008077544426494346	0.0008077544426494346	0.0008017960230917255	0.0	-0.0073765234124438805
prefix	boot	163	101	Eocene	ac/lvl(12) -	4	40	777	7770	156	7926	0.005148005148005148	0.005148005148005148	0.005046681806712087	0.0	-0.019682059046177147
prefix	boot	165	101	Paleocene	ac/lvl(16) -	2	20	777	7770	156	7926	0.002574002574002574	0.002574002574002574	0.0025233409033560434	0.0	-0.019682059046177147
prefix	boot	172	101	Saintly	ac% 81-100	110	1100	777	7770	156	7926	0.14157014157014158	0.14157014157014158	0.13878374968458237	0.0	-0.01968205904617737
prefix	boot	173	101	Holy	ac% 101-133	110	1100	777	7770	156	7926	0.14157014157014158	0.14157014157014158	0.13878374968458237	0.0	-0.01968205904617737
prefix	boot	174	101	Hallowed	ac% 134-166	110	1100	777	7770	156	7926	0.14157014157014158	0.14157014157014158	0.13878374968458237	0.0	-0.01968205904617737
prefix	boot	175	101	Godly	ac% 167-200	110	1100	777	7770	156	7926	0.14157014157014158	0.14157014157014158	0.13878374968458237	0.0	-0.01968205904617737
prefix	boot	176	101	Godly	ac% 201-225	110	1100	777	7770	156	7926	0.14157014157014158	0.14157014157014158	0.13878374968458237	0.0	-0.01968205904617737
prefix	boot	177	101	Paradox	ac%/lvl(8) -	24	240	777	7770	156	7926	0.03088803088803089	0.03088803088803089	0.03028009084027252	0.0	-0.019682059046177147
prefix	boot	178	101	Paradox	ac%/lvl(16) -	24	240	777	7770	156	7926	0.03088803088803089	0.03088803088803089	0.03028009084027252	0.0	-0.019682059046177147
prefix	boot	179	101	Ghostly	ac% 25-40, ethereal 1-1, rep-dur(10) -	4	40	777	7770	156	7926	0.005148005148005148	0.005148005148005148	0.005046681806712087	0.0	-0.019682059046177147
prefix	boot	180	101	Spectral1	ac% 41-60, ethereal 1-1, rep-dur(10) -	4	40	777	7770	156	7926	0.005148005148005148	0.005148005148005148	0.005046681806712087	0.0	-0.019682059046177147
prefix	boot	181	101	Phantom1	ac% 61-80, ethereal 1-1, rep-dur(10) -	4	40	777	7770	156	7926	0.005148005148005148	0.005148005148005148	0.005046681806712087	0.0	-0.019682059046177147
prefix	boot	182	101	Wraithly1	ac% 81-100, ethereal 1-1, rep-dur(10) -	4	40	777	7770	156	7926	0.005148005148005148	0.005148005148005148	0.005046681806712087	0.0	-0.019682059046177147
prefix	boot	350	117	Lapis	res-cold 11-20	8	80	777	7770	156	7926	0.010296010296010296	0.010296010296010296	0.010093363613424174	0.0	-0.019682059046177147
prefix	boot	352	117	Cobalt	res-cold 21-30	6	60	777	7770	156	7926	0.007722007722007722	0.007722007722007722	0.00757002271006813	0.0	-0.019682059046177147
prefix	boot	354	117	Sapphire	res-cold 31-40	6	60	777	7770	156	7926	0.007722007722007722	0.007722007722007722	0.00757002271006813	0.0	-0.019682059046177147
prefix	boot	359	118	Garnet	res-fire 21-30	6	60	777	7770	156	7926	0.007722007722007722	0.007722007722007722	0.00757002271006813	0.0	-0.019682059046177147
prefix	boot	361	118	Ruby	res-fire 31-40	6	60	777	7770	156	7926	0.007722007722007722	0.007722007722007722	0.00757002271006813	0.0	-0.019682059046177147
prefix	boot	365	119	Ocher	res-ltng 11-20	8	80	777	7770	156	7926	0.010296010296010296	0.010296010296010296	0.010093363613424174	0.0	-0.019682059046177147
prefix	boot	367	119	Coral	res-ltng 21-30	6	60	777	7770	156	7926	0.007722007722007722	0.007722007722007722	0.00757002271006813	0.0	-0.019682059046177147
prefix	boot	369	119	Amber	res-ltng 31-40	6	60	777	7770	156	7926	0.007722007722007722	0.007722007722007722	0.00757002271006813	0.0	-0.019682059046177147
prefix	boot	373	120	Viridian	res-pois 11-20	8	80	777	7770	156	7926	0.010296010296010296	0.010296010296010296	0.010093363613424174	0.0	-0.019682059046177147
prefix	boot	375	120	Jade	res-pois 21-30	6	60	777	7770	156	7926	0.007722007722007722	0.007722007722007722	0.00757002271006813	0.0	-0.019682059046177147
prefix	boot	377	120	Emerald	res-pois 31-40	6	60	777	7770	156	7926	0.007722007722007722	0.007722007722007722	0.00757002271006813	0.0	-0.019682059046177147
prefix	boot	398	115	Serpent's	mana 11-20	4	40	777	7770	156	7926	0.005148005148005148	0.005148005148005148	0.005046681806712087	0.0	-0.019682059046177147
prefix	boot	401	115	Dragon's	mana 31-40	4	40	777	7770	156	7926	0.005148005148005148	0.005148005148005148	0.005046681806712087	0.0	-0.019682059046177147
prefix	boot	450	204	Loremaster's1	addxp 1-1	10	100	777	7770	156	7926	0.01287001287001287	0.01287001287001287	0.012616704516780217	0.0	-0.019682059046177036
prefix	boot	451	204	Loremaster's1	addxp 2-2	8	80	777	7770	156	7926	0.010296010296010296	0.010296010296010296	0.010093363613424174	0.0	-0.019682059046177147
prefix	boot	452	204	Sage's	addxp 3-3	6	60	777	7770	156	7926	0.007722007722007722	0.007722007722007722	0.00757002271006813	0.0	-0.019682059046177147
prefix	boot	455	205	Deadly	kick 1-1	4	40	777	7770	156	7926	0.005148005148005148	0.005148005148005148	0.005046681806712087	0.0	-0.019682059046177147
prefix	boot	456	205	Deadly	kick 2-2	4	40	777	7770	156	7926	0.005148005148005148	0.005148005148005148	0.005046681806712087	0.0	-0.019682059046177147
prefix	boot	457	205	Brutal	kick 3-4	4	40	777	7770	156	7926	0.005148005148005148	0.005148005148005148	0.005046681806712087	0.0	-0.019682059046177147
prefix	boot	458	205	Brutal	kick 5-6	4	40	777	7770	156	7926	0.005148005148005148	0.005148005148005148	0.005046681806712087	0.0	-0.019682059046177147
prefix	boot	459	205	Savage	kick 7-8	4	40	777	7770	156	7926	0.005148005148005148	0.005148005148005148	0.005046681806712087	0.0	-0.019682059046177147
prefix	boot	460	205	Savage	kick 9-10	4	40	777	7770	156	7926	0.005148005148005148	0.005148005148005148	0.005046681806712087	0.0	-0.019682059046177147
prefix	boot	470	206	Iron-Wrought	ac% 6-9, dur 6-10	4	40	777	7770	156	7926	0.005148005148005148	0.005148005148005148	0.005046681806712087	0.0	-0.019682059046177147
prefix	boot	471	206	Steel-Wrought	ac% 10-15, dur 11-15	4	40	777	7770	156	7926	0.005148005148005148	0.005148005148005148	0.005046681806712087	0.0	-0.019682059046177147
prefix	boot	472	206	Silver-Wrought	ac% 16-20, dur 16-20	4	40	777	7770	156	7926	0.005148005148005148	0.005148005148005148	0.005046681806712087	0.0	-0.019682059046177147
prefix	boot	473	206	Platimum-Wrought	ac% 21-30, dur 21-30	4	40	777	7770	156	7926	0.005148005148005148	0.005148005148005148	0.005046681806712087	0.0	-0.019682059046177147
prefix	boot	474	206	Titanium-Wrought	ac% 31-40, dur 31-45	4	40	777	7770	156	7926	0.005148005148005148	0.005148005148005148	0.005046681806712087	0.0	-0.019682059046177147
prefix	boot	475	206	Mithril-Wrought	ac% 41-50, dur 46-59	4	40	777	7770	156	7926	0.005148005148005148	0.005148005148005148	0.005046681806712087	0.0	-0.019682059046177147
prefix	boot	476	206	Adamantine-Wrought	ac% 51-75, dur 60-75	4	40	777	7770	156	7926	0.005148005148005148	0.005148005148005148	0.005046681806712087	0.0	-0.019682059046177147
prefix	boot	725	44	Charged1	charged(258) 25-12	1	10	777	7770	156	7926	0.001287001287001287	0.001287001287001287	0.0012616704516780217	0.0	-0.019682059046177147
prefix	glov	116	110	Gold	att 81-100	12	120	844	8440	182	8622	0.014218009478672985	0.014218009478672985	0.013917884481558803	0.0	-0.021108791463697485
prefix	glov	132	200	Fastidious1	att% 15-19	4	40	844	8440	182	8622	0.004739336492890996	0.004739336492890996	0.004639294827186268	0.0	-0.021108791463697596
prefix	glov	133	200	Meticulous1	att% 20-24	4	40	844	8440	182	8622	0.004739336492890996	0.004739336492890996	0.004639294827186268	0.0	-0.021108791463697596
prefix	glov	134	200	Veracious1	att% 25-35	2	20	844	8440	182	8622	0.002369668246445498	0.002369668246445498	0.002319647413593134	0.0	-0.021108791463697596
prefix	glov	135	111	Visionary	att%/lvl(2) -	2	20	844	8440	182	8622	0.002369668246445498	0.002369668246445498	0.002319647413593134	0.0	-0.021108791463697596
prefix	glov	163	101	Eocene	ac/lvl(12) -	4	40	844	8440	182	8622	0.004739336492890996	0.004739336492890996	0.004639294827186268	0.0	-0.021108791463697596
prefix	glov	165	101	Paleocene	ac/lvl(16) -	2	20	844	8440	182	8622	0.002369668246445498	0.002369668246445498	0.002319647413593134	0.0	-0.021108791463697596
prefix	glov	172	101	Saintly	ac% 81-100	110	1100	844	8440	182	8622	0.13033175355450238	0.13033175355450238	0.12758060774762237	0.0	-0.021108791463697596
prefix	glov	173	101	Holy	ac% 101-133	110	1100	844	8440	182	8622	0.13033175355450238	0.13033175355450238	0.12758060774762237	0.0	-0.021108791463697596
prefix	glov	174	101	Hallowed	ac% 134-166	110	1100	844	8440	182	8622	0.13033175355450238	0.13033175355450238	0.12758060774762237	0.0	-0.021108791463697596
prefix	glov	175	101	Godly	ac% 167-200	110	1100	844	8440	182	8622	0.13033175355450238	0.13033175355450238	0.12758060774762237	0.0	-0.021108791463697596
prefix	glov	176	101	Godly	ac% 201-225	110	1100	844	8440	182	8622	0.13033175355450238	0.13033175355450238	0.12758060774762237	0.0	-0.021108791463697596
prefix	glov	177	101	Paradox	ac%/lvl(8) -	24	240	844	8440	182	8622	0.02843601895734597	0.02843601895734597	0.027835768963117607	0.0	-0.021108791463697485
prefix	glov	178	101	Paradox	ac%/lvl(16) -	24	240	844	8440	182	8622	0.02843601895734597	0.02843601895734597	0.027835768963117607	0.0	-0.021108791463697485
prefix	glov	179	101	Ghostly	ac% 25-40, ethereal 1-1, rep-dur(10) -	4	40	844	8440	182	8622	0.004739336492890996	0.004739336492890996	0.004639294827186268	0.0	-0.021108791463697596
prefix	glov	180	101	Spectral1	ac% 41-60, ethereal 1-1, rep-dur(10) -	4	40	844	8440	182	8622	0.004739336492890996	0.004739336492890996	0.004639294827186268	0.0	-0.021108791463697596
prefix	glov	181	101	Phantom1	ac% 61-80, ethereal 1-1, rep-dur(10) -	4	40	844	8440	182	8622	0.004739336492890996	0.004739336492890996	0.004639294827186268	0.0	-0.021108791463697596
prefix	glov	182	101	Wraithly1	ac% 81-100, ethereal 1-1, rep-dur(10) -	4	40	844	8440	182	8622	0.004739336492890996	0.004739336492890996	0.004639294827186268	0.0	-0.021108791463697596
prefix	glov	239	125	Fletcher's	skilltab(0) 1-1	2	20	844	8440	182	8622	0.002369668246445498	0.002369668246445498	0.002319647413593134	0.0	-0.021108791463697596
prefix	glov	240	125	Bowyer's	skilltab(0) 2-2	2	20	844	8440	182	8622	0.002369668246445498	0.002369668246445498	0.002319647413593134	0.0	-0.021108791463697596
prefix	glov	241	125	Archer's	skilltab(0) 3-3	2	20	844	8440	182	8622	0.002369668246445498	0.002369668246445498	0.002319647413593134	0.0	-0.021108791463697596
prefix	glov	242	125	Acrobat's	skilltab(1) 1-1	2	20	844	8440	182	8622	0.002369668246445498	0.002369668246445498	0.002319647413593134	0.0	-0.021108791463697596
prefix	glov	243	125	Gymnast's	skilltab(1) 2-2	2	20	844	8440	182	8622	0.002369668246445498	0.002369668246445498	0.002319647413593134	0.0	-0.021108791463697596
prefix	glov	244	125	Athlete's	skilltab(1) 3-3	2	20	844	8440	182	8622	0.002369668246445498	0.002369668246445498	0.002319647413593134	0.0	-0.021108791463697596
prefix	glov	245	125	Harpoonist's	skilltab(2) 1-1	2	20	844	8440	182	8622	0.002369668246445498	0.002369668246445498	0.002319647413593134	0.0	-0.021108791463697596
prefix	glov	246	125	Spearmaiden's	skilltab(2) 2-2	2	20	844	8440	182	8622	0.002369668246445498	0.002369668246445498	0.002319647413593134	0.0	-0.021108791463697596
prefix	glov	247	125	Lancer's	skilltab(2) 3-3	2	20	844	8440	182	8622	0.002369668246445498	0.002369668246445498	0.002319647413593134	0.0	-0.021108791463697596
prefix	glov	299	125	Shogukusha's	skilltab(20) 1-1	2	20	844	8440	182	8622	0.002369668246445498	0.002369668246445498	0.002319647413593134	0.0	-0.021108791463697596
prefix	glov	300	125	Sensei's	skilltab(20) 2-2	2	20	844	8440	182	8622	0.002369668246445498	0.002369668246445498	0.002319647413593134	0.0	-0.021108791463697596
prefix	glov	301	125	Kenshi's	skilltab(20) 3-3	2	20	844	8440	182	8622	0.002369668246445498	0.002369668246445498	0.002319647413593134	0.0	-0.021108791463697596
prefix	glov	350	117	Lapis	res-cold 11-20	8	80	844	8440	182	8622	0.009478672985781991	0.009478672985781991	0.009278589654372536	0.0	-0.021108791463697596
prefix	glov	352	117	Cobalt	res-cold 21-30	6	60	844	8440	182	8622	0.0071090047393364926	0.0071090047393364926	0.006958942240779402	0.0	-0.021108791463697485
prefix	glov	359	118	Garnet	res-fire 21-30	6	60	844	8440	182	8622	0.0071090047393364926	0.0071090047393364926	0.006958942240779402	0.0	-0.021108791463697485
prefix	glov	365	119	Ocher	res-ltng 11-20	8	80	844	8440	182	8622	0.009478672985781991	0.009478672985781991	0.009278589654372536	0.0	-0.021108791463697596
prefix	glov	367	119	Coral	res-ltng 21-30	6	60	844	8440	182	8622	0.0071090047393364926	0.0071090047393364926	0.006958942240779402	0.0	-0.021108791463697485
prefix	glov	373	120	Viridian	res-pois 11-20	8	80	844	8440	182	8622	0.009478672985781991	0.009478672985781991	0.009278589654372536	0.0	-0.021108791463697596
prefix	glov	375	120	Jade	res-pois 21-30	6	60	844	8440	182	8622	0.0071090047393364926	0.0071090047393364926	0.006958942240779402	0.0	-0.021108791463697485
prefix	glov	398	115	Serpent's	mana 11-20	4	40	844	8440	182	8622	0.004739336492890996	0.004739336492890996	0.004639294827186268	0.0	-0.021108791463697596
prefix	glov	401	115	Dragon's	mana 31-40	4	40	844	8440	182	8622	0.004739336492890996	0.004739336492890996	0.004639294827186268	0.0	-0.021108791463697596
prefix	glov	441	202	Fracturing1	crush 11-15	4	40	844	8440	182	8622	0.004739336492890996	0.004739336492890996	0.004639294827186268	0.0	-0.021108791463697596
prefix	glov	442	202	Crushing1	crush 16-20	4	40	844	8440	182	8622	0.004739336492890996	0.004739336492890996	0.004639294827186268	0.0	-0.021108791463697596
prefix	glov	444	202	Lethal	deadly 11-15	4	40	844	8440	182	8622	0.004739336492890996	0.004739336492890996	0.004639294827186268	0.0	-0.021108791463697596
prefix	glov	445	202	Fatal	deadly 16-20	4	40	844	8440	182	8622	0.004739336492890996	0.004739336492890996	0.004639294827186268	0.0	-0.021108791463697596
prefix	glov	450	204	Loremaster's1	addxp 1-1	10	100	844	8440	182	8622	0.011848341232227487	0.011848341232227487	0.011598237067965669	0.0	-0.021108791463697485
prefix	glov	451	204	Loremaster's1	addxp 2-2	8	80	844	8440	182	8622	0.009478672985781991	0.009478672985781991	0.009278589654372536	0.0	-0.021108791463697596
prefix	glov	452	204	Sage's	addxp 3-3	6	60	844	8440	182	8622	0.0071090047393364926	0.0071090047393364926	0.006958942240779402	0.0	-0.021108791463697485
prefix	glov	470	206	Iron-Wrought	ac% 6-9, dur 6-10	4	40	844	8440	182	8622	0.004739336492890996	0.004739336492890996	0.004639294827186268	0.0	-0.021108791463697596
prefix	glov	471	206	Steel-Wrought	ac% 10-15, dur 11-15	4	40	844	8440	182	8622	0.004739336492890996	0.004739336492890996	0.004639294827186268	0.0	-0.021108791463697596
prefix	glov	472	206	Silver-Wrought	ac% 16-20, dur 16-20	4	40	844	8440	182	8622	0.004739336492890996	0.004739336492890996	0.004639294827186268	0.0	-0.021108791463697596
prefix	glov	473	206	Platimum-Wrought	ac% 21-30, dur 21-30	4	40	844	8440	182	8622	0.004739336492890996	0.004739336492890996	0.004639294827186268	0.0	-0.021108791463697596
prefix	glov	474	206	Titanium-Wrought	ac% 31-40, dur 31-45	4	40	844	8440	182	8622	0.004739336492890996	0.004739336492890996	0.004639294827186268	0.0	-0.021108791463697596
prefix	glov	475	206	Mithril-Wrought	ac% 41-50, dur 46-59	4	40	844	8440	182	8622	0.004739336492890996	0.004739336492890996	0.004639294827186268	0.0	-0.021108791463697596
prefix	glov	476	206	Adamantine-Wrought	ac% 51-75, dur 60-75	4	40	844	8440	182	8622	0.004739336492890996	0.004739336492890996	0.004639294827186268	0.0	-0.021108791463697596
prefix	glov	521	44	Charged1	charged(8) 33-11	1	10	844	8440	182	8622	0.001184834123222749	0.001184834123222749	0.001159823706796567	0.0	-0.021108791463697596
prefix	glov	527	44	Charged1	charged(12) 300-25	1	10	844	8440	182	8622	0.001184834123222749	0.001184834123222749	0.001159823706796567	0.0	-0.021108791463697596
prefix	glov	535	44	Charged1	charged(17) 35-15	1	10	844	8440	182	8622	0.001184834123222749	0.001184834123222749	0.001159823706796567	0.0	-0.021108791463697596
prefix	glov	543	44	Charged1	charged(22) 300-23	1	10	844	8440	182	8622	0.001184834123222749	0.001184834123222749	0.001159823706796567	0.0	-0.021108791463697596
prefix	glov	545	44	Charged1	charged(24) 300-20	1	10	844	8440	182	8622	0.001184834123222749	0.001184834123222749	0.001159823706796567	0.0	-0.021108791463697596
prefix	glov	549	44	Charged1	charged(27) 300-21	1	10	844	8440	182	8622	0.001184834123222749	0.001184834123222749	0.001159823706796567	0.0	-0.021108791463697596
prefix	glov	551	44	Charged1	charged(30) 300-17	1	10	844	8440	182	8622	0.001184834123222749	0.001184834123222749	0.001159823706796567	0.0	-0.021108791463697596
prefix	glov	553	44	Charged1	charged(31) 300-22	1	10	844	8440	182	8622	0.001184834123222749	0.001184834123222749	0.001159823706796567	0.0	-0.021108791463697596
prefix	glov	555	44	Charged1	charged(34) 300-15	1	10	844	8440	182	8622	0.001184834123222749	0.001184834123222749	0.001159823706796567	0.0	-0.021108791463697596
prefix	glov	557	44	Charged1	charged(35) 300-15	1	10	844	8440	182	8622	0.001184834123222749	0.001184834123222749	0.001159823706796567	0.0	-0.021108791463697596
prefix	glov	619	44	Charged1	charged(72) 25-18	1	10	844	8440	182	8622	0.001184834123222749	0.001184834123222749	0.001159823706796567	0.0	-0.021108791463697596
prefix	glov	621	44	Charged1	charged(73) 20-18	1	10	844	8440	182	8622	0.001184834123222749	0.001184834123222749	0.001159823706796567	0.0	-0.021108791463697596
prefix	glov	655	44	Charged1	charged(92) 300-19	1	10	844	8440	182	8622	0.001184834123222749	0.001184834123222749	0.001159823706796567	0.0	-0.021108791463697596
prefix	glov	675	44	Charged1	charged(121) 125-24	1	10	844	8440	182	8622	0.001184834123222749	0.001184834123222749	0.001159823706796567	0.0	-0.021108791463697596
prefix	glov	744	44	Charged1	charged(276) 100-17	1	10	844	8440	182	8622	0.001184834123222749	0.001184834123222749	0.001159823706796567	0.0	-0.021108791463697596
prefix	glov	748	44	Charged1	charged(278) 55-19	1	10	844	8440	182	8622	0.001184834123222749	0.001184834123222749	0.001159823706796567	0.0	-0.021108791463697596
prefix	glov	751	125	Burning	skilltab(3) 1-1	2	20	844	8440	182	8622	0.002369668246445498	0.002369668246445498	0.002319647413593134	0.0	-0.021108791463697596
prefix	glov	752	125	Sparking	skilltab(4) 1-1	2	20	844	8440	182	8622	0.002369668246445498	0.002369668246445498	0.002319647413593134	0.0	-0.021108791463697596
prefix	glov	753	125	Chilling	skilltab(5) 1-1	2	20	844	8440	182	8622	0.002369668246445498	0.002369668246445498	0.002319647413593134	0.0	-0.021108791463697596
prefix	glov	754	125	Hexing	skilltab(6) 1-1	2	20	844	8440	182	8622	0.002369668246445498	0.002369668246445498	0.002319647413593134	0.0	-0.021108791463697596
prefix	glov	755	125	Fungal	skilltab(7) 1-1	2	20	844	8440	182	8622	0.002369668246445498	0.002369668246445498	0.002319647413593134	0.0	-0.021108791463697596
prefix	glov	756	125	Graverobber's	skilltab(8) 1-1	2	20	844	8440	182	8622	0.002369668246445498	0.002369668246445498	0.002319647413593134	0.0	-0.021108791463697596
prefix	glov	757	125	Lion Branded	skilltab(9) 1-1	2	20	844	8440	182	8622	0.002369668246445498	0.002369668246445498	0.002319647413593134	0.0	-0.021108791463697596
prefix	glov	758	125	Captain's	skilltab(10) 1-1	2	20	844	8440	182	8622	0.002369668246445498	0.002369668246445498	0.002319647413593134	0.0	-0.021108791463697596
prefix	glov	759	125	Preserver's	skilltab(11) 1-1	2	20	844	8440	182	8622	0.002369668246445498	0.002369668246445498	0.002319647413593134	0.0	-0.021108791463697596
prefix	glov	760	125	Expert's	skilltab(12) 1-1	2	20	844	8440	182	8622	0.002369668246445498	0.002369668246445498	0.002319647413593134	0.0	-0.021108791463697596
prefix	glov	761	125	Fanatic	skilltab(13) 1-1	2	20	844	8440	182	8622	0.002369668246445498	0.002369668246445498	0.002319647413593134	0.0	-0.021108791463697596
prefix	glov	762	125	Sounding	skilltab(14) 1-1	2	20	844	8440	182	8622	0.002369668246445498	0.002369668246445498	0.002319647413593134	0.0	-0.021108791463697596
prefix	glov	763	125	Trainer's	skilltab(15) 1-1	2	20	844	8440	182	8622	0.002369668246445498	0.002369668246445498	0.002319647413593134	0.0	-0.021108791463697596
prefix	glov	764	125	Spiritual	skilltab(16) 1-1	2	20	844	8440	182	8622	0.002369668246445498	0.002369668246445498	0.002319647413593134	0.0	-0.021108791463697596
prefix	glov	765	125	Nature's	skilltab(17) 1-1	2	20	844	8440	182	8622	0.002369668246445498	0.002369668246445498	0.002319647413593134	0.0	-0.021108791463697596
prefix	glov	1082	125	Devil's	skilltab(21) 1-1	2	20	844	8440	182	8622	0.002369668246445498	0.002369668246445498	0.002319647413593134	0.0	-0.021108791463697596
prefix	glov	1083	125	Devil's	skilltab(22) 1-1	2	20	844	8440	182	8622	0.002369668246445498	0.002369668246445498	0.002319647413593134	0.0	-0.021108791463697596
prefix	glov	1084	125	Devil's	skilltab(23) 1-1	2	20	844	8440	182	8622	0.002369668246445498	0.002369668246445498	0.002319647413593134	0.0	-0.021108791463697596
prefix	jewl	20	105	Realgar	dmg% 21-30	10	100	160	1600	90	1690	0.0625	0.0625	0.05917159763313609	0.0	-0.053254437869822535
prefix	jewl	21	105	Ruby	dmg% 31-40	10	100	160	1600	90	1690	0.0625	0.0625	0.05917159763313609	0.0	-0.053254437869822535
prefix	jewl	105	123	Diamond	att-demon 25-50, dmg-demon 25-40	2	20	160	1600	90	1690	0.0125	0.0125	0.011834319526627219	0.0	-0.053254437869822535
prefix	jewl	111	142	Pearl	att-undead 25-50, dmg-undead 25-50	2	20	160	1600	90	1690	0.0125	0.0125	0.011834319526627219	0.0	-0.053254437869822535
prefix	jewl	123	110	Silver	att 41-60	8	80	160	1600	90	1690	0.05	0.05	0.047337278106508875	0.0	-0.053254437869822535
prefix	jewl	124	110	Argent	att 61-100	8	80	160	1600	90	1690	0.05	0.05	0.047337278106508875	0.0	-0.053254437869822535
prefix	jewl	137	103	Crimson	dmg-min 5-8	8	80	160	1600	90	1690	0.05	0.05	0.047337278106508875	0.0	-0.053254437869822535
prefix	jewl	139	104	Carmine	dmg-max 6-9	8	80	160	1600	90	1690	0.05	0.05	0.047337278106508875	0.0	-0.053254437869822535
prefix	jewl	140	104	Vermillion	dmg-max 11-15	8	80	160	1600	90	1690	0.05	0.05	0.047337278106508875	0.0	-0.053254437869822535
prefix	jewl	142	103	Sanguinary	dmg-min 4-5, dmg-max 8-12	8	80	160	1600	90	1690	0.05	0.05	0.047337278106508875	0.0	-0.053254437869822535
prefix	jewl	143	103	Bloody	dmg-min 6-8, dmg-max 13-15	8	80	160	1600	90	1690	0.05	0.05	0.047337278106508875	0.0	-0.053254437869822535
prefix	jewl	156	101	Bone	ac 21-40	8	80	160	1600	90	1690	0.05	0.05	0.047337278106508875	0.0	-0.053254437869822535
prefix	jewl	157	101	Ivory	ac 41-64	8	80	160	1600	90	1690	0.05	0.05	0.047337278106508875	0.0	-0.053254437869822535
prefix	jewl	356	117	Sapphire	res-cold 16-30	8	80	160	1600	90	1690	0.05	0.05	0.047337278106508875	0.0	-0.053254437869822535
prefix	jewl	363	117	Ruby	res-fire 16-30	8	80	160	1600	90	1690	0.05	0.05	0.047337278106508875	0.0	-0.053254437869822535
prefix	jewl	371	117	Ambergris	res-ltng 16-30	8	80	160	1600	90	1690	0.05	0.05	0.047337278106508875	0.0	-0.053254437869822535
prefix	jewl	379	117	Jade	res-pois 16-30	8	80	160	1600	90	1690	0.05	0.05	0.047337278106508875	0.0	-0.053254437869822535
prefix	jewl	393	116	Shimmering	res-all 5-10	2	20	160	1600	90	1690	0.0125	0.0125	0.011834319526627219	0.0	-0.053254437869822535
prefix	jewl	394	116	Scintillating	res-all 11-15	2	20	160	1600	90	1690	0.0125	0.0125	0.011834319526627219	0.0	-0.053254437869822535
prefix	jewl	407	115	Turquoise	mana 16-20	4	40	160	1600	90	1690	0.025	0.025	0.023668639053254437	0.0	-0.053254437869822535
prefix	jewl	411	121	Aureolin	mana-kill 1-3	8	80	160	1600	90	1690	0.05	0.05	0.047337278106508875	0.0	-0.053254437869822535
prefix	jewl	413	107	Dun	dmg-to-mana 7-12	6	60	160	1600	90	1690	0.0375	0.0375	0.03550295857988166	0.0	-0.053254437869822424
prefix	jewl	416	112	Bright	light 1-1, att 10-10	2	20	160	1600	90	1690	0.0125	0.0125	0.011834319526627219	0.0	-0.053254437869822535
prefix	jewl	419	114	Emerald	mag% 3-7	8	80	160	1600	90	1690	0.05	0.05	0.047337278106508875	0.0	-0.053254437869822535
prefix	lcha	910	104	Forked	dmg% 10-15	6	60	279	2790	55	2845	0.021505376344086023	0.021505376344086023	0.0210896309314587	0.0	-0.019332161687170557
prefix	lcha	911	104	Serrated	dmg% 20-25	3	30	279	2790	55	2845	0.010752688172043012	0.010752688172043012	0.01054481546572935	0.0	-0.019332161687170557
prefix	lcha	918	110	Steel	att 88-102	6	60	279	2790	55	2845	0.021505376344086023	0.021505376344086023	0.0210896309314587	0.0	-0.019332161687170557
prefix	lcha	919	110	Steel	att 103-117	6	60	279	2790	55	2845	0.021505376344086023	0.021505376344086023	0.0210896309314587	0.0	-0.019332161687170557
prefix	lcha	920	110	Steel	att 118-132	6	60	279	2790	55	2845	0.021505376344086023	0.021505376344086023	0.0210896309314587	0.0	-0.019332161687170557
