side	source_file	line	name	description	spawnable	rare	phase1_scope	group	frequency	level_before	level_after	level_delta	maxlevel_before	maxlevel_after	maxlevel_delta	levelreq_before	levelreq_after	levelreq_delta	mods	itypes	etypes
prefix	magicprefix.txt	464	Silver-Wrought	+#% Enhanced Damage & Durability: # of #	1	1	yes	206	4	35	25	-10				18	15	-3	dmg% 36-45; dur 16-20	weap	orb, wand
prefix	magicprefix.txt	465	Platimum-Wrought	+#% Enhanced Damage & Durability: # of #	1	1	yes	206	4	47	33	-14				30	26	-4	dmg% 46-55; dur 21-30	weap	orb, wand
prefix	magicprefix.txt	466	Titanium-Wrought	+#% Enhanced Damage & Durability: # of #	1	1	yes	206	4	61	43	-18				45	38	-7	dmg% 56-65; dur 31-45	weap	orb, wand
prefix	magicprefix.txt	467	Mithril-Wrought	+#% Enhanced Damage & Durability: # of #	1	1	yes	206	4	73	51	-22				55	47	-8	dmg% 66-80; dur 46-59	weap	orb, wand
prefix	magicprefix.txt	468	Adamantine-Wrought	+#% Enhanced Damage & Durability: # of #	1	1	yes	206	4	87	61	-26				65	55	-10	dmg% 81-100; dur 60-75	weap	orb, wand
prefix	magicprefix.txt	469	Bronze-Wrought	+#% Enhanced Defense & Durability: # of #	1	1	yes	206	4	7	5	-2				1	1	0	ac% 3-5; dur 5-5	weap	orb, wand
prefix	magicprefix.txt	470	Iron-Wrought	+#% Enhanced Defense & Durability: # of #	1	1	yes	206	4	15	11	-4				4	3	-1	ac% 6-9; dur 6-10	armo, shld	
prefix	magicprefix.txt	471	Steel-Wrought	+#% Enhanced Defense & Durability: # of #	1	1	yes	206	4	26	18	-8				9	8	-1	ac% 10-15; dur 11-15	armo, shld	
prefix	magicprefix.txt	472	Silver-Wrought	+#% Enhanced Defense & Durability: # of #	1	1	yes	206	4	35	25	-10				18	15	-3	ac% 16-20; dur 16-20	armo, shld	
prefix	magicprefix.txt	473	Platimum-Wrought	+#% Enhanced Defense & Durability: # of #	1	1	yes	206	4	47	33	-14				30	26	-4	ac% 21-30; dur 21-30	armo, shld	
prefix	magicprefix.txt	474	Titanium-Wrought	+#% Enhanced Defense & Durability: # of #	1	1	yes	206	4	61	43	-18				45	38	-7	ac% 31-40; dur 31-45	armo, shld	
prefix	magicprefix.txt	475	Mithril-Wrought	+#% Enhanced Defense & Durability: # of #	1	1	yes	206	4	73	51	-22				55	47	-8	ac% 41-50; dur 46-59	armo, shld	
prefix	magicprefix.txt	476	Adamantine-Wrought	+#% Enhanced Defense & Durability: # of #	1	1	yes	206	4	87	61	-26				65	55	-10	ac% 51-75; dur 60-75	armo, shld	
prefix	magicprefix.txt	477	Aureole	Might	1	1	yes	207	2	10	7	-3				6	5	-1	aura(98) 1-3	tors	
prefix	magicprefix.txt	478	Aureole	Prayer	1	1	yes	207	2	10	7	-3				6	5	-1	aura(99) 1-3	tors	
prefix	magicprefix.txt	479	Aureole	Holy Fire	1	1	yes	207	2	18	13	-5				12	10	-2	aura(102) 1-3	tors	
prefix	magicprefix.txt	480	Aureole	Thorns	1	1	yes	207	2	18	13	-5				12	10	-2	aura(103) 1-3	tors	
prefix	magicprefix.txt	481	Aureole	Defiance	1	1	yes	207	2	18	13	-5				12	10	-2	aura(104) 1-3	tors	
prefix	magicprefix.txt	482	Aureole	Blessed Aim	1	1	yes	207	2	18	13	-5				12	10	-2	aura(108) 1-3	tors	
prefix	magicprefix.txt	483	Aureole	Cleansing	1	1	yes	207	2	29	20	-9				18	15	-3	aura(109) 1-3	tors	
prefix	magicprefix.txt	484	Aureole	Concentration	1	1	yes	207	2	31	22	-9				20	17	-3	aura(113) 1-3	tors	
prefix	magicprefix.txt	485	Aureole	Holy Freeze	1	1	yes	207	2	35	25	-10				24	20	-4	aura(114) 1-3	tors	
prefix	magicprefix.txt	486	Aureole	Vigor	1	1	yes	207	2	37	26	-11				25	21	-4	aura(115) 1-3	tors	
prefix	magicprefix.txt	487	Aureole	Sanctuary	1	1	yes	207	2	41	29	-12				30	26	-4	aura(119) 1-3	tors	
prefix	magicprefix.txt	488	Aureole	Meditation	1	1	yes	207	2	46	32	-14				34	29	-5	aura(120) 1-3	tors	
prefix	magicprefix.txt	489	Aureole	Fanaticism	1	1	yes	207	2	53	37	-16				40	34	-6	aura(122) 1-3	tors	
prefix	magicprefix.txt	490	Aureole	Conviction	1	1	yes	207	2	57	40	-17				45	38	-7	aura(123) 1-3	tors	
prefix	magicprefix.txt	491	Aureole	Salvation	1	1	yes	207	2	62	43	-19				48	41	-7	aura(125) 1-3	tors	
prefix	magicprefix.txt	492	Pyromaniac's2	-#% to Enemy Fire Resistance	1	1	yes	209	2	33	23	-10				33	28	-5	pierce-fire 3-5	wand, orb, staf, helm	
prefix	magicprefix.txt	493	Pyromaniac's2	-#% to Enemy Fire Resistance	1	1	yes	209	2	55	39	-16				55	47	-8	pierce-fire 6-9	wand, orb, staf, helm	
prefix	magicprefix.txt	494	Pyromaniac's2	-#% to Enemy Fire Resistance	1	1	yes	209	2	77	54	-23				77	65	-12	pierce-fire 10-12	wand, orb, staf	
prefix	magicprefix.txt	495	Frost Wyrm's2	-#% to Enemy Cold Resistance	1	1	yes	209	2	33	23	-10				33	28	-5	pierce-cold 3-5	wand, orb, staf, helm	
prefix	magicprefix.txt	496	Frost Wyrm's2	-#% to Enemy Cold Resistance	1	1	yes	209	2	55	39	-16				55	47	-8	pierce-cold 6-9	wand, orb, staf, helm	
prefix	magicprefix.txt	497	Frost Wyrm's2	-#% to Enemy Cold Resistance	1	1	yes	209	2	77	54	-23				77	65	-12	pierce-cold 10-12	wand, orb, staf	
prefix	magicprefix.txt	498	Zeus's2	-#% to Enemy Lightning Resistance	1	1	yes	209	2	33	23	-10				33	28	-5	pierce-ltng 3-5	wand, orb, staf, helm	
prefix	magicprefix.txt	499	Zeus's2	-#% to Enemy Lightning Resistance	1	1	yes	209	2	55	39	-16				55	47	-8	pierce-ltng 6-9	wand, orb, staf, helm	
prefix	magicprefix.txt	500	Zeus's2	-#% to Enemy Lightning Resistance	1	1	yes	209	2	77	54	-23				77	65	-12	pierce-ltng 10-12	wand, orb, staf	
prefix	magicprefix.txt	501	Manticore's2	-#% to Enemy Poison Resistance	1	1	yes	209	2	33	23	-10				33	28	-5	pierce-pois 3-5	wand, staf, helm	
prefix	magicprefix.txt	502	Manticore's2	-#% to Enemy Poison Resistance	1	1	yes	209	2	55	39	-16				55	47	-8	pierce-pois 6-9	wand, staf, helm	
prefix	magicprefix.txt	503	Manticore's2	-#% to Enemy Poison Resistance	1	1	yes	209	2	77	54	-23				77	65	-12	pierce-pois 10-12	wand, staf	
prefix	magicprefix.txt	504	Pyromaniac's2	+#% to Fire Skill Damage	1	1	yes	209	2	33	23	-10				33	28	-5	extra-fire 3-5	wand, orb, staf, helm	
prefix	magicprefix.txt	505	Pyromaniac's2	+#% to Fire Skill Damage	1	1	yes	209	2	55	39	-16				55	47	-8	extra-fire 6-9	wand, orb, staf, helm	
prefix	magicprefix.txt	506	Pyromaniac's2	+#% to Fire Skill Damage	1	1	yes	209	2	77	54	-23				77	65	-12	extra-fire 10-12	wand, orb, staf	
prefix	magicprefix.txt	507	Frost Wyrm's2	+#% to Cold Skill Damage	1	1	yes	209	2	33	23	-10				33	28	-5	extra-cold 3-5	wand, orb, staf, helm	
prefix	magicprefix.txt	508	Frost Wyrm's2	+#% to Cold Skill Damage	1	1	yes	209	2	55	39	-16				55	47	-8	extra-cold 6-9	wand, orb, staf, helm	
prefix	magicprefix.txt	509	Frost Wyrm's2	+#% to Cold Skill Damage	1	1	yes	209	2	77	54	-23				77	65	-12	extra-cold 10-12	wand, orb, staf	
prefix	magicprefix.txt	510	Zeus's2	+#% to Lightning Skill Damage	1	1	yes	209	2	33	23	-10				33	28	-5	extra-ltng 3-5	wand, orb, staf, helm	
prefix	magicprefix.txt	511	Zeus's2	+#% to Lightning Skill Damage	1	1	yes	209	2	55	39	-16				55	47	-8	extra-ltng 6-9	wand, orb, staf, helm	
prefix	magicprefix.txt	512	Zeus's2	+#% to Lightning Skill Damage	1	1	yes	209	2	77	54	-23				77	65	-12	extra-ltng 10-12	wand, orb, staf	
prefix	magicprefix.txt	513	Manticore's2	+#% to Poison Skill Damage	1	1	yes	209	2	33	23	-10				33	28	-5	extra-pois 3-5	wand, staf, helm	
prefix	magicprefix.txt	514	Manticore's2	+#% to Poison Skill Damage	1	1	yes	209	2	55	39	-16				55	47	-8	extra-pois 6-9	wand, staf, helm	
prefix	magicprefix.txt	515	Manticore's2	+#% to Poison Skill Damage	1	1	yes	209	2	77	54	-23				77	65	-12	extra-pois 10-12	wand, staf	
prefix	magicprefix.txt	516	Charged1	Magic Arrow	1	1	yes	44	1	1	1	0	12	8	-4	1	1	0	charged(6) 300-1	miss, abow, glov	
prefix	magicprefix.txt	517	Charged1	Magic Arrow	1	1	yes	44	1	8	6	-2	25	18	-7	10	9	-1	charged(6) 300-10	miss, abow, glov	
prefix	magicprefix.txt	518	Charged1	Fire Arrow	1	1	yes	44	1	1	1	0	18	13	-5	1	1	0	charged(7) 300-1	miss, abow, glov	
prefix	magicprefix.txt	519	Charged1	Fire Arrow	1	1	yes	44	1	12	8	-4	30	21	-9	12	10	-2	charged(7) 300-11	miss, abow, glov	
prefix	magicprefix.txt	520	Charged1	Inner Sight	1	1	yes	44	1	1	1	0	18	13	-5	1	1	0	charged(8) 33-1	amul, amaz, circ, glov	
prefix	magicprefix.txt	521	Charged1	Inner Sight	1	1	yes	44	1	30	21	-9				35	30	-5	charged(8) 33-11	glov, amul, amaz, circ	
prefix	magicprefix.txt	522	Charged1	Jab	1	1	yes	44	1	6	4	-2	24	17	-7	6	5	-1	charged(10) 300-1	aspe, ajav	
prefix	magicprefix.txt	523	Charged1	Jab	1	1	yes	44	1	18	13	-5	32	22	-10	20	17	-3	charged(10) 300-12	aspe, ajav	
prefix	magicprefix.txt	524	Charged1	Cold Arrow	1	1	yes	44	1	6	4	-2	24	17	-7	6	5	-1	charged(11) 300-1	miss, abow, glov	
prefix	magicprefix.txt	525	Charged1	Cold Arrow	1	1	yes	44	1	14	10	-4	33	23	-10	16	14	-2	charged(11) 300-9	glov, miss, abow	
prefix	magicprefix.txt	526	Charged1	Multiple Shot	1	1	yes	44	1	10	7	-3	24	17	-7	10	9	-1	charged(12) 300-5	miss, abow, glov	
prefix	magicprefix.txt	527	Charged1	Multiple Shot	1	1	yes	44	1	40	28	-12				45	38	-7	charged(12) 300-25	glov, miss, abow	
prefix	magicprefix.txt	528	Charged1	Toxic Whirl	1	1	yes	44	1	12	8	-4	30	21	-9	12	10	-2	charged(14) 300-1	spea, aspe, glov	
prefix	magicprefix.txt	529	Charged1	Toxic Whirl	1	1	yes	44	1	24	17	-7	40	28	-12	25	21	-4	charged(14) 300-13	glov, spea, aspe	
prefix	magicprefix.txt	530	Charged1	Poison Javelin	1	1	yes	44	1	12	8	-4	30	21	-9	12	10	-2	charged(15) 300-1	amul, circ, glov	
prefix	magicprefix.txt	531	Charged1	Poison Javelin	1	1	yes	44	1	25	18	-7	41	29	-12	27	23	-4	charged(15) 300-15	glov, circ, amul	
prefix	magicprefix.txt	532	Charged1	Exploding Arrow	1	1	yes	44	1	12	8	-4	30	21	-9	12	10	-2	charged(16) 300-1	miss, abow, glov	
prefix	magicprefix.txt	533	Charged1	Exploding Arrow	1	1	yes	44	1	30	21	-9	50	35	-15	30	26	-4	charged(16) 300-17	glov, miss, abow	
prefix	magicprefix.txt	534	Charged1	Slow Missiles	1	1	yes	44	1	12	8	-4	30	21	-9	12	10	-2	charged(17) 35-1	amaz, glov, amul	
prefix	magicprefix.txt	535	Charged1	Slow Missiles	1	1	yes	44	1	50	35	-15				55	47	-8	charged(17) 35-15	glov, amul, amaz	
prefix	magicprefix.txt	536	Charged1	Impale	1	1	yes	44	1	12	8	-4	30	21	-9	12	10	-2	charged(19) 300-1	spea, aspe, glov	
prefix	magicprefix.txt	537	Charged1	Impale	1	1	yes	44	1	29	20	-9	48	34	-14	29	25	-4	charged(19) 300-17	glov, spea, aspe	
prefix	magicprefix.txt	538	Charged1	Lightning Bolt	1	1	yes	44	1	12	8	-4	30	21	-9	12	10	-2	charged(20) 300-1	amul, circ, glov	
prefix	magicprefix.txt	539	Charged1	Lightning Bolt	1	1	yes	44	1	24	17	-7	40	28	-12	24	20	-4	charged(20) 300-12	glov, amul, circ	
prefix	magicprefix.txt	540	Charged1	Glacial Orb Arrow	1	1	yes	44	1	18	13	-5	36	25	-11	18	15	-3	charged(21) 300-1	miss, abow, glov	
prefix	magicprefix.txt	541	Charged1	Glacial Orb Arrow	1	1	yes	44	1	38	27	-11	70	49	-21	40	34	-6	charged(21) 300-20	glov, miss, abow	
prefix	magicprefix.txt	542	Charged1	Guided Arrow	1	1	yes	44	1	18	13	-5	36	25	-11	18	15	-3	charged(22) 300-1	miss, abow, glov	
prefix	magicprefix.txt	543	Charged1	Guided Arrow	1	1	yes	44	1	50	35	-15				55	47	-8	charged(22) 300-23	glov, miss, abow	
prefix	magicprefix.txt	544	Charged1	Charged Strike	1	1	yes	44	1	18	13	-5	36	25	-11	18	15	-3	charged(24) 300-1	spea, aspe, glov	
prefix	magicprefix.txt	545	Charged1	Charged Strike	1	1	yes	44	1	50	35	-15				50	43	-7	charged(24) 300-20	glov, spea, aspe	
prefix	magicprefix.txt	546	Charged1	Plague Javelin	1	1	yes	44	1	18	13	-5	36	25	-11	18	15	-3	charged(25) 300-1	amul, circ, glov	
prefix	magicprefix.txt	547	Charged1	Plague Javelin	1	1	yes	44	1	38	27	-11	68	48	-20	65	55	-10	charged(25) 300-19	glov, amul, circ	
prefix	magicprefix.txt	548	Charged1	Meteoric Arrow	1	1	yes	44	1	24	17	-7	42	29	-13	25	21	-4	charged(27) 300-2	miss, abow, glov	
prefix	magicprefix.txt	549	Charged1	Meteoric Arrow	1	1	yes	44	1	70	49	-21				74	63	-11	charged(27) 300-21	glov, miss, abow	
prefix	magicprefix.txt	550	Charged1	Fend	1	1	yes	44	1	24	17	-7	42	29	-13	25	21	-4	charged(30) 300-2	spea, aspe, glov	
prefix	magicprefix.txt	551	Charged1	Fend	1	1	yes	44	1	70	49	-21				75	64	-11	charged(30) 300-17	glov, spea, aspe	
prefix	magicprefix.txt	552	Charged1	Freezing Arrow	1	1	yes	44	1	30	21	-9	48	34	-14	33	28	-5	charged(31) 300-3	miss, abow, glov	
prefix	magicprefix.txt	553	Charged1	Freezing Arrow	1	1	yes	44	1	80	56	-24				74	63	-11	charged(31) 300-22	glov, miss, abow	
prefix	magicprefix.txt	554	Charged1	Lightning Strike	1	1	yes	44	1	30	21	-9	48	34	-14	33	28	-5	charged(34) 300-3	spea, aspe, glov	
prefix	magicprefix.txt	555	Charged1	Lightning Strike	1	1	yes	44	1	80	56	-24				74	63	-11	charged(34) 300-15	glov, spea, aspe	
prefix	magicprefix.txt	556	Charged1	Lightning Fury	1	1	yes	44	1	30	21	-9	48	34	-14	33	28	-5	charged(35) 300-3	amul, circ, glov	
prefix	magicprefix.txt	557	Charged1	Lightning Fury	1	1	yes	44	1	80	56	-24				74	63	-11	charged(35) 300-15	glov, amul, circ	
prefix	magicprefix.txt	558	Charged1	Fire Bolt	1	1	yes	44	1	1	1	0	18	13	-5	1	1	0	charged(36) 300-1	weap, ring, circ	
prefix	magicprefix.txt	559	Charged1	Fire Bolt	1	1	yes	44	1	11	8	-3	30	21	-9	12	10	-2	charged(36) 300-10	weap, ring, circ	
prefix	magicprefix.txt	560	Charged1	Charged Bolt	1	1	yes	44	1	1	1	0	18	13	-5	1	1	0	charged(38) 300-1	weap, ring, circ	
prefix	magicprefix.txt	561	Charged1	Charged Bolt	1	1	yes	44	1	12	8	-4	30	21	-9	13	11	-2	charged(38) 300-11	weap, ring, circ	
prefix	magicprefix.txt	562	Charged1	Ice bolt	1	1	yes	44	1	1	1	0	18	13	-5	1	1	0	charged(39) 300-1	weap, ring, circ	
prefix	magicprefix.txt	563	Charged1	Ice bolt	1	1	yes	44	1	10	7	-3	30	21	-9	9	8	-1	charged(39) 300-9	weap, ring, circ	
prefix	magicprefix.txt	564	Charged1	Frozen Armor	1	1	yes	44	1	1	1	0	18	13	-5	1	1	0	charged(40) 25-1	orb, tors	
prefix	magicprefix.txt	565	Charged1	Frozen Armor	1	1	yes	44	1	30	21	-9				35	30	-5	charged(40) 25-10	orb, tors	
prefix	magicprefix.txt	566	Charged1	Static Field	1	1	yes	44	1	6	4	-2	24	17	-7	6	5	-1	charged(42) 50-1	weap, ring, circ	
prefix	magicprefix.txt	567	Charged1	Static Field	1	1	yes	44	1	40	28	-12				45	38	-7	charged(42) 50-17	weap, ring, circ	
prefix	magicprefix.txt	568	Charged1	Telekenesis	1	1	yes	44	1	6	4	-2	24	17	-7	6	5	-1	charged(43) 50-1	weap, ring, circ	
prefix	magicprefix.txt	569	Charged1	Telekenesis	1	1	yes	44	1	26	18	-8	70	49	-21	26	22	-4	charged(43) 50-20	weap, ring, circ	
prefix	magicprefix.txt	570	Charged1	Frost Nova	1	1	yes	44	1	6	4	-2	24	17	-7	6	5	-1	charged(44) 300-1	weap, amul, circ	
prefix	magicprefix.txt	571	Charged1	Frost Nova	1	1	yes	44	1	12	8	-4	40	28	-12	15	13	-2	charged(44) 300-10	weap, amul, circ	
prefix	magicprefix.txt	572	Charged1	Ice Blast	1	1	yes	44	1	6	4	-2	24	17	-7	6	5	-1	charged(45) 300-1	weap, ring, circ	
prefix	magicprefix.txt	573	Charged1	Ice Blast	1	1	yes	44	1	15	11	-4	35	25	-10	15	13	-2	charged(45) 300-9	weap, ring, circ	
prefix	magicprefix.txt	574	Charged1	Blaze	1	1	yes	44	1	12	8	-4	30	21	-9	12	10	-2	charged(46) 75-1	staf, orb, boot	
prefix	magicprefix.txt	575	Charged1	Blaze	1	1	yes	44	1	24	17	-7	42	29	-13	24	20	-4	charged(46) 75-12	boot, staf, orb	
prefix	magicprefix.txt	576	Charged1	Fire Ball	1	1	yes	44	1	12	8	-4	30	21	-9	12	10	-2	charged(47) 300-1	weap	
prefix	magicprefix.txt	577	Charged1	Fire Ball	1	1	yes	44	1	24	17	-7	60	42	-18	30	26	-4	charged(47) 300-18	weap	
prefix	magicprefix.txt	578	Charged1	Nova	1	1	yes	44	1	12	8	-4	30	21	-9	12	10	-2	charged(48) 300-1	weap, shld	
prefix	magicprefix.txt	579	Charged1	Nova	1	1	yes	44	1	24	17	-7	58	41	-17	30	26	-4	charged(48) 300-15	weap, shld	
prefix	magicprefix.txt	580	Charged1	Lightning	1	1	yes	44	1	12	8	-4	30	21	-9	12	10	-2	charged(49) 300-1	weap	
prefix	magicprefix.txt	581	Charged1	Lightning	1	1	yes	44	1	24	17	-7	40	28	-12	24	20	-4	charged(49) 300-12	weap	
prefix	magicprefix.txt	582	Charged1	Shiver Armor	1	1	yes	44	1	12	8	-4	30	21	-9	12	10	-2	charged(50) 45-1	weap, tors	
prefix	magicprefix.txt	583	Charged1	Shiver Armor	1	1	yes	44	1	50	35	-15				55	47	-8	charged(50) 45-16	weap, tors	
prefix	magicprefix.txt	584	Charged1	Fire Wall	1	1	yes	44	1	18	13	-5	36	25	-11	18	15	-3	charged(51) 100-1	weap	
prefix	magicprefix.txt	585	Charged1	Fire Wall	1	1	yes	44	1	54	38	-16				65	55	-10	charged(51) 100-25	weap	
prefix	magicprefix.txt	586	Charged1	Enchant	1	1	yes	44	1	18	13	-5	36	25	-11	18	15	-3	charged(52) 15-1	weap	
prefix	magicprefix.txt	587	Charged1	Enchant	1	1	yes	44	1	60	42	-18				65	55	-10	charged(52) 15-25	weap	
prefix	magicprefix.txt	588	Charged1	Chain Lightning	1	1	yes	44	1	18	13	-5	36	25	-11	18	15	-3	charged(53) 300-1	weap	
prefix	magicprefix.txt	589	Charged1	Chain Lightning	1	1	yes	44	1	35	25	-10	75	53	-22	35	30	-5	charged(53) 300-22	weap	
prefix	magicprefix.txt	590	Charged1	Teleport	1	1	yes	44	1	18	13	-5	36	25	-11	18	15	-3	charged(54) 300-1	weap, amul	
prefix	magicprefix.txt	591	Charged1	Teleport	1	1	yes	44	1	60	42	-18				65	55	-10	charged(54) 300-1	amul, weap	
prefix	magicprefix.txt	592	Charged1	Glacial Spike	1	1	yes	44	1	18	13	-5	36	25	-11	18	15	-3	charged(55) 300-1	weap	
prefix	magicprefix.txt	593	Charged1	Glacial Spike	1	1	yes	44	1	40	28	-12	70	49	-21	40	34	-6	charged(55) 300-19	weap	
prefix	magicprefix.txt	594	Charged1	Meteor	1	1	yes	44	1	24	17	-7	42	29	-13	25	21	-4	charged(56) 300-2	weap	
prefix	magicprefix.txt	595	Charged1	Meteor	1	1	yes	44	1	62	43	-19				65	55	-10	charged(56) 300-22	weap	
prefix	magicprefix.txt	596	Charged1	Thunder Storm	1	1	yes	44	1	24	17	-7	42	29	-13	25	21	-4	charged(57) 25-2	weap	
prefix	magicprefix.txt	597	Charged1	Thunder Storm	1	1	yes	44	1	55	39	-16				55	47	-8	charged(57) 25-15	weap	
prefix	magicprefix.txt	598	Charged1	Energy Shield	1	1	yes	44	1	24	17	-7	42	29	-13	25	21	-4	charged(58) 15-2	weap, helm	
prefix	magicprefix.txt	599	Charged1	Energy Shield	1	1	yes	44	1	40	28	-12				42	36	-6	charged(58) 15-10	helm, weap	
prefix	magicprefix.txt	600	Charged1	Blizzard	1	1	yes	44	1	24	17	-7	42	29	-13	25	21	-4	charged(59) 200-2	weap	
prefix	magicprefix.txt	601	Charged1	Blizzard	1	1	yes	44	1	57	40	-17				60	51	-9	charged(59) 200-17	weap	
prefix	magicprefix.txt	602	Charged1	Chilling Armor	1	1	yes	44	1	24	17	-7	42	29	-13	25	21	-4	charged(60) 35-2	weap, tors	
prefix	magicprefix.txt	603	Charged1	Chilling Armor	1	1	yes	44	1	70	49	-21				75	64	-11	charged(60) 35-15	tors, weap	
prefix	magicprefix.txt	604	Charged1	Hydra	1	1	yes	44	1	30	21	-9	48	34	-14	33	28	-5	charged(62) 250-3	weap	
prefix	magicprefix.txt	605	Charged1	Hydra	1	1	yes	44	1	80	56	-24				85	72	-13	charged(62) 250-25	weap	
prefix	magicprefix.txt	606	Charged1	Frozen Orb	1	1	yes	44	1	30	21	-9	48	34	-14	33	28	-5	charged(64) 300-3	weap	
prefix	magicprefix.txt	607	Charged1	Frozen Orb	1	1	yes	44	1	80	56	-24				85	72	-13	charged(64) 300-25	weap	
prefix	magicprefix.txt	608	Charged1	Amplify Damage	1	1	yes	44	1	1	1	0	18	13	-5	1	1	0	charged(66) 75-1	weap, head	
prefix	magicprefix.txt	609	Charged1	Amplify Damage	1	1	yes	44	1	15	11	-4				20	17	-3	charged(66) 75-15	weap, head	
prefix	magicprefix.txt	610	Charged1	Teeth	1	1	yes	44	1	1	1	0	18	13	-5	1	1	0	charged(67) 300-1	weap, head	
prefix	magicprefix.txt	611	Charged1	Teeth	1	1	yes	44	1	11	8	-3	27	19	-8	12	10	-2	charged(67) 300-10	weap, head	
prefix	magicprefix.txt	612	Charged1	Bone Armor	1	1	yes	44	1	1	1	0	18	13	-5	1	1	0	charged(68) 30-1	weap, tors, head	
prefix	magicprefix.txt	613	Charged1	Bone Armor	1	1	yes	44	1	30	21	-9				35	30	-5	charged(68) 30-15	tors, weap, head	
prefix	magicprefix.txt	614	Charged1	Raise Skeleton	1	1	yes	44	1	1	1	0	18	13	-5	1	1	0	charged(70) 25-1	weap, amul, head, circ	
prefix	magicprefix.txt	615	Charged1	Raise Skeleton	1	1	yes	44	1	26	18	-8				26	22	-4	charged(70) 25-10	amul, circ, weap, head	
prefix	magicprefix.txt	616	Charged1	Dim Vision	1	1	yes	44	1	6	4	-2	24	17	-7	6	5	-1	charged(71) 25-1	ring, circ, head, weap	
prefix	magicprefix.txt	617	Charged1	Dim Vision	1	1	yes	44	1	18	13	-5				20	17	-3	charged(71) 25-12	ring, circ, head, weap	
prefix	magicprefix.txt	618	Charged1	Weaken	1	1	yes	44	1	6	4	-2	24	17	-7	6	5	-1	charged(72) 25-1	weap, glov, head	
prefix	magicprefix.txt	619	Charged1	Weaken	1	1	yes	44	1	24	17	-7				24	20	-4	charged(72) 25-18	glov, weap, head	
prefix	magicprefix.txt	620	Charged1	Poison Dagger	1	1	yes	44	1	6	4	-2	24	17	-7	6	5	-1	charged(73) 20-1	knif, head, glov, ring, circ	
prefix	magicprefix.txt	621	Charged1	Poison Dagger	1	1	yes	44	1	21	15	-6				24	20	-4	charged(73) 20-18	glov, ring, circ, knif, head	
prefix	magicprefix.txt	622	Charged1	Corpse Explosion	1	1	yes	44	1	6	4	-2	24	17	-7	6	5	-1	charged(74) 150-1	weap, head	
prefix	magicprefix.txt	623	Charged1	Corpse Explosion	1	1	yes	44	1	40	28	-12				45	38	-7	charged(74) 150-15	weap, head	
prefix	magicprefix.txt	624	Charged1	Clay Golem	1	1	yes	44	1	6	4	-2	24	17	-7	6	5	-1	charged(75) 20-1	amul, circ, head, weap	
prefix	magicprefix.txt	625	Charged1	Clay Golem	1	1	yes	44	1	18	13	-5	38	27	-11	20	17	-3	charged(75) 20-12	amul, circ, head, weap	
prefix	magicprefix.txt	626	Charged1	Iron Maiden	1	1	yes	44	1	12	8	-4	30	21	-9	12	10	-2	charged(76) 75-1	shld, weap, head	
prefix	magicprefix.txt	627	Charged1	Iron Maiden	1	1	yes	44	1	24	17	-7				24	20	-4	charged(76) 75-10	shld, weap, head	
prefix	magicprefix.txt	628	Charged1	Terror	1	1	yes	44	1	12	8	-4	30	21	-9	12	10	-2	charged(77) 65-1	shld, weap, head	
prefix	magicprefix.txt	629	Charged1	Terror	1	1	yes	44	1	24	17	-7				24	20	-4	charged(77) 65-12	shld, weap, head	
prefix	magicprefix.txt	630	Charged1	Bone Wall	1	1	yes	44	1	12	8	-4	30	21	-9	12	10	-2	charged(78) 35-1	weap, head	
prefix	magicprefix.txt	631	Charged1	Bone Wall	1	1	yes	44	1	35	25	-10				37	31	-6	charged(78) 35-25	weap, head	
prefix	magicprefix.txt	632	Charged1	Raise Skeleton Mage	1	1	yes	44	1	12	8	-4	30	21	-9	12	10	-2	charged(80) 50-1	amul, circ, head, weap	
prefix	magicprefix.txt	633	Charged1	Raise Skeleton Mage	1	1	yes	44	1	36	25	-11				36	31	-5	charged(80) 50-20	amul, circ, head, weap	
prefix	magicprefix.txt	634	Charged1	Corpse Field	1	1	yes	44	1	18	13	-5	36	25	-11	18	15	-3	charged(81) 35-1	ring, circ, head, weap	
prefix	magicprefix.txt	635	Charged1	Corpse Field	1	1	yes	44	1	36	25	-11				35	30	-5	charged(81) 35-17	ring, circ, head, weap	
prefix	magicprefix.txt	636	Charged1	Life Tap	1	1	yes	44	1	18	13	-5	36	25	-11	18	15	-3	charged(82) 35-1	weap, ring, head	
prefix	magicprefix.txt	637	Charged1	Life Tap	1	1	yes	44	1	40	28	-12				41	35	-6	charged(82) 35-15	weap, ring, head	
prefix	magicprefix.txt	638	Charged1	Poison Explosion	1	1	yes	44	1	18	13	-5	36	25	-11	18	15	-3	charged(83) 100-1	weap, head	
prefix	magicprefix.txt	639	Charged1	Poison Explosion	1	1	yes	44	1	28	20	-8	50	35	-15	28	24	-4	charged(83) 100-10	weap, head	
prefix	magicprefix.txt	640	Charged1	Bone Spear	1	1	yes	44	1	18	13	-5	36	25	-11	18	15	-3	charged(84) 300-1	weap, head	
prefix	magicprefix.txt	641	Charged1	Bone Spear	1	1	yes	44	1	42	29	-13				45	38	-7	charged(84) 300-20	weap, head	
prefix	magicprefix.txt	642	Charged1	Blood Golem	1	1	yes	44	1	18	13	-5	36	25	-11	18	15	-3	charged(85) 15-1	weap, head	
