side	source_file	source_line	candidate_id	candidate	operation	name	group	level_before	level_after	levelreq_before	levelreq_after	maxlevel_before	maxlevel_after	frequency_before	frequency_after	mods	itypes	etypes
prefix	magicprefix.txt	235	greater-class-skill	Greater class skill	add_late_duplicate	Witch-hunter's	125	86	86	75	64			2	2	ass 2-2	tors	
prefix	magicprefix.txt	232	greater-class-skill	Greater class skill	convert_existing_to_early	Hierophant's	125	50	35	42	36		49	4	2	dru 2-2	club, pelt	
prefix	magicprefix.txt	232	greater-class-skill	Greater class skill	add_late_duplicate	Hierophant's	125	50	50	42	36			4	4	dru 2-2	club, pelt	
prefix	magicprefix.txt	1072	greater-class-skill	Greater class skill	convert_existing_to_early	Arch-Devil's	125	50	35	42	36		49	2	1	war 2-2	knif, grim	
prefix	magicprefix.txt	1072	greater-class-skill	Greater class skill	add_late_duplicate	Arch-Devil's	125	50	50	42	36			2	2	war 2-2	knif, grim	
prefix	magicprefix.txt	238	greater-class-skill	Greater class skill	convert_existing_to_early	Witch-hunter's	125	50	35	42	36		49	4	2	ass 2-2	h2h	
prefix	magicprefix.txt	238	greater-class-skill	Greater class skill	add_late_duplicate	Witch-hunter's	125	50	50	42	36			4	4	ass 2-2	h2h	
prefix	magicprefix.txt	212	greater-class-skill	Greater class skill	convert_existing_to_early	Necromancer's	125	50	35	42	36		49	4	2	nec 2-2	wand, knif, head	
prefix	magicprefix.txt	212	greater-class-skill	Greater class skill	add_late_duplicate	Necromancer's	125	50	50	42	36			4	4	nec 2-2	wand, knif, head	
prefix	magicprefix.txt	218	greater-class-skill	Greater class skill	convert_existing_to_early	Arch-Angel's	125	50	35	42	36		49	4	2	sor 2-2	staf, orb	
prefix	magicprefix.txt	218	greater-class-skill	Greater class skill	add_late_duplicate	Arch-Angel's	125	50	50	42	36			4	4	sor 2-2	staf, orb	
prefix	magicprefix.txt	226	greater-class-skill	Greater class skill	convert_existing_to_early	Berserker's	125	50	35	42	36		49	4	2	bar 2-2	phlm	
prefix	magicprefix.txt	226	greater-class-skill	Greater class skill	add_late_duplicate	Berserker's	125	50	50	42	36			4	4	bar 2-2	phlm	
prefix	magicprefix.txt	241	greater-skilltab	Greater Skilltab	convert_existing_to_early	Archer's	125	60	42	45	38		59	2	1	skilltab(0) 3-3	miss, glov	
prefix	magicprefix.txt	241	greater-skilltab	Greater Skilltab	add_late_duplicate	Archer's	125	60	60	45	38			2	2	skilltab(0) 3-3	miss, glov	
prefix	magicprefix.txt	277	greater-skilltab	Greater Skilltab	convert_existing_to_early	Master's	125	60	42	45	38		59	2	1	skilltab(12) 3-3	phlm, weap, helm	miss, rod
prefix	magicprefix.txt	277	greater-skilltab	Greater Skilltab	add_late_duplicate	Master's	125	60	60	45	38			2	2	skilltab(12) 3-3	phlm, weap, helm	miss, rod
prefix	magicprefix.txt	280	greater-skilltab	Greater Skilltab	convert_existing_to_early	Furious	125	60	42	45	38		59	2	1	skilltab(13) 3-3	phlm, weap, amul	miss, rod
prefix	magicprefix.txt	280	greater-skilltab	Greater Skilltab	add_late_duplicate	Furious	125	60	60	45	38			2	2	skilltab(13) 3-3	phlm, weap, amul	miss, rod
prefix	magicprefix.txt	283	greater-skilltab	Greater Skilltab	convert_existing_to_early	Echoing	125	60	42	45	38		59	2	1	skilltab(14) 3-3	phlm, weap, amul	miss, rod
prefix	magicprefix.txt	283	greater-skilltab	Greater Skilltab	add_late_duplicate	Echoing	125	60	60	45	38			2	2	skilltab(14) 3-3	phlm, weap, amul	miss, rod
prefix	magicprefix.txt	244	greater-skilltab	Greater Skilltab	convert_existing_to_early	Athlete's	125	60	42	45	38		59	2	1	skilltab(1) 3-3	glov, amul, circ	
prefix	magicprefix.txt	244	greater-skilltab	Greater Skilltab	add_late_duplicate	Athlete's	125	60	60	45	38			2	2	skilltab(1) 3-3	glov, amul, circ	
prefix	magicprefix.txt	250	greater-skilltab	Greater Skilltab	convert_existing_to_early	Volcanic	125	60	42	45	38		59	2	1	skilltab(3) 3-3	staf, orb, amul, circ	
prefix	magicprefix.txt	250	greater-skilltab	Greater Skilltab	add_late_duplicate	Volcanic	125	60	60	45	38			2	2	skilltab(3) 3-3	staf, orb, amul, circ	
prefix	magicprefix.txt	253	greater-skilltab	Greater Skilltab	convert_existing_to_early	Powered	125	60	42	45	38		59	2	1	skilltab(4) 3-3	staf, orb, amul, circ	
prefix	magicprefix.txt	253	greater-skilltab	Greater Skilltab	add_late_duplicate	Powered	125	60	60	45	38			2	2	skilltab(4) 3-3	staf, orb, amul, circ	
prefix	magicprefix.txt	256	greater-skilltab	Greater Skilltab	convert_existing_to_early	Glacial	125	60	42	45	38		59	2	1	skilltab(5) 3-3	staf, orb, amul, circ	
prefix	magicprefix.txt	256	greater-skilltab	Greater Skilltab	add_late_duplicate	Glacial	125	60	60	45	38			2	2	skilltab(5) 3-3	staf, orb, amul, circ	
prefix	magicprefix.txt	259	greater-skilltab	Greater Skilltab	convert_existing_to_early	Accursed	125	60	42	45	38		59	2	1	skilltab(6) 3-3	wand, head, amul, circ	
prefix	magicprefix.txt	259	greater-skilltab	Greater Skilltab	add_late_duplicate	Accursed	125	60	60	45	38			2	2	skilltab(6) 3-3	wand, head, amul, circ	
prefix	magicprefix.txt	262	greater-skilltab	Greater Skilltab	convert_existing_to_early	Venomous	125	60	42	45	38		59	2	1	skilltab(7) 3-3	wand, head, amul, knif, circ	tkni
prefix	magicprefix.txt	262	greater-skilltab	Greater Skilltab	add_late_duplicate	Venomous	125	60	60	45	38			2	2	skilltab(7) 3-3	wand, head, amul, knif, circ	tkni
prefix	magicprefix.txt	265	greater-skilltab	Greater Skilltab	convert_existing_to_early	Golemlord's	125	60	42	45	38		59	2	1	skilltab(8) 3-3	wand, head, amul, circ	
prefix	magicprefix.txt	265	greater-skilltab	Greater Skilltab	add_late_duplicate	Golemlord's	125	60	60	45	38			2	2	skilltab(8) 3-3	wand, head, amul, circ	
prefix	magicprefix.txt	268	greater-skilltab	Greater Skilltab	convert_existing_to_early	Rose Branded	125	60	42	45	38		59	2	1	skilltab(9) 3-3	scep, swor, mace, shld, ashd, amul, circ	
prefix	magicprefix.txt	268	greater-skilltab	Greater Skilltab	add_late_duplicate	Rose Branded	125	60	60	45	38			2	2	skilltab(9) 3-3	scep, swor, mace, shld, ashd, amul, circ	
prefix	magicprefix.txt	271	greater-skilltab	Greater Skilltab	convert_existing_to_early	Marshal's	125	60	42	45	38		59	2	1	skilltab(10) 3-3	scep, swor, mace, shld, ashd, amul, circ	
prefix	magicprefix.txt	271	greater-skilltab	Greater Skilltab	add_late_duplicate	Marshal's	125	60	60	45	38			2	2	skilltab(10) 3-3	scep, swor, mace, shld, ashd, amul, circ	
prefix	magicprefix.txt	274	greater-skilltab	Greater Skilltab	convert_existing_to_early	Guardian's	125	60	42	45	38		59	2	1	skilltab(11) 3-3	shld, ashd, amul, circ	
prefix	magicprefix.txt	274	greater-skilltab	Greater Skilltab	add_late_duplicate	Guardian's	125	60	60	45	38			2	2	skilltab(11) 3-3	shld, ashd, amul, circ	
prefix	magicprefix.txt	286	greater-skilltab	Greater Skilltab	convert_existing_to_early	Keeper's	125	60	42	45	38		59	2	1	skilltab(15) 3-3	club, pelt, amul, circ	
prefix	magicprefix.txt	286	greater-skilltab	Greater Skilltab	add_late_duplicate	Keeper's	125	60	60	45	38			2	2	skilltab(15) 3-3	club, pelt, amul, circ	
prefix	magicprefix.txt	289	greater-skilltab	Greater Skilltab	convert_existing_to_early	Communal	125	60	42	45	38		59	2	1	skilltab(16) 3-3	club, pelt, amul, circ	
prefix	magicprefix.txt	289	greater-skilltab	Greater Skilltab	add_late_duplicate	Communal	125	60	60	45	38			2	2	skilltab(16) 3-3	club, pelt, amul, circ	
prefix	magicprefix.txt	292	greater-skilltab	Greater Skilltab	convert_existing_to_early	Gaea's	125	60	42	45	38		59	2	1	skilltab(17) 3-3	club, pelt, amul, circ	
prefix	magicprefix.txt	292	greater-skilltab	Greater Skilltab	add_late_duplicate	Gaea's	125	60	60	45	38			2	2	skilltab(17) 3-3	club, pelt, amul, circ	
prefix	magicprefix.txt	295	greater-skilltab	Greater Skilltab	convert_existing_to_early	Cunning	125	60	42	45	38		59	2	1	skilltab(18) 3-3	h2h, amul, circ	
prefix	magicprefix.txt	295	greater-skilltab	Greater Skilltab	add_late_duplicate	Cunning	125	60	60	45	38			2	2	skilltab(18) 3-3	h2h, amul, circ	
prefix	magicprefix.txt	298	greater-skilltab	Greater Skilltab	convert_existing_to_early	Shadow	125	60	42	45	38		59	2	1	skilltab(19) 3-3	h2h, amul, helm, circ	
prefix	magicprefix.txt	298	greater-skilltab	Greater Skilltab	add_late_duplicate	Shadow	125	60	60	45	38			2	2	skilltab(19) 3-3	h2h, amul, helm, circ	
prefix	magicprefix.txt	301	greater-skilltab	Greater Skilltab	convert_existing_to_early	Kenshi's	125	60	42	45	38		59	2	1	skilltab(20) 3-3	h2h, amul, glov, circ	
prefix	magicprefix.txt	301	greater-skilltab	Greater Skilltab	add_late_duplicate	Kenshi's	125	60	60	45	38			2	2	skilltab(20) 3-3	h2h, amul, glov, circ	
prefix	magicprefix.txt	1062	greater-skilltab	Greater Skilltab	convert_existing_to_early	Torrid	125	60	42	45	38		59	1	1	skilltab(23) 3-3	knif, grim, amul, circ	
prefix	magicprefix.txt	1062	greater-skilltab	Greater Skilltab	add_late_duplicate	Torrid	125	60	60	45	38			1	1	skilltab(23) 3-3	knif, grim, amul, circ	
prefix	magicprefix.txt	1065	greater-skilltab	Greater Skilltab	convert_existing_to_early	Forbidden	125	60	42	45	38		59	1	1	skilltab(22) 3-3	knif, grim, amul, swor, circ	tkni
prefix	magicprefix.txt	1065	greater-skilltab	Greater Skilltab	add_late_duplicate	Forbidden	125	60	60	45	38			1	1	skilltab(22) 3-3	knif, grim, amul, swor, circ	tkni
prefix	magicprefix.txt	1068	greater-skilltab	Greater Skilltab	convert_existing_to_early	Malevolent	125	60	42	45	38		59	1	1	skilltab(21) 3-3	knif, grim, amul, circ	
prefix	magicprefix.txt	1068	greater-skilltab	Greater Skilltab	add_late_duplicate	Malevolent	125	60	60	45	38			1	1	skilltab(21) 3-3	knif, grim, amul, circ	
prefix	magicprefix.txt	247	greater-skilltab	Greater Skilltab	convert_existing_to_early	Lancer's	125	60	42	45	38		59	2	1	skilltab(2) 3-3	spea, glov	
prefix	magicprefix.txt	247	greater-skilltab	Greater Skilltab	add_late_duplicate	Lancer's	125	60	60	45	38			2	2	skilltab(2) 3-3	spea, glov	
prefix	magicprefix.txt	333	greater-avatar	Greater Avatar	convert_existing_to_early	Hibernal	137	70	49	60	51		69	2	1	cold-len 100-100; cold-min 24-45; cold-max 91-140	weap	
prefix	magicprefix.txt	333	greater-avatar	Greater Avatar	add_late_duplicate	Hibernal	137	70	70	60	51			2	2	cold-len 100-100; cold-min 24-45; cold-max 91-140	weap	
prefix	magicprefix.txt	332	greater-avatar	Greater Avatar	convert_existing_to_early	Boreal	137	50	35	40	34		49	2	1	cold-len 75-75; cold-min 16-23; cold-max 46-90	weap, circ	
prefix	magicprefix.txt	332	greater-avatar	Greater Avatar	add_late_duplicate	Boreal	137	50	50	40	34			2	2	cold-len 75-75; cold-min 16-23; cold-max 46-90	weap, circ	
prefix	magicprefix.txt	991	greater-avatar	Greater Avatar	convert_existing_to_early	Avatar	137	85	59	85	72		84	1	1	dmg-elem 20-30	lcha	
prefix	magicprefix.txt	991	greater-avatar	Greater Avatar	add_late_duplicate	Avatar	137	85	85	85	72			1	1	dmg-elem 20-30	lcha	
prefix	magicprefix.txt	338	greater-weapon-elemental-prefix	Greater Scorching/Shocking/Pestilent	convert_existing_to_early	Scorching	138	77	54	67	57		76	2	1	fire-min 121-170; fire-max 181-240	weap	
prefix	magicprefix.txt	338	greater-weapon-elemental-prefix	Greater Scorching/Shocking/Pestilent	add_late_duplicate	Scorching	138	77	77	67	57			2	2	fire-min 121-170; fire-max 181-240	weap	
prefix	magicprefix.txt	343	greater-weapon-elemental-prefix	Greater Scorching/Shocking/Pestilent	convert_existing_to_early	Shocking	139	76	53	66	56		75	2	1	ltng-min 1-1; ltng-max 361-480	weap	
prefix	magicprefix.txt	343	greater-weapon-elemental-prefix	Greater Scorching/Shocking/Pestilent	add_late_duplicate	Shocking	139	76	76	66	56			2	2	ltng-min 1-1; ltng-max 361-480	weap	
prefix	magicprefix.txt	348	greater-weapon-elemental-prefix	Greater Scorching/Shocking/Pestilent	convert_existing_to_early	Pestilent	140	50	35	37	31		49	2	1	dmg-pois(150) 470-470	weap	
prefix	magicprefix.txt	348	greater-weapon-elemental-prefix	Greater Scorching/Shocking/Pestilent	add_late_duplicate	Pestilent	140	50	50	37	31			2	2	dmg-pois(150) 470-470	weap	
prefix	magicprefix.txt	336	greater-weapon-elemental-prefix	Greater Scorching/Shocking/Pestilent	convert_existing_to_early	Smoking	138	47	33	37	31		46	2	1	fire-min 51-80; fire-max 91-130	weap, circ	
prefix	magicprefix.txt	336	greater-weapon-elemental-prefix	Greater Scorching/Shocking/Pestilent	add_late_duplicate	Smoking	138	47	47	37	31			2	2	fire-min 51-80; fire-max 91-130	weap, circ	
prefix	magicprefix.txt	341	greater-weapon-elemental-prefix	Greater Scorching/Shocking/Pestilent	convert_existing_to_early	Buzzing	139	46	32	36	31		45	2	1	ltng-min 1-1; ltng-max 181-260	weap, circ	
prefix	magicprefix.txt	341	greater-weapon-elemental-prefix	Greater Scorching/Shocking/Pestilent	add_late_duplicate	Buzzing	139	46	46	36	31			2	2	ltng-min 1-1; ltng-max 181-260	weap, circ	
prefix	magicprefix.txt	346	greater-weapon-elemental-prefix	Greater Scorching/Shocking/Pestilent	convert_existing_to_early	Corosive	140	20	14	15	13		19	2	1	dmg-pois(100) 205-205	weap, circ	
prefix	magicprefix.txt	346	greater-weapon-elemental-prefix	Greater Scorching/Shocking/Pestilent	add_late_duplicate	Corosive	140	20	20	15	13			2	2	dmg-pois(100) 205-205	weap, circ	
prefix	magicprefix.txt	110	greater-divine	Greater Divine	convert_existing_to_early	Divine	142	45	31	37	31		44	2	1	att-undead 326-450; dmg-undead 276-350	weap	wand, orb
prefix	magicprefix.txt	110	greater-divine	Greater Divine	add_late_duplicate	Divine	142	45	45	37	31			2	2	att-undead 326-450; dmg-undead 276-350	weap	wand, orb
prefix	magicprefix.txt	111	greater-divine	Greater Divine	convert_existing_to_early	Pearl	142	18	13	13	11		17	2	1	att-undead 25-50; dmg-undead 25-50	jewl	
prefix	magicprefix.txt	111	greater-divine	Greater Divine	add_late_duplicate	Pearl	142	18	18	13	11			2	2	att-undead 25-50; dmg-undead 25-50	jewl	
prefix	magicprefix.txt	994	greater-hulking	Greater Hulking	convert_existing_to_early	Hulking	143	85	59	85	72		84	6	3	dmg-norm 40-60	lcha	
prefix	magicprefix.txt	994	greater-hulking	Greater Hulking	add_late_duplicate	Hulking	143	85	85	85	72			6	6	dmg-norm 40-60	lcha	
prefix	magicprefix.txt	134	greater-veracious	Greater Veracious	convert_existing_to_early	Veracious1	200	85	59	75	64		84	2	1	att% 25-35	weap, glov	
prefix	magicprefix.txt	134	greater-veracious	Greater Veracious	add_late_duplicate	Veracious1	200	85	85	75	64			2	2	att% 25-35	weap, glov	
prefix	magicprefix.txt	305	greater-gnostic	Greater Gnostic	convert_existing_to_early	Gnostics	201	85	59	75	64		84	2	1	skill-rand(5) 6-35	amul, circ, belt, ring	
prefix	magicprefix.txt	305	greater-gnostic	Greater Gnostic	add_late_duplicate	Gnostics	201	85	85	75	64			2	2	skill-rand(5) 6-35	amul, circ, belt, ring	
prefix	magicprefix.txt	309	greater-gnostic	Greater Gnostic	convert_existing_to_early	Gnostics	201	85	59	75	64		84	2	1	skill-rand(5) 96-125	amul, circ, belt, ring	
prefix	magicprefix.txt	309	greater-gnostic	Greater Gnostic	add_late_duplicate	Gnostics	201	85	85	75	64			2	2	skill-rand(5) 96-125	amul, circ, belt, ring	
prefix	magicprefix.txt	313	greater-gnostic	Greater Gnostic	convert_existing_to_early	Gnostics	201	85	59	75	64		84	2	1	skill-rand(5) 66-95	amul, circ, belt, ring	
prefix	magicprefix.txt	313	greater-gnostic	Greater Gnostic	add_late_duplicate	Gnostics	201	85	85	75	64			2	2	skill-rand(5) 66-95	amul, circ, belt, ring	
prefix	magicprefix.txt	317	greater-gnostic	Greater Gnostic	convert_existing_to_early	Gnostics	201	85	59	80	68		84	2	1	skill-rand(5) 36-65	amul, circ, belt, ring	
prefix	magicprefix.txt	317	greater-gnostic	Greater Gnostic	add_late_duplicate	Gnostics	201	85	85	80	68			2	2	skill-rand(5) 36-65	amul, circ, belt, ring	
prefix	magicprefix.txt	321	greater-gnostic	Greater Gnostic	convert_existing_to_early	Gnostics	201	85	59	75	64		84	2	1	skill-rand(5) 126-155	amul, circ, belt, ring	
prefix	magicprefix.txt	321	greater-gnostic	Greater Gnostic	add_late_duplicate	Gnostics	201	85	85	75	64			2	2	skill-rand(5) 126-155	amul, circ, belt, ring	
prefix	magicprefix.txt	325	greater-gnostic	Greater Gnostic	convert_existing_to_early	Gnostics	201	85	59	75	64		84	2	1	skill-rand(5) 221-250	ring, amul, circ, belt	
prefix	magicprefix.txt	325	greater-gnostic	Greater Gnostic	add_late_duplicate	Gnostics	201	85	85	75	64			2	2	skill-rand(5) 221-250	ring, amul, circ, belt	
prefix	magicprefix.txt	329	greater-gnostic	Greater Gnostic	convert_existing_to_early	Gnostics	201	85	59	75	64		84	2	1	skill-rand(5) 251-280	ring, amul, circ, belt	
prefix	magicprefix.txt	329	greater-gnostic	Greater Gnostic	add_late_duplicate	Gnostics	201	85	85	75	64			2	2	skill-rand(5) 251-280	ring, amul, circ, belt	
prefix	magicprefix.txt	1088	greater-gnostic	Greater Gnostic	convert_existing_to_early	Devil's	201	85	59	75	64		84	2	1	skill-rand(5) 373-402	amul, circ, belt, ring	
prefix	magicprefix.txt	1088	greater-gnostic	Greater Gnostic	add_late_duplicate	Devil's	201	85	85	75	64			2	2	skill-rand(5) 373-402	amul, circ, belt, ring	
prefix	magicprefix.txt	442	greater-crushing-fatal	Greater Crushing/Fatal	convert_existing_to_early	Crushing1	202	70	49	63	54		69	4	2	crush 16-20	glov	
prefix	magicprefix.txt	442	greater-crushing-fatal	Greater Crushing/Fatal	add_late_duplicate	Crushing1	202	70	70	63	54			4	4	crush 16-20	glov	
prefix	magicprefix.txt	445	greater-crushing-fatal	Greater Crushing/Fatal	convert_existing_to_early	Fatal	202	70	49	63	54		69	4	2	deadly 16-20	glov	
prefix	magicprefix.txt	445	greater-crushing-fatal	Greater Crushing/Fatal	add_late_duplicate	Fatal	202	70	70	63	54			4	4	deadly 16-20	glov	
prefix	magicprefix.txt	449	greater-elemental-prefix	Greater Elemental	convert_existing_to_early	Elemental1	203	80	56	77	65		79	2	1	dmg-elem(125) 64-200	weap	
prefix	magicprefix.txt	449	greater-elemental-prefix	Greater Elemental	add_late_duplicate	Elemental1	203	80	80	77	65			2	2	dmg-elem(125) 64-200	weap	
prefix	magicprefix.txt	452	greater-sage-xp	Greater Sage	convert_existing_to_early	Sage's	204	51	36	46	39		50	6	3	addxp 3-3	weap, armo, shld, amul, ring	
prefix	magicprefix.txt	452	greater-sage-xp	Greater Sage	add_late_duplicate	Sage's	204	51	51	46	39			6	6	addxp 3-3	weap, armo, shld, amul, ring	
prefix	magicprefix.txt	454	greater-sage-xp	Greater Sage	convert_existing_to_early	Master Sage's	204	87	61	81	69		86	2	1	addxp 5-5	amul	
prefix	magicprefix.txt	454	greater-sage-xp	Greater Sage	add_late_duplicate	Master Sage's	204	87	87	81	69			2	2	addxp 5-5	amul	
prefix	magicprefix.txt	453	greater-sage-xp	Greater Sage	convert_existing_to_early	Sage's	204	74	52	68	58		73	4	2	addxp 4-4	ring, amul, circ	
prefix	magicprefix.txt	453	greater-sage-xp	Greater Sage	add_late_duplicate	Sage's	204	74	74	68	58			4	4	addxp 4-4	ring, amul, circ	
prefix	magicprefix.txt	460	greater-savage	Greater Savage	convert_existing_to_early	Savage	205	64	45	52	44		63	4	2	kick 9-10	boot	
prefix	magicprefix.txt	460	greater-savage	Greater Savage	add_late_duplicate	Savage	205	64	64	52	44			4	4	kick 9-10	boot	
prefix	magicprefix.txt	468	greater-adamantine-wrought	Greater Adamantine-Wrought	convert_existing_to_early	Adamantine-Wrought	206	87	61	65	55		86	4	2	dmg% 81-100; dur 60-75	weap	orb, wand
prefix	magicprefix.txt	468	greater-adamantine-wrought	Greater Adamantine-Wrought	add_late_duplicate	Adamantine-Wrought	206	87	87	65	55			4	4	dmg% 81-100; dur 60-75	weap	orb, wand
prefix	magicprefix.txt	476	greater-adamantine-wrought	Greater Adamantine-Wrought	convert_existing_to_early	Adamantine-Wrought	206	87	61	65	55		86	4	2	ac% 51-75; dur 60-75	armo, shld	
prefix	magicprefix.txt	476	greater-adamantine-wrought	Greater Adamantine-Wrought	add_late_duplicate	Adamantine-Wrought	206	87	87	65	55			4	4	ac% 51-75; dur 60-75	armo, shld	
prefix	magicprefix.txt	491	greater-aureole	Greater Aureole	convert_existing_to_early	Aureole	207	62	43	48	41		61	2	1	aura(125) 1-3	tors	
prefix	magicprefix.txt	491	greater-aureole	Greater Aureole	add_late_duplicate	Aureole	207	62	62	48	41			2	2	aura(125) 1-3	tors	
prefix	magicprefix.txt	505	greater-elemental-mastery	Greater Elemental Mastery	convert_existing_to_early	Pyromaniac's2	209	55	39	55	47		54	2	1	extra-fire 6-9	wand, orb, staf, helm	
prefix	magicprefix.txt	505	greater-elemental-mastery	Greater Elemental Mastery	add_late_duplicate	Pyromaniac's2	209	55	55	55	47			2	2	extra-fire 6-9	wand, orb, staf, helm	
prefix	magicprefix.txt	508	greater-elemental-mastery	Greater Elemental Mastery	convert_existing_to_early	Frost Wyrm's2	209	55	39	55	47		54	2	1	extra-cold 6-9	wand, orb, staf, helm	
prefix	magicprefix.txt	508	greater-elemental-mastery	Greater Elemental Mastery	add_late_duplicate	Frost Wyrm's2	209	55	55	55	47			2	2	extra-cold 6-9	wand, orb, staf, helm	
prefix	magicprefix.txt	511	greater-elemental-mastery	Greater Elemental Mastery	convert_existing_to_early	Zeus's2	209	55	39	55	47		54	2	1	extra-ltng 6-9	wand, orb, staf, helm	
prefix	magicprefix.txt	511	greater-elemental-mastery	Greater Elemental Mastery	add_late_duplicate	Zeus's2	209	55	55	55	47			2	2	extra-ltng 6-9	wand, orb, staf, helm	
prefix	magicprefix.txt	514	greater-elemental-mastery	Greater Elemental Mastery	convert_existing_to_early	Manticore's2	209	55	39	55	47		54	2	1	extra-pois 6-9	wand, staf, helm	
prefix	magicprefix.txt	514	greater-elemental-mastery	Greater Elemental Mastery	add_late_duplicate	Manticore's2	209	55	55	55	47			2	2	extra-pois 6-9	wand, staf, helm	
prefix	magicprefix.txt	506	greater-elemental-mastery	Greater Elemental Mastery	convert_existing_to_early	Pyromaniac's2	209	77	54	77	65		76	2	1	extra-fire 10-12	wand, orb, staf	
prefix	magicprefix.txt	506	greater-elemental-mastery	Greater Elemental Mastery	add_late_duplicate	Pyromaniac's2	209	77	77	77	65			2	2	extra-fire 10-12	wand, orb, staf	
prefix	magicprefix.txt	509	greater-elemental-mastery	Greater Elemental Mastery	convert_existing_to_early	Frost Wyrm's2	209	77	54	77	65		76	2	1	extra-cold 10-12	wand, orb, staf	
prefix	magicprefix.txt	509	greater-elemental-mastery	Greater Elemental Mastery	add_late_duplicate	Frost Wyrm's2	209	77	77	77	65			2	2	extra-cold 10-12	wand, orb, staf	
prefix	magicprefix.txt	512	greater-elemental-mastery	Greater Elemental Mastery	convert_existing_to_early	Zeus's2	209	77	54	77	65		76	2	1	extra-ltng 10-12	wand, orb, staf	
prefix	magicprefix.txt	512	greater-elemental-mastery	Greater Elemental Mastery	add_late_duplicate	Zeus's2	209	77	77	77	65			2	2	extra-ltng 10-12	wand, orb, staf	
prefix	magicprefix.txt	515	greater-elemental-mastery	Greater Elemental Mastery	convert_existing_to_early	Manticore's2	209	77	54	77	65		76	2	1	extra-pois 10-12	wand, staf	
prefix	magicprefix.txt	515	greater-elemental-mastery	Greater Elemental Mastery	add_late_duplicate	Manticore's2	209	77	77	77	65			2	2	extra-pois 10-12	wand, staf	
prefix	magicprefix.txt	493	greater-elemental-pierce	Greater Elemental Pierce	convert_existing_to_early	Pyromaniac's2	209	55	39	55	47		54	2	1	pierce-fire 6-9	wand, orb, staf, helm	
prefix	magicprefix.txt	493	greater-elemental-pierce	Greater Elemental Pierce	add_late_duplicate	Pyromaniac's2	209	55	55	55	47			2	2	pierce-fire 6-9	wand, orb, staf, helm	
prefix	magicprefix.txt	496	greater-elemental-pierce	Greater Elemental Pierce	convert_existing_to_early	Frost Wyrm's2	209	55	39	55	47		54	2	1	pierce-cold 6-9	wand, orb, staf, helm	
prefix	magicprefix.txt	496	greater-elemental-pierce	Greater Elemental Pierce	add_late_duplicate	Frost Wyrm's2	209	55	55	55	47			2	2	pierce-cold 6-9	wand, orb, staf, helm	
prefix	magicprefix.txt	499	greater-elemental-pierce	Greater Elemental Pierce	convert_existing_to_early	Zeus's2	209	55	39	55	47		54	2	1	pierce-ltng 6-9	wand, orb, staf, helm	
prefix	magicprefix.txt	499	greater-elemental-pierce	Greater Elemental Pierce	add_late_duplicate	Zeus's2	209	55	55	55	47			2	2	pierce-ltng 6-9	wand, orb, staf, helm	
prefix	magicprefix.txt	502	greater-elemental-pierce	Greater Elemental Pierce	convert_existing_to_early	Manticore's2	209	55	39	55	47		54	2	1	pierce-pois 6-9	wand, staf, helm	
prefix	magicprefix.txt	502	greater-elemental-pierce	Greater Elemental Pierce	add_late_duplicate	Manticore's2	209	55	55	55	47			2	2	pierce-pois 6-9	wand, staf, helm	
prefix	magicprefix.txt	494	greater-elemental-pierce	Greater Elemental Pierce	convert_existing_to_early	Pyromaniac's2	209	77	54	77	65		76	2	1	pierce-fire 10-12	wand, orb, staf	
prefix	magicprefix.txt	494	greater-elemental-pierce	Greater Elemental Pierce	add_late_duplicate	Pyromaniac's2	209	77	77	77	65			2	2	pierce-fire 10-12	wand, orb, staf	
prefix	magicprefix.txt	497	greater-elemental-pierce	Greater Elemental Pierce	convert_existing_to_early	Frost Wyrm's2	209	77	54	77	65		76	2	1	pierce-cold 10-12	wand, orb, staf	
prefix	magicprefix.txt	497	greater-elemental-pierce	Greater Elemental Pierce	add_late_duplicate	Frost Wyrm's2	209	77	77	77	65			2	2	pierce-cold 10-12	wand, orb, staf	
prefix	magicprefix.txt	500	greater-elemental-pierce	Greater Elemental Pierce	convert_existing_to_early	Zeus's2	209	77	54	77	65		76	2	1	pierce-ltng 10-12	wand, orb, staf	
prefix	magicprefix.txt	500	greater-elemental-pierce	Greater Elemental Pierce	add_late_duplicate	Zeus's2	209	77	77	77	65			2	2	pierce-ltng 10-12	wand, orb, staf	
prefix	magicprefix.txt	503	greater-elemental-pierce	Greater Elemental Pierce	convert_existing_to_early	Manticore's2	209	77	54	77	65		76	2	1	pierce-pois 10-12	wand, staf	
prefix	magicprefix.txt	503	greater-elemental-pierce	Greater Elemental Pierce	add_late_duplicate	Manticore's2	209	77	77	77	65			2	2	pierce-pois 10-12	wand, staf	
prefix	magicprefix.txt	1091	greater-missile-prefix	Greater missile prefixes	convert_existing_to_early	Sturdy	220	80	56	50	43		79	3	2	hp 30-40	misl	
prefix	magicprefix.txt	1091	greater-missile-prefix	Greater missile prefixes	add_late_duplicate	Sturdy	220	80	80	50	43			3	3	hp 30-40	misl	
prefix	magicprefix.txt	1094	greater-missile-prefix	Greater missile prefixes	convert_existing_to_early	Lizard's	220	80	56	50	43		79	3	2	mana 30-40	misl	
