name	* Description	version	spawnable	rare	level	maxlevel	levelreq	classspecific	class	classlevelreq	frequency	group	mod1code	mod1param	mod1min	mod1max	mod2code	mod2param	mod2min	mod2max	mod3code	mod3param	mod3min	mod3max	transformcolor	itype1	itype2	itype3	itype4	itype5	itype6	itype7	etype1	etype2	etype3	etype4	etype5	multiply	add
Gnostics	+5 to [Skill] (Amazon only)	100	1	1	59	84	64				10	201	skill-rand	5	6	35										amul	circ	belt	ring									0	0
Gnostics	+5 to [Skill] (Amazon only)	100	1	1	85		64				20	201	skill-rand	5	6	35										amul	circ	belt	ring									0	0
Gnostics	+2 to [Skill] (Paladin only)	100	1	1	25		26				20	201	skill-rand	2	96	125										amul	circ	belt	ring									0	0
Gnostics	+3 to [Skill] (Paladin only)	100	1	1	39		43				20	201	skill-rand	3	96	125										amul	circ	belt	ring									0	0
Gnostics	+4 to [Skill] (Paladin only)	100	1	1	53		55				20	201	skill-rand	4	96	125										amul	circ	belt	ring									0	0
Gnostics	+5 to [Skill] (Paladin only)	100	1	1	59	84	64				10	201	skill-rand	5	96	125										amul	circ	belt	ring									0	0
Gnostics	+5 to [Skill] (Paladin only)	100	1	1	85		64				20	201	skill-rand	5	96	125										amul	circ	belt	ring									0	0
Gnostics	+2 to [Skill] (Necromancer only)	100	1	1	25		26				20	201	skill-rand	2	66	95										amul	circ	belt	ring									0	0
Gnostics	+3 to [Skill] (Necromancer only)	100	1	1	39		43				20	201	skill-rand	3	66	95										amul	circ	belt	ring									0	0
Gnostics	+4 to [Skill] (Necromancer only)	100	1	1	53		55				20	201	skill-rand	4	66	95										amul	circ	belt	ring									0	0
Gnostics	+5 to [Skill] (Necromancer only)	100	1	1	59	84	64				10	201	skill-rand	5	66	95										amul	circ	belt	ring									0	0
Gnostics	+5 to [Skill] (Necromancer only)	100	1	1	85		64				20	201	skill-rand	5	66	95										amul	circ	belt	ring									0	0
Gnostics	+2 to [Skill] (Sorceress only)	100	1	1	25		26				20	201	skill-rand	2	36	65										amul	circ	belt	ring									0	0
Gnostics	+3 to [Skill] (Sorceress only)	100	1	1	39		43				20	201	skill-rand	3	36	65										amul	circ	belt	ring									0	0
Gnostics	+4 to [Skill] (Sorceress only)	100	1	1	53		55				20	201	skill-rand	4	36	65										amul	circ	belt	ring									0	0
Gnostics	+5 to [Skill] (Sorceress only)	100	1	1	59	84	68				10	201	skill-rand	5	36	65										amul	circ	belt	ring									0	0
Gnostics	+5 to [Skill] (Sorceress only)	100	1	1	85		68				20	201	skill-rand	5	36	65										amul	circ	belt	ring									0	0
Gnostics	+2 to [Skill] (Barbarian only)	100	1	1	25		26				20	201	skill-rand	2	126	155										amul	circ	belt	ring									0	0
Gnostics	+3 to [Skill] (Barbarian only)	100	1	1	39		43				20	201	skill-rand	3	126	155										amul	circ	belt	ring									0	0
Gnostics	+4 to [Skill] (Barbarian only)	100	1	1	53		55				20	201	skill-rand	4	126	155										amul	circ	belt	ring									0	0
Gnostics	+5 to [Skill] (Barbarian only)	100	1	1	59	84	64				10	201	skill-rand	5	126	155										amul	circ	belt	ring									0	0
Gnostics	+5 to [Skill] (Barbarian only)	100	1	1	85		64				20	201	skill-rand	5	126	155										amul	circ	belt	ring									0	0
Gnostics	+2 to [Skill] (Druid only)	100	1	1	25		26				20	201	skill-rand	2	221	250										ring	amul	circ	belt									0	0
Gnostics	+3 to [Skill] (Druid only)	100	1	1	39		43				20	201	skill-rand	3	221	250										ring	amul	circ	belt									0	0
Gnostics	+4 to [Skill] (Druid only)	100	1	1	53		55				20	201	skill-rand	4	221	250										ring	amul	circ	belt									0	0
Gnostics	+5 to [Skill] (Druid only)	100	1	1	59	84	64				10	201	skill-rand	5	221	250										ring	amul	circ	belt									0	0
Gnostics	+5 to [Skill] (Druid only)	100	1	1	85		64				20	201	skill-rand	5	221	250										ring	amul	circ	belt									0	0
Gnostics	+2 to [Skill] (Assassin only)	100	1	1	25		26				20	201	skill-rand	2	251	280										ring	amul	circ	belt									0	0
Gnostics	+3 to [Skill] (Assassin only)	100	1	1	39		43				20	201	skill-rand	3	251	280										ring	amul	circ	belt									0	0
Gnostics	+4 to [Skill] (Assassin only)	100	1	1	53		55				20	201	skill-rand	4	251	280										ring	amul	circ	belt									0	0
Gnostics	+5 to [Skill] (Assassin only)	100	1	1	59	84	64				10	201	skill-rand	5	251	280										ring	amul	circ	belt									0	0
Gnostics	+5 to [Skill] (Assassin only)	100	1	1	85		64				20	201	skill-rand	5	251	280										ring	amul	circ	belt									0	0
Snowflake	Cold Length # of Frames (25 Frames = 1 Second) & +# to Minimum Cold Damage & +# to Maximum Cold Damage	100	1	1	18	30	15				60	137	cold-len		25	25	cold-min		6	9	cold-max		19	30	lblu	weap	circ											0	0
Shivering	Cold Length # of Frames (25 Frames = 1 Second) & +# to Minimum Cold Damage & +# to Maximum Cold Damage	100	1	1	25		22				40	137	cold-len		50	50	cold-min		10	15	cold-max		31	45	lblu	weap	circ											0	0
Boreal	Cold Length # of Frames (25 Frames = 1 Second) & +# to Minimum Cold Damage & +# to Maximum Cold Damage	100	1	1	35	49	34				10	137	cold-len		75	75	cold-min		16	23	cold-max		46	90	cblu	weap	circ											0	0
Boreal	Cold Length # of Frames (25 Frames = 1 Second) & +# to Minimum Cold Damage & +# to Maximum Cold Damage	100	1	1	50		34				20	137	cold-len		75	75	cold-min		16	23	cold-max		46	90	cblu	weap	circ											0	0
Hibernal	Cold Length # of Frames (25 Frames = 1 Second) & +# to Minimum Cold Damage & +# to Maximum Cold Damage	100	1	1	49	69	51				10	137	cold-len		100	100	cold-min		24	45	cold-max		91	140	cblu	weap												0	0
Hibernal	Cold Length # of Frames (25 Frames = 1 Second) & +# to Minimum Cold Damage & +# to Maximum Cold Damage	100	1	1	70		51				20	137	cold-len		100	100	cold-min		24	45	cold-max		91	140	cblu	weap												0	0
Ember	+# to Minimum Fire Damage & +# to Maximum Fire Damage	100	1	1	18	30	15				60	138	fire-min		16	25	fire-max		31	60					dred	weap	circ											0	0
Smoldering	+# to Minimum Fire Damage & +# to Maximum Fire Damage	100	1	1	25		22				40	138	fire-min		26	50	fire-max		61	90					dred	weap	circ											0	0
Smoking	+# to Minimum Fire Damage & +# to Maximum Fire Damage	100	1	1	33	46	31				10	138	fire-min		51	80	fire-max		91	130					dred	weap	circ											0	0
Smoking	+# to Minimum Fire Damage & +# to Maximum Fire Damage	100	1	1	47		31				20	138	fire-min		51	80	fire-max		91	130					dred	weap	circ											0	0
Flaming	+# to Minimum Fire Damage & +# to Maximum Fire Damage	100	1	1	43		43				20	138	fire-min		81	120	fire-max		131	180					dred	weap												0	0
Scorching	+# to Minimum Fire Damage & +# to Maximum Fire Damage	100	1	1	54	76	57				10	138	fire-min		121	170	fire-max		181	240					dred	weap												0	0
Scorching	+# to Minimum Fire Damage & +# to Maximum Fire Damage	100	1	1	77		57				20	138	fire-min		121	170	fire-max		181	240					dred	weap												0	0
Static	+# to Minimum Lightning Damage & +# to Maximum Lightning Damage	100	1	1	18	40	15				60	139	ltng-min		1	1	ltng-max		49	120					lyel	weap	circ											0	0
Glowing	+# to Minimum Lightning Damage & +# to Maximum Lightning Damage	100	1	1	24		21				40	139	ltng-min		1	1	ltng-max		121	180					lyel	weap	circ											0	0
Buzzing	+# to Minimum Lightning Damage & +# to Maximum Lightning Damage	100	1	1	32	45	31				10	139	ltng-min		1	1	ltng-max		181	260					lyel	weap	circ											0	0
Buzzing	+# to Minimum Lightning Damage & +# to Maximum Lightning Damage	100	1	1	46		31				20	139	ltng-min		1	1	ltng-max		181	260					lyel	weap	circ											0	0
Arcing	+# to Minimum Lightning Damage & +# to Maximum Lightning Damage	100	1	1	42		43				20	139	ltng-min		1	1	ltng-max		261	360					lyel	weap												0	0
Shocking	+# to Minimum Lightning Damage & +# to Maximum Lightning Damage	100	1	1	53	75	56				10	139	ltng-min		1	1	ltng-max		361	480					lyel	weap												0	0
Shocking	+# to Minimum Lightning Damage & +# to Maximum Lightning Damage	100	1	1	76		56				20	139	ltng-min		1	1	ltng-max		361	480					lyel	weap												0	0
Septic	+# to Minimum Poison Damage & +# to Maximum Poison Damage	100	1	1	1	30	1				60	140	dmg-pois	50	31	31									dgrn	weap	circ											0	0
Envenomed	+# to Minimum Poison Damage & +# to Maximum Poison Damage	100	1	1	7		6				40	140	dmg-pois	75	41	41									dgrn	weap	circ											0	0
Corosive	+# to Minimum Poison Damage & +# to Maximum Poison Damage	100	1	1	14	19	13				10	140	dmg-pois	100	205	205									dgrn	weap	circ											0	0
Corosive	+# to Minimum Poison Damage & +# to Maximum Poison Damage	100	1	1	20		13				20	140	dmg-pois	100	205	205									dgrn	weap	circ											0	0
Toxic	+# to Minimum Poison Damage & +# to Maximum Poison Damage	100	1	1	25		22				20	140	dmg-pois	125	308	308									dgrn	weap												0	0
Pestilent	+# to Minimum Poison Damage & +# to Maximum Poison Damage	100	1	1	35	49	31				10	140	dmg-pois	150	470	470									dgrn	weap												0	0
Pestilent	+# to Minimum Poison Damage & +# to Maximum Poison Damage	100	1	1	50		31				20	140	dmg-pois	150	470	470									dgrn	weap												0	0
Azure	Cold Resist +#%	100	1	1	4	30	3				40	117	res-cold		5	10										armo	weap	ring	amul	orb	circ							0	0
Lapis	Cold Resist +#%	100	1	1	8		8				80	117	res-cold		11	20										armo	ring	amul	orb	circ								0	0
Lapis	Cold Resist +#%	100	1	1	25		22				40	117	res-cold		11	20										weap							orb					0	0
Cobalt	Cold Resist +#%	100	1	1	13	17	11				30	117	res-cold		21	30										armo	ring	amul	orb	circ								0	0
Cobalt	Cold Resist +#%	100	1	1	18		11				60	117	res-cold		21	30										armo	ring	amul	orb	circ								0	0
Cobalt	Cold Resist +#%	100	1	1	39	54	35				20	117	res-cold		21	30										weap							orb					0	0
Cobalt	Cold Resist +#%	100	1	1	55		35				40	117	res-cold		21	30										weap							orb					0	0
Sapphire	Cold Resist +#%	100	1	1	18	24	15				30	117	res-cold		31	40									lblu	rod	boot	amul	orb	circ								0	0
Sapphire	Cold Resist +#%	100	1	1	25		15				60	117	res-cold		31	40									lblu	rod	boot	amul	orb	circ								0	0
Lapis Lazuli	Cold Resist +#%	100	1	1	1	45	1				80	117	res-cold		5	10									lblu	jewl												0	0
Sapphire	Cold Resist +#%	100	1	1	13	18	12				40	117	res-cold		16	30									lblu	jewl												0	0
Sapphire	Cold Resist +#%	100	1	1	19		12				80	117	res-cold		16	30									lblu	jewl												0	0
Russet	Fire Resist +#%	100	1	1	8	30	8				80	118	res-fire		11	20										armo	ring	amul	orb	circ								0	0
Russet	Fire Resist +#%	100	1	1	25		22				20	118	res-fire		11	20										weap							orb					0	0
Garnet	Fire Resist +#%	100	1	1	13	17	11				30	118	res-fire		21	30										armo	ring	amul	orb	circ								0	0
Garnet	Fire Resist +#%	100	1	1	18		11				60	118	res-fire		21	30										armo	ring	amul	orb	circ								0	0
Garnet	Fire Resist +#%	100	1	1	39	54	35				10	118	res-fire		21	30										weap							orb					0	0
Garnet	Fire Resist +#%	100	1	1	55		35				20	118	res-fire		21	30										weap							orb					0	0
Ruby	Fire Resist +#%	100	1	1	18	24	15				30	118	res-fire		31	40									lred	rod	boot	amul	orb	circ								0	0
Ruby	Fire Resist +#%	100	1	1	25		15				60	118	res-fire		31	40									lred	rod	boot	amul	orb	circ								0	0
Garnet	Fire Resist +#%	100	1	1	1	45	1				80	117	res-fire		5	15									lred	jewl												0	0
Ruby	Fire Resist +#%	100	1	1	13		11				80	117	res-fire		16	30									lred	jewl												0	0
Tangerine	Lightning Resist +#%	100	1	1	4	30	3				80	119	res-ltng		5	10										armo	weap	ring	amul	orb	circ							0	0
Ocher	Lightning Resist +#%	100	1	1	8		8				80	119	res-ltng		11	20										armo	ring	amul	orb	circ								0	0
Ocher	Lightning Resist +#%	100	1	1	25		22				20	119	res-ltng		11	20										weap							orb					0	0
Coral	Lightning Resist +#%	100	1	1	13	17	11				30	119	res-ltng		21	30										armo	ring	amul	orb	circ								0	0
Coral	Lightning Resist +#%	100	1	1	18		11				60	119	res-ltng		21	30										armo	ring	amul	orb	circ								0	0
Coral	Lightning Resist +#%	100	1	1	39	54	35				10	119	res-ltng		21	30										weap							orb					0	0
Coral	Lightning Resist +#%	100	1	1	55		35				20	119	res-ltng		21	30										weap							orb					0	0
Amber	Lightning Resist +#%	100	1	1	18	24	15				30	119	res-ltng		31	40									lyel	rod	boot	amul	orb	circ								0	0
Amber	Lightning Resist +#%	100	1	1	25		15				60	119	res-ltng		31	40									lyel	rod	boot	amul	orb	circ								0	0
Camphor	Lightning Resist +#%	100	1	1	1	45	1				80	117	res-ltng		5	15									lyel	jewl												0	0
Ambergris	Lightning Resist +#%	100	1	1	13	18	12				40	117	res-ltng		16	30									lyel	jewl												0	0
Ambergris	Lightning Resist +#%	100	1	1	19		12				80	117	res-ltng		16	30									lyel	jewl												0	0
Beryl	Poison Resist +#%	100	1	1	4	30	3				80	120	res-pois		5	10										armo	weap	ring	amul	orb	circ							0	0
Viridian	Poison Resist +#%	100	1	1	8		8				80	120	res-pois		11	20										armo	ring	amul	orb	circ								0	0
Viridian	Poison Resist +#%	100	1	1	25		22				20	120	res-pois		11	20										weap							orb					0	0
Jade	Poison Resist +#%	100	1	1	13	17	11				30	120	res-pois		21	30										armo	ring	amul	orb	circ								0	0
Jade	Poison Resist +#%	100	1	1	18		11				60	120	res-pois		21	30										armo	ring	amul	orb	circ								0	0
Jade	Poison Resist +#%	100	1	1	39	54	35				10	120	res-pois		21	30										weap							orb					0	0
Jade	Poison Resist +#%	100	1	1	55		35				20	120	res-pois		21	30										weap							orb					0	0
Emerald	Poison Resist +#%	100	1	1	18	24	15				30	120	res-pois		31	40									cgrn	rod	boot	amul	orb	circ								0	0
Emerald	Poison Resist +#%	100	1	1	25		15				60	120	res-pois		31	40									cgrn	rod	boot	amul	orb	circ								0	0
Beryl	Poison Resist +#%	100	1	1	1	45	1				80	117	res-pois		5	15									cgrn	jewl												0	0
Jade	Poison Resist +#%	100	1	1	13	18	12				40	117	res-pois		16	30									cgrn	jewl												0	0
Jade	Poison Resist +#%	100	1	1	19		12				80	117	res-pois		16	30									cgrn	jewl												0	0
Shimmering	All Resistances +#	100	1	1	4	30	3				100	116	res-all		3	7									lpur	shld												0	0
Rainbow	All Resistances +#	100	1	1	13	50	11				100	116	res-all		8	11									lpur	shld												0	0
Scintillating	All Resistances +#	100	1	1	20	70	18				100	116	res-all		12	15									lpur	shld												0	0
Prismatic	All Resistances +#	100	1	1	27		26				80	116	res-all		16	20									lpur	shld												0	0
Chromatic	All Resistances +#	100	1	1	35	49	36				40	116	res-all		21	30									lpur	shld												0	0
Chromatic	All Resistances +#	100	1	1	50		36				80	116	res-all		21	30									lpur	shld												0	0
Shimmering	All Resistances +#	100	1	1	6	30	5				100	116	res-all		3	7									lpur	amul	circ											0	0
Rainbow	All Resistances +#	100	1	1	15	60	13				100	116	res-all		8	11									lpur	amul	circ											0	0
Scintillating	All Resistances +#	100	1	1	24		21				100	116	res-all		12	15									lpur	amul	circ											0	0
Prismatic	All Resistances +#	100	1	1	29		26				80	116	res-all		16	20									lpur	amul	circ											0	0
Chromatic	All Resistances +#	100	1	1	39	54	35				30	116	res-all		21	30									lpur	amul	circ											0	0
Chromatic	All Resistances +#	100	1	1	55		35				60	116	res-all		21	30									lpur	amul	circ											0	0
Shimmering	All Resistances +#	100	1	1	31		31				60	116	res-all		5	8									lpur	ring												0	0
Rainbow	All Resistances +#	100	1	1	39		41				40	116	res-all		9	12									lpur	ring												0	0
Scintillating	All Resistances +#	100	1	1	47	66	50				20	116	res-all		13	17									lpur	ring												0	0
Scintillating	All Resistances +#	100	1	1	67		50				40	116	res-all		13	17									lpur	ring												0	0
Shimmering	All Resistances +#	100	1	1	11		10				20	116	res-all		5	10									lpur	jewl												0	0
Scintillating	All Resistances +#	100	1	1	24	33	22				10	116	res-all		11	15									lpur	jewl												0	0
Scintillating	All Resistances +#	100	1	1	34		22				20	116	res-all		11	15									lpur	jewl												0	0
Lizard's	+# to Mana	100	1	1	2	40	2				80	115	mana		3	5										armo	ring	amul	rod	orb								0	0
Snake's	+# to Mana	100	1	1	4	60	3				80	115	mana		5	10										shld	rod	belt	ring	amul	circ							0	0
Serpent's	+# to Mana	100	1	1	10	13	9				30	115	mana		11	20										shld	rod	belt	ring	amul	circ							0	0
Serpent's	+# to Mana	100	1	1	14		9				60	115	mana		11	20										shld	rod	belt	ring	amul	circ							0	0
Serpent's	+# to Mana	100	1	1	26	36	23				20	115	mana		11	20										tors	boot	glov	weap	orb			rod					0	0
Serpent's	+# to Mana	100	1	1	37		23				40	115	mana		11	20										tors	boot	glov	weap	orb			rod					0	0
Drake's	+# to Mana	100	1	1	14	40	13				40	115	mana		21	30									cblu	rod	ring	amul	orb	circ								0	0
Dragon's	+# to Mana	100	1	1	17	60	15				40	115	mana		31	40									cblu	rod	ring	amul	orb	circ								0	0
Dragon's	+# to Mana	100	1	1	36	51	33				20	115	mana		31	40									cblu	tors	boot	glov										0	0
Dragon's	+# to Mana	100	1	1	52		33				40	115	mana		31	40									cblu	tors	boot	glov										0	0
Wyrm's	+# to Mana	100	1	1	21		19				40	115	mana		41	60									cblu	rod	ring	amul	orb	circ								0	0
Great Wyrm's	+# to Mana	100	1	1	26		25				40	115	mana		61	90									cblu	rod	ring	amul	orb	circ								0	0
Bahamut's	+# to Mana	100	1	1	31	44	31				20	115	mana		91	120									cblu	rod	ring	amul	orb	circ								0	0
Bahamut's	+# to Mana	100	1	1	45		31				40	115	mana		91	120									cblu	rod	ring	amul	orb	circ								0	0
Zircon	+# to Mana	100	1	1	2	40	2				40	115	mana		5	10									cblu	jewl												0	0
Jacinth	+# to Mana	100	1	1	12	70	10				40	115	mana		11	15									cblu	jewl												0	0
Turquoise	+# to Mana	100	1	1	20	28	18				20	115	mana		16	20									cblu	jewl												0	0
Turquoise	+# to Mana	100	1	1	29		18				40	115	mana		16	20									cblu	jewl												0	0
Mnemonic	+# to Mana (Based on Character Level)	100	1	1	18	24	15				10	115	mana/lvl	6											cblu	helm												0	0
Mnemonic	+# to Mana (Based on Character Level)	100	1	1	25		15				20	115	mana/lvl	6											cblu	helm												0	0
Triumphant	+# to Mana after each Kill	100	1	1	2	20	2				80	121	mana-kill		1	1										amul	ring	circ										0	0
Victorious	+# to Mana after each Kill	100	1	1	12	16	10				40	121	mana-kill		2	5										weap												0	0
Victorious	+# to Mana after each Kill	100	1	1	17		10				80	121	mana-kill		2	5										weap												0	0
Aureolin	+# to Mana after each Kill	100	1	1	15	21	14				40	121	mana-kill		1	3										jewl												0	0
Aureolin	+# to Mana after each Kill	100	1	1	22		14				80	121	mana-kill		1	3										jewl												0	0
Vulpine	#% Damage Taken Goes To Mana	100	1	1	6	8	5				30	107	dmg-to-mana		7	12									cblu	shld	amul	orb	staf									0	0
Vulpine	#% Damage Taken Goes To Mana	100	1	1	9		5				60	107	dmg-to-mana		7	12									cblu	shld	amul	orb	staf									0	0
Dun	#% Damage Taken Goes To Mana	100	1	1	5	6	4				30	107	dmg-to-mana		7	12										jewl												0	0
Dun	#% Damage Taken Goes To Mana	100	1	1	7		4				60	107	dmg-to-mana		7	12										jewl												0	0
Glimmering	+# to Light Radius	100	1	1	1	15	1				20	112	light		1	1										armo	wand	staf	ring	amul	orb							0	0
Glowing	+# to Light Radius	100	1	1	4	25	3				20	112	light		2	2									lyel	armo	wand	staf	ring	amul	orb							0	0
Bright	+# to Light Radius & +# to Attack Rating	100	1	1	1		1				20	112	light		1	1	att		10	10						jewl												0	0
Felicitous	#% Better Chance of Getting Magic Items	100	1	1	4		3				80	114	mag%		5	10										ring	amul	circ										0	0
Fortuitous	#% Better Chance of Getting Magic Items	100	1	1	8	11	7				40	114	mag%		11	15										ring	amul	circ										0	0
Fortuitous	#% Better Chance of Getting Magic Items	100	1	1	12		7				80	114	mag%		11	15										ring	amul	circ										0	0
Emerald	#% Better Chance of Getting Magic Items	100	1	1	11	15	10				40	114	mag%		3	7									dgrn	jewl												0	0
Emerald	#% Better Chance of Getting Magic Items	100	1	1	16		10				80	114	mag%		3	7									dgrn	jewl												0	0
Mechanist's	Socketed (#)	100	1	1	7		6				60	122	sock		1	2										weap	shld	helm	tors	circ			thro					0	0
Artificer's	Socketed (#)	100	1	1	23		21				40	122	sock	3												weap	shld	helm	tors				thro					0	0
Jeweler's	Socketed (#)	100	1	1	39		40				20	122	sock	4												weap	shld	helm	tors				thro					0	0
Compact	Increased Stack Size	100	1	1	1		1				120	141	stack		20	40										thro												0	0
Thin	Increased Stack Size	100	1	1	12		10				100	141	stack		41	80										thro												0	0
Dense	Increased Stack Size	100	1	1	27		26				80	141	stack		81	120										thro												0	0
Devious	Damage Reduced by #	100	1	1	5	30	4				100	102	red-mag		1	1										shld	circ	orb	wand	staf								0	0
Blank	Damage Reduced by #	100	1	1	10	50	9				80	102	red-mag		2	3										shld	circ	orb	wand	staf								0	0
Null	Damage Reduced by #	100	1	1	15		14				80	102	red-mag		4	5									dblu	shld	circ	orb	wand	staf								0	0
Antimagic	Damage Reduced by #	100	1	1	20		18				80	102	red-mag		6	10									dblu	shld	circ	orb	wand	staf								0	0
Devious	Magic Resist +#%	100	1	1	18	50	19				100	102	res-mag		3	5										shld	tors	orb	wand	staf								0	0
Blank	Magic Resist +#%	100	1	1	33	75	36				80	102	res-mag		6	10										shld	tors	orb	wand	staf								0	0
Null	Magic Resist +#%	100	1	1	48		52				80	102	res-mag		11	15									dblu	shld	tors	orb	wand	staf								0	0
Antimagic	Magic Resist +#%	100	1	1	60	85	68				40	102	res-mag		16	20									dblu	shld	tors	orb	wand	staf								0	0
Antimagic	Magic Resist +#%	100	1	1	86		68				80	102	res-mag		16	20									dblu	shld	tors	orb	wand	staf								0	0
Screaming	Hit Causes Monster to Flee #%	100	1	1	7	25	6				60	113	howl		32	32									oran	weap							miss	swor	axe			0	0
Howling	Hit Causes Monster to Flee #%	100	1	1	11	50	10				60	113	howl		64	64									oran	weap							miss	swor	axe			0	0
Wailing	Hit Causes Monster to Flee #%	100	1	1	14		11				60	113	howl		128	128									oran	weap							miss	swor	axe			0	0
Screaming	Hit Causes Monster to Flee #%	100	1	1	7	25	6				80	113	howl		32	32									oran	miss												0	0
Howling	Hit Causes Monster to Flee #%	100	1	1	11	50	10				80	113	howl		64	64									oran	miss												0	0
Wailing	Hit Causes Monster to Flee #%	100	1	1	17		15				80	113	howl		128	128									oran	miss												0	0
Impacting1	#% Chance of Crushing Blow	100	1	1	13	49	13				40	202	crush		5	10										glov												0	0
Fracturing1	#% Chance of Crushing Blow	100	1	1	31		34				40	202	crush		11	15										glov												0	0
Crushing1	#% Chance of Crushing Blow	100	1	1	49	69	54				20	202	crush		16	20										glov												0	0
Crushing1	#% Chance of Crushing Blow	100	1	1	70		54				40	202	crush		16	20										glov												0	0
Deadly	#% Chance of Deadly Strike	100	1	1	13	49	13				40	202	deadly		5	10										glov												0	0
Lethal	#% Chance of Deadly Strike	100	1	1	31		34				40	202	deadly		11	15										glov												0	0
Fatal	#% Chance of Deadly Strike	100	1	1	49	69	54				20	202	deadly		16	20										glov												0	0
Fatal	#% Chance of Deadly Strike	100	1	1	70		54				40	202	deadly		16	20										glov												0	0
Elemental1	Adds #-# Fire/Lightning/Cold Damage	100	1	1	17	50	20				40	203	dmg-elem	50	1	20										weap												0	0
Elemental1	Adds #-# Fire/Lightning/Cold Damage	100	1	1	34		37				40	203	dmg-elem	75	21	50										weap												0	0
Elemental1	Adds #-# Fire/Lightning/Cold Damage	100	1	1	48		54				20	203	dmg-elem	100	51	125										weap												0	0
Elemental1	Adds #-# Fire/Lightning/Cold Damage	100	1	1	56	79	65				10	203	dmg-elem	125	64	200										weap												0	0
Elemental1	Adds #-# Fire/Lightning/Cold Damage	100	1	1	80		65				20	203	dmg-elem	125	64	200										weap												0	0
Loremaster's1	+#% to Experience Gained	100	1	1	13		12				100	204	addxp		1	1										weap	armo	shld	amul	ring								0	0
Loremaster's1	+#% to Experience Gained	100	1	1	23		23				80	204	addxp		2	2										weap	armo	shld	amul	ring								0	0
Sage's	+#% to Experience Gained	100	1	1	36	50	39				30	204	addxp		3	3										weap	armo	shld	amul	ring								0	0
Sage's	+#% to Experience Gained	100	1	1	51		39				60	204	addxp		3	3										weap	armo	shld	amul	ring								0	0
Sage's	+#% to Experience Gained	100	1	1	52	73	58				20	204	addxp		4	4										ring	amul	circ										0	0
Sage's	+#% to Experience Gained	100	1	1	74		58				40	204	addxp		4	4										ring	amul	circ										0	0
Master Sage's	+#% to Experience Gained	100	1	1	61	86	69				10	204	addxp		5	5										amul												0	0
Master Sage's	+#% to Experience Gained	100	1	1	87		69				20	204	addxp		5	5										amul												0	0
Deadly	+# Kick Damage	100	1	1	3		6				40	205	kick		1	1										boot												0	0
Deadly	+# Kick Damage	100	1	1	11		9				40	205	kick		2	2										boot												0	0
Brutal	+# Kick Damage	100	1	1	20		17				40	205	kick		3	4										boot												0	0
Brutal	+# Kick Damage	100	1	1	27		27				40	205	kick		5	6										boot												0	0
Savage	+# Kick Damage	100	1	1	36		37				40	205	kick		7	8										boot												0	0
Savage	+# Kick Damage	100	1	1	45	63	44				20	205	kick		9	10										boot												0	0
Savage	+# Kick Damage	100	1	1	64		44				40	205	kick		9	10										boot												0	0
Bronze-Wrought	+#% Enhanced Damage & Durability: # of #	100	1	1	5		1				40	206	dmg%		10	15	dur		5	5					lgry	weap							orb	wand				0	0
Iron-Wrought	+#% Enhanced Damage & Durability: # of #	100	1	1	11		3				40	206	dmg%		16	25	dur		6	10					lgry	weap							orb	wand				0	0
Steel-Wrought	+#% Enhanced Damage & Durability: # of #	100	1	1	18		8				40	206	dmg%		26	35	dur		11	15					lgry	weap							orb	wand				0	0
Silver-Wrought	+#% Enhanced Damage & Durability: # of #	100	1	1	25		15				40	206	dmg%		36	45	dur		16	20					lgry	weap							orb	wand				0	0
Platimum-Wrought	+#% Enhanced Damage & Durability: # of #	100	1	1	33		26				40	206	dmg%		46	55	dur		21	30					lgry	weap							orb	wand				0	0
Titanium-Wrought	+#% Enhanced Damage & Durability: # of #	100	1	1	43		38				40	206	dmg%		56	65	dur		31	45					lgry	weap							orb	wand				0	0
Mithril-Wrought	+#% Enhanced Damage & Durability: # of #	100	1	1	51		47				40	206	dmg%		66	80	dur		46	59					lgry	weap							orb	wand				0	0
Adamantine-Wrought	+#% Enhanced Damage & Durability: # of #	100	1	1	61	86	55				20	206	dmg%		81	100	dur		60	75					lgry	weap							orb	wand				0	0
Adamantine-Wrought	+#% Enhanced Damage & Durability: # of #	100	1	1	87		55				40	206	dmg%		81	100	dur		60	75					lgry	weap							orb	wand				0	0
Bronze-Wrought	+#% Enhanced Defense & Durability: # of #	100	1	1	5		1				40	206	ac%		3	5	dur		5	5					lgry	weap							orb	wand				0	0
Iron-Wrought	+#% Enhanced Defense & Durability: # of #	100	1	1	11		3				40	206	ac%		6	9	dur		6	10					lgry	armo	shld											0	0
Steel-Wrought	+#% Enhanced Defense & Durability: # of #	100	1	1	18		8				40	206	ac%		10	15	dur		11	15					lgry	armo	shld											0	0
Silver-Wrought	+#% Enhanced Defense & Durability: # of #	100	1	1	25		15				40	206	ac%		16	20	dur		16	20					lgry	armo	shld											0	0
Platimum-Wrought	+#% Enhanced Defense & Durability: # of #	100	1	1	33		26				40	206	ac%		21	30	dur		21	30					lgry	armo	shld											0	0
Titanium-Wrought	+#% Enhanced Defense & Durability: # of #	100	1	1	43		38				40	206	ac%		31	40	dur		31	45					lgry	armo	shld											0	0
Mithril-Wrought	+#% Enhanced Defense & Durability: # of #	100	1	1	51		47				40	206	ac%		41	50	dur		46	59					lgry	armo	shld											0	0
